cod_municipio;modulo_fiscal_ha;fracao_minima_parcelamento_ha;zona_tipica_modulo;zona_pecuaria;data_referencia;fonte;observacao
3540309;30.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3540408;30.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3540507;30.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3540606;12.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3540705;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3540754;24.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3540804;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3540853;20.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3540903;12.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3541000;10.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3541059;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3541109;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3541208;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3541307;30.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3541406;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3541505;30.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3541604;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3541653;18.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3541703;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3541802;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3541901;24.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3542008;18.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3542107;10.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3542206;24.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3542305;40.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3542404;24.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3542503;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3542602;16.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3542701;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3542800;16.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3542909;12.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3543006;16.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3543105;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3543204;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3543238;30.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3543253;16.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3543303;5.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3543402;10.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3543600;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3543709;12.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3543808;18.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3543907;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3544004;10.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3544103;5.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3544202;30.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3543501;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3544251;30.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3544301;22.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3544400;30.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3544509;30.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3544608;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3544707;22.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3544806;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3544905;16.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3545001;7.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3545100;22.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3545159;10.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3545209;12.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3545308;12.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3545407;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3545506;30.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3545605;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3545704;30.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3545803;10.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3546009;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3546108;30.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3546207;18.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3546256;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3546306;18.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3546405;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3546504;14.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3546603;30.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3546702;10.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3546801;7.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3546900;12.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3547007;24.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3547106;30.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3547502;14.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3547403;26.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3547601;14.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3547650;26.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3547205;26.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3547304;7.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3547700;30.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3547809;5.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3547908;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3548054;30.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3548005;12.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3548104;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3548203;14.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3548302;24.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3548401;30.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3548500;10.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3548609;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3548708;5.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3548807;5.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3548906;12.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3549003;22.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3549102;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3549201;26.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3549250;35.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3549300;24.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3549409;22.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3549508;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3549607;24.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3549706;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3549805;12.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3549904;12.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3549953;5.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3550001;40.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3550100;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3550209;16.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3550308;5.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3550407;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3550506;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3550605;12.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3550704;16.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3550803;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3550902;16.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3551009;10.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3551108;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3551207;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3551306;35.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3551405;12.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3551603;16.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3551504;12.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3551702;12.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3551801;16.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3551900;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3552007;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3552106;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3552205;12.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3552304;30.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3552403;10.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3552551;30.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3552502;5.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3552601;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3552700;12.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3552809;5.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3552908;24.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3553005;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3553104;16.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3553203;14.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3553302;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3553401;24.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3553500;16.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3553609;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3553658;16.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3553708;14.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3553807;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3553856;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3553906;24.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3553955;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3554003;18.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3554102;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3554201;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3554300;30.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3554409;20.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3554508;26.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3554607;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3554656;30.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3554706;24.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3554755;12.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3554805;16.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3554904;26.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3554953;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3555000;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3555109;18.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3555208;30.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3555307;26.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3555356;30.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3555406;16.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3555505;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3555604;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3555703;30.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3555802;26.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3555901;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3556008;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3556107;24.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3556206;10.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3556305;30.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3556354;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3556404;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3556453;5.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3556503;12.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3556602;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3556701;10.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3556800;16.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3556909;14.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3556958;26.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3557006;12.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3557105;24.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3557154;30.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4100103;18.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4100202;30.0;2.0;A1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4100301;20.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4100400;12.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4100459;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4128625;20.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4100608;20.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4100707;22.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4100509;20.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4100806;16.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4100905;24.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4101002;20.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4101051;18.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4101101;18.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4101150;16.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4101200;16.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4101309;16.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4101408;14.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4101507;12.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4101606;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4101655;18.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4101705;20.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4101804;12.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4101853;18.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4101903;18.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4102000;18.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4102109;16.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4102208;16.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4102307;12.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4102406;18.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4102505;20.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4102703;18.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4102604;20.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4102752;20.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4102802;16.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4102901;24.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4103008;20.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4103024;20.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4103040;20.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4103057;20.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4103107;20.0;2.0;A1;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4103156;20.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4103206;16.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4103222;18.0;2.0;A3;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4103305;18.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4103354;18.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
4103370;22.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
