cod_municipio;area_geometrica_uniao_ha;area_agropecuaria_mapbiomas_ha;area_vegetacao_mapbiomas_ha;ano_mapbiomas
1100015;439100.7404;233265.1466;323602.8279;2024
1100023;825985.3033;288231.695;135503.0871;2024
1100031;118892.7645;89812.1353;29932.1584;2024
1100049;247863.4467;230646.8383;140933.94999999998;2024
1100056;153608.2216;85670.5721;81142.3937;2024
1100064;320398.5426;109018.82400000001;34705.057;2024
1100072;298139.4053;200400.5155;99742.0343;2024
1100080;330611.5773;191049.8648;253464.3087;2024
1100098;284136.847;195098.9963;252029.513;2024
1100106;755273.5245;131959.6408;2150569.6225;2024
1100114;413262.7184;247357.90219999998;43141.3755;2024
1100122;291180.4992;223831.4237;452403.1532;2024
1100130;785640.9171;346249.589;483175.74419999996;2024
1100148;150055.6612;125364.9042;41786.7613;2024
1100155;177270.2042;170587.32140000002;23577.593699999998;2024
1100189;578273.1912;249561.5252;360041.42439999996;2024
1100205;2196110.4638;1129134.5277;2050525.8671;2024
1100254;156834.64;143612.4726;27659.7418;2024
1100262;159654.934;101246.8179;67369.79550000001;2024
1100288;486549.9545;117819.9931;24696.5782;2024
1100296;111445.1826;88292.8728;30791.7705;2024
1100304;8351.7355;175786.5997;973548.9936;2024
1100320;208259.4811;178242.4748;541423.5139;2024
1100338;476357.9515;450783.2085;542604.3113;2024
1100346;165137.4341;148088.1373;150051.9531;2024
1100379;175861.8563;130276.9225;179524.8781;2024
1100403;225923.5373;195668.0162;63436.6722;2024
1100452;300753.7773;269857.8726;53781.2524;2024
1100502;78640.9036;70111.027;13813.9795;2024
1100601;352562.269;135871.82520000002;57793.8414;2024
1100700;230299.9821;203251.4774;135974.7476;2024
1100809;499781.0947;269739.87090000004;369865.18010000006;2024
1100908;79541.5883;63030.4508;23509.0665;2024
1100924;362087.5128;257449.57869999998;252502.90579999998;2024
1100940;330191.8351;243667.1612;138791.9507;2024
1101005;182531.212;141587.82630000002;361798.7901;2024
1101104;432449.235;86056.7804;297690.8215;2024
1101203;73220.5017;63485.1389;15295.963300000001;2024
1101302;64732.8552;63457.516;54326.2426;2024
1101401;166498.0873;139986.26770000003;46097.198300000004;2024
1101435;73529.8083;71113.22320000001;9205.1188;2024
1101450;235150.8032;128127.3581;125462.513;2024
1101468;529148.5183;129871.4901;147715.4133;2024
1101476;55486.0261;44776.6131;14979.034599999999;2024
1101484;61618.2751;45439.2868;8504.6134;2024
1101492;428574.2701;245587.6426;506444.9613;2024
1101500;200907.2142;139662.3151;204460.15300000002;2024
1101559;38970.2254;40872.711899999995;4865.8116;2024
1101609;193859.7515;168061.87110000002;49983.0814;2024
1101708;105275.4729;70513.61959999999;10640.4878;2024
1101757;216875.7598;122125.0495;186229.62139999997;2024
1101807;82758.1972;83571.705;12020.537199999999;2024
1200013;175381.8042;132746.0862;45669.1835;2024
1200054;125129.1233;34092.202;460057.8953;2024
1200104;213617.4877;163280.47520000002;227403.9932;2024
1200138;309123.3416;133499.0568;167818.9908;2024
1200179;158247.7333;99765.6053;68649.0445;2024
1200203;526.3741;88510.4336;763966.2783;2024
1200252;111527.0671;90387.44320000001;73765.7895;2024
1200302;1888794.4537;181104.9301;2592060.6706;2024
1200328;367147.0968;14845.3657;517626.3206;2024
1200336;169791.5416;33105.1877;490750.9971;2024
1200344;705140.0138;64816.9648;986609.4882;2024
1200351;622179.5289;22991.149;789952.8909;2024
1200385;180951.334;152152.8652;40294.828700000005;2024
1200393;237769.8182;19219.2084;619743.9803;2024
1200401;661746.2376;295883.4618;568290.5571;2024
1200427;168058.7974;48965.8338;253484.8546;2024
1200435;127157.2034;8426.9371;599502.8267;2024
1200450;264250.1479;172667.2893;56908.670000000006;2024
1200500;2680192.9478;225193.3696;2136674.1112;2024
1200609;1604288.2905;147836.9974;1851431.8636;2024
1200708;1175643.3282;160604.6085;371304.1836;2024
1200807;283168.122;134580.0879;121950.5961;2024
1300029;432017.2649;6549.5738;525103.8531;2024
1300060;50090.5992;819.0804;262623.6202;2024
1300086;175815.4697;1334.5198;160127.01919999998;2024
1300102;838609.0831;1020.6008;191159.18519999998;2024
1300144;4729327.7528;418563.69330000004;4855392.1866;2024
1300201;1097661.7361;1915.3657;7153220.4618999995;2024
1300300;644327.7947;83728.8059;409938.36710000003;2024
1300409;8710880.9971;4287.8262;7887625.2195999995;2024
1300508;265824.8993;21162.2009;377222.8288;2024
1300607;115302.8539;1287.0678;770819.495;2024
1300631;1689349.3118;7851.8506;1228283.2342;2024
1300680;51497.3819;8454.4081;120878.4282;2024
1300706;1828614.4892;309979.8924;1812059.2266;2024
1300805;2563993.2252;30828.6499;3744111.4535;2024
1300839;619896.5219;8691.5214;789878.2944;2024
1300904;2356839.9845;150291.7335;2661840.675;2024
1301001;1272311.834;7286.9181;2046654.5173;2024
1301100;244953.4453;43409.0697;364274.0504;2024
1301159;130255.0571;36371.305;43622.7994;2024
1301209;4109584.412;7004.3373;4678239.9764;2024
1301308;895738.526;2852.2055;1155360.2194;2024
1301407;216421.0763;18406.9789;1246565.2567999999;2024
1301506;588006.3749;27964.1463;680138.7305000001;2024
1301605;1716633.8156;2018.4406;367420.0835;2024
1301654;602948.0651;50648.665;599470.6514;2024
1301704;1509.1859;117232.3586;2532236.4396;2024
1301803;924411.5774;22586.7483;993465.9865;2024
1301852;164982.2392;14607.604000000001;129198.96699999999;2024
1301902;479888.0998;53164.305700000004;434237.791;2024
1301951;294459.2741;3270.664;2260850.2245;2024
1302009;292978.7849;4740.8687;377842.7256;2024
1302108;2447010.5459;1181.0726;4758170.4779;2024
1302207;1644023.7499;2394.1335;1247197.0798;2024
1302306;4131528.2007;4529.1979;5969690.2432;2024
1302405;4962154.8591;663947.1775999999;5568047.745100001;2024
1302504;534771.8195;33316.948599999996;287908.3764;2024
1302553;262259.3017;12335.7462;226185.4313;2024
1302603;623725.6343;18490.0303;879692.6551;2024
1302702;3137897.9989;203435.5545;4081576.6777999997;2024
1302801;47486.0119;1373.2775;564826.304;2024
1302900;2674636.0572;60924.65579999999;3629485.1927;2024
1303007;840218.9468;18501.321600000003;1213452.4101;2024
1303106;514078.7963;16290.3476;406561.42100000003;2024
1303205;799532.9206;4823.433;2978256.2878;2024
1303304;4286110.3234;216542.1782;3551264.1333000003;2024
1303403;283641.2118;37296.2949;197851.5631;2024
1303502;3096975.853;26934.478;3959195.2524;2024
1303536;764370.0721;30991.6388;2141903.2651;2024
1303569;452089.8595;16905.4625;545912.4271999999;2024
1303601;1831943.8991;2218.8276;4923911.4655;2024
1303700;229817.4663;1940.1899;812006.6724;2024
1303809;871914.7175;4090.8277;8955656.613;2024
1303908;511861.1874;3206.5788;1555455.7937;2024
1303957;1148118.3627;12058.049200000001;941436.6871;2024
1304005;374969.497;6974.1817;273001.9461;2024
1304062;20046.0416;2791.0548;225309.9205;2024
1304104;5965443.7827;27451.4968;6988107.8984;2024
1304203;2223586.1433;14181.8488;2110333.3551;2024
1304237;230720.1025;1550.478;416256.1107;2024
1304260;382968.8007;7320.0158;666755.6712999999;2024
1304302;2550557.1287;10320.237;2569277.3830000004;2024
1304401;54860.2903;5097.4821;9247.4102;2024
1400027;866862.4949;45659.1853;2637368.8655000003;2024
1400050;419854.6102;86610.2454;2385287.2936;2024
1400100;347409.2726;37369.095199999996;420676.08040000004;2024
1400159;531611.0256;75626.2874;625653.9959;2024
1400175;535016.869;113964.4668;603351.6481999999;2024
1400209;1188036.8745;105848.62210000001;2546074.6755;2024
1400233;498703.7464;85947.4407;1065207.1701999998;2024
1400282;352810.7393;99384.6199;1269083.8804000001;2024
1400308;383071.2897;179545.2189;1020892.1735;2024
1400407;18330.2821;16655.485;577953.9611;2024
1400456;10718.1194;12136.0881;684871.4153;2024
1400472;1896750.4582;140741.8608;1874113.8143;2024
1400506;176343.7127;41065.5608;378489.0512;2024
1400605;144693.4465;;;2024
1500107;99134.8833;12466.3188;32316.8227;2024
1500131;56554.2023;47060.816600000006;14041.386600000002;2024
1500206;374376.0148;131424.18550000002;238178.46970000002;2024
1500305;560948.7292;1040.2218;243989.5576;2024
1500347;510941.6244;421592.1226;281012.614;2024
1500404;1171959.3541;196065.7899;2006694.1971;2024
1500503;2053314.4595;122003.3279;6713091.1007;2024
1500602;5706223.217;1115137.8258;13958327.7181;2024
1500701;683852.5827;199.2429;220407.2683;2024
1500800;8042.9356;596.2961;6510.4899;2024
1500859;605545.3221;299519.1192;847997.8531000001;2024
1500909;34184.8779;21173.1826;73133.9728;2024
1500958;162256.1699;114844.1342;55126.1982;2024
1501006;789524.3637;92501.0548;1498629.1299;2024
1501105;365454.1575;8320.578500000001;347662.3311;2024
1501204;249307.6717;87085.44580000002;165791.83250000002;2024
1501253;285742.4837;195287.90350000001;91266.7181;2024
1501303;48228.7581;9755.8554;41549.774600000004;2024
1501402;25643.1073;3514.7825000000003;19819.5686;2024
1501451;653992.3232;63088.0322;311755.30549999996;2024
1501501;7548.0727;5318.4891;8589.5734;2024
1501576;198313.2119;160839.71580000003;109477.9773;2024
1501600;46419.2325;40302.5488;17949.006;2024
1501709;91813.5219;69872.2273;122333.47529999999;2024
1501725;439712.9005;232416.7226;392872.43649999995;2024
1501758;111099.8258;98059.89580000001;24639.835000000003;2024
1501782;337251.1835;228737.36390000003;128028.26310000001;2024
1501808;825275.2683;1425.4807;483768.03589999996;2024
1501907;48773.1819;25212.621499999997;57162.546200000004;2024
1501956;309753.7455;89982.6882;126000.9718;2024
1502004;222226.0568;2548.3446000000004;34673.047099999996;2024
1502103;141667.5636;18102.2253;74177.7586;2024
1502152;193039.6358;130660.96699999999;166892.0429;2024
1502202;50822.9239;34516.435099999995;21487.8968;2024
1502301;268052.8476;190579.4909;89809.6854;2024
1502400;71036.2663;58247.8994;37239.589100000005;2024
1502509;839804.6047;1589.7411;315204.0209;2024
1502608;7606.9508;2942.8405000000002;12909.224900000001;2024
1502707;528954.4413;361016.2174;184245.31209999998;2024
1502756;59751.5461;30438.018500000002;37756.2677;2024
1502764;1249657.7435;686799.5353999999;933867.1268;2024
1502772;227481.1073;175756.296;53186.4628;2024
1502806;370671.9797;862.0862;192398.7555;2024
1502855;104828.6897;23378.32;33114.0951;2024
1502905;14788.4491;10538.992400000001;43105.9946;2024
1502939;513305.9486;264218.19060000003;257673.35470000003;2024
1502954;320361.5975;267984.0928;19878.4471;2024
1503002;64393.6731;12826.3884;1101569.3751;2024
1503044;310701.6877;231493.9475;94314.3445;2024
1503077;129528.8091;95910.61140000001;62181.7298;2024
1503093;591618.1314;338392.756;304187.3556;2024
1503101;744394.3152;5479.7387;365965.5183;2024
1503200;53130.733;46872.1452;25505.727300000002;2024
1503309;119758.4546;4819.7266;55792.6889;2024
1503408;29164.5511;18335.888199999998;17355.5967;2024
1503457;541420.0404;212032.71349999998;278523.48909999995;2024
1503507;126385.0309;88522.8689;35953.0196;2024
1503606;2318682.8061;434396.4698;5481541.7496;2024
1503705;597603.3156;413162.1591;354493.6159;2024
1503754;1473422.9632;147732.05289999998;4837397.9193;2024
1503804;156372.9123;127168.1734;44623.470199999996;2024
1503903;692251.872;41059.290700000005;590638.755;2024
1504000;70935.9837;100.2483;17622.7901;2024
1504059;36701.8725;35635.556;10080.6453;2024
1504109;10435.1367;4119.4475;22609.983699999997;2024
1504208;1295857.7256;767577.8385;676538.0161;2024
1504307;23322.8936;15081.3982;47460.3979;2024
1504406;27439.1167;16110.701500000001;45104.8922;2024
1504422;3708.0441;1347.6479;3565.1018;2024
1504455;785324.874;225735.4219;592185.9159;2024
1504505;314104.4803;3815.5101;394856.4699;2024
1504604;62891.0022;11555.166000000001;29336.3742;2024
1504703;771450.0367;297889.4378;486359.6584;2024
1504752;665998.8322;167496.0123;313935.57529999997;2024
1504802;1314700.2792;258181.365;1355453.4175;2024
1504901;256544.7983;106.4404;83942.7832;2024
1504950;176032.6743;97825.8593;180331.377;2024
1504976;127278.3479;111600.7623;26053.6001;2024
1505007;33331.6504;26540.4086;15289.7528;2024
1505031;1587894.8523;706730.3367999999;3005478.9222999997;2024
1505064;1126214.0301;836408.0904;575958.0248;2024
1505106;782887.218;127109.459;2397004.6482;2024
1505205;275006.1554;26554.667999999998;251819.7355;2024
1505304;1642935.798;73731.38769999999;10053302.4275;2024
1505403;50081.3163;33306.209299999995;17557.565100000003;2024
1505437;215751.3006;150296.37649999998;1148577.6227000002;2024
1505486;1125920.9121;640912.7751;530836.708;2024
1505494;92030.9297;72823.2331;19284.1199;2024
1505502;1810488.4637;622658.1382;1235505.519;2024
1505536;510631.6819;85013.0283;575116.9503;2024
1505551;134412.1083;96770.7404;67406.9728;2024
1505601;33880.377;23524.2751;15991.7035;2024
1505635;288470.7317;278411.57700000005;40414.931099999994;2024
1505650;562797.4442;240572.3654;467645.8834;2024
1505700;227475.8216;207.7074;39269.036;2024
1505809;2450005.0494;262261.1107;2012786.5428;2024
1505908;1556805.1642;98198.3797;1120030.578;2024
1506005;1183533.3688;171833.316;890596.5084;2024
1506104;17854.6418;7817.5414;13840.815100000002;2024
1506112;7400.5999;3262.8681;18792.36;2024
1506138;365154.8209;247463.29089999996;119472.4283;2024
1506161;393632.8822;318439.7968;82413.5561;2024
1506187;764628.3325;447934.46469999995;371481.5152;2024
1506195;493367.8835;201707.4301;485785.9498;2024
1506203;6826.9373;2535.4905000000003;12584.0431;2024
1506302;50297.9488;1829.2419;11820.9187;2024
1506351;17963.2209;5635.3866;16286.1021;2024
1506401;86353.1004;0.0894;2120.0135;2024
1506500;50313.8037;29260.9304;32873.3722;2024
1506559;87514.9051;67810.10840000001;64179.6266;2024
1506583;1021625.7876;643063.6334;345577.6859;2024
1506609;28595.3723;32219.0292;10844.6565;2024
1506708;1169982.0516;666723.3722999999;363389.1551;2024
1506807;1648598.577;115257.4723;1145770.671;2024
1506906;13493.9979;7509.3317;13492.447100000001;2024
1507003;25449.7628;19128.396;17265.5321;2024
1507102;20166.2819;10895.471399999999;24698.6476;2024
1507151;133012.1508;117231.56159999999;21033.0603;2024
1507201;131973.8591;94168.0651;58136.3082;2024
1507300;3329729.7132;1971117.3854999999;5870409.825999999;2024
1507409;34324.3438;30310.516200000002;15600.0243;2024
1507458;253025.5275;237895.46180000002;55297.7557;2024
1507466;7865.2982;5659.8982;10503.2873;2024
1507474;28337.0954;10321.2493;43425.7789;2024
1507508;101520.2294;90166.85639999999;19673.694;2024
1507607;77866.7681;62831.3501;30743.241599999998;2024
1507706;138948.4732;92.5876;51883.9744;2024
1507755;143887.385;112191.26779999999;17170.769600000003;2024
1507805;454385.1679;179719.7654;1163816.5245;2024
1507904;258735.1884;2427.359;20408.483200000002;2024
1507953;463254.1219;220790.55310000002;205717.1138;2024
1507961;15534.0562;11035.919999999998;8251.858;2024
1507979;86443.8436;24377.991;81969.8583;2024
1508001;453556.5149;215163.65979999996;272943.09969999996;2024
1508035;38607.5732;37558.2083;38315.1607;2024
1508050;366263.3553;151084.43110000002;1016797.814;2024
1508084;409347.0963;207059.303;30044.6228;2024
1508100;117097.8346;70811.62;83886.5019;2024
1508126;501521.882;267373.1003;235539.7004;2024
1508159;891485.6875;344917.8857;724792.1993000001;2024
1508209;21009.2627;11033.050500000001;17038.6532;2024
1508308;372693.2493;163956.1027;256777.8959;2024
1508357;235295.5079;148708.1692;114895.8744;2024
1508407;370309.9802;317828.51529999997;53797.5173;2024
1600055;128297.9916;808.5855;752299.4913;2024
1600105;217877.7786;306.2712;286993.4992;2024
1600154;239170.9995;4136.5736;938272.4229;2024
1600204;407010.7499;2749.4732;989417.2479999999;2024
1600212;137348.1482;619.3647;13901.2277;2024
1600238;315083.1496;59475.8583;297137.8652;2024
1600253;92522.6807;8478.7765;5794.9493999999995;2024
1600279;305026.5835;5785.3004;2963244.2279;2024
1600303;382614.1925;28754.4287;69985.5575;2024
1600402;1212818.1465;3900.8059;954027.5257;2024
1600501;72823.181;3423.8105;1722087.8794;2024
1600535;328083.2793;32950.7273;341463.3241;2024
1600550;615913.461;488.9885;335545.9209;2024
1600600;102413.8132;3448.5861;30551.2296;2024
1600709;501180.4989;11468.5123;284173.97370000003;2024
1600808;109045.7327;9600.0124;114728.1386;2024
1700251;181467.4258;71445.5471;109480.4251;2024
1700301;18691.4161;10156.212700000002;10284.876;2024
1700350;147978.8566;75223.0223;74475.6238;2024
1700400;355771.4134;85860.9763;289295.77729999996;2024
1700707;116349.9561;74028.4745;39746.578199999996;2024
1701002;139387.0835;96673.72330000001;48372.9251;2024
1701051;40379.4044;16228.7549;25820.2784;2024
1701101;108274.7635;45319.2755;63448.445100000004;2024
1701309;125216.5679;85742.7794;21376.6447;2024
1701903;256815.1814;100485.5278;153362.18;2024
1702000;506901.8515;291842.73939999996;189203.38090000002;2024
1702109;372993.8656;244889.5483;129263.0974;2024
1702158;70548.1646;65623.7583;10806.106;2024
1702208;236508.0686;152418.04929999998;87383.1693;2024
1702307;140288.0606;132092.41019999998;9670.3779;2024
1702406;4.9111;176643.2013;376681.6734;2024
1702554;35548.3247;31792.2585;6196.9830999999995;2024
1702703;55434.1279;27836.9077;32191.446900000003;2024
1702901;11302.535;9593.886999999999;4873.673500000001;2024
1703008;141092.6749;54594.3486;102058.76180000001;2024
1703057;146984.3072;120016.6569;27429.8095;2024
1703073;84744.7526;37133.644;59497.946200000006;2024
1703107;68903.3638;40291.9378;25127.0588;2024
1703206;98950.3921;80449.4669;4765.752;2024
1703305;124207.1883;39766.4113;79448.73449999999;2024
1703602;63252.9466;27310.4361;32638.551799999997;2024
1703701;157667.0015;75719.0162;83525.95839999999;2024
1703800;19651.0359;20783.9633;1414.8031999999998;2024
1703826;14475.4258;6807.7689;27374.114;2024
1703842;298621.0688;101273.08380000001;209138.8798;2024
1703867;112010.6204;68539.954;39118.7341;2024
1703883;29704.3883;27098.3205;4654.4488;2024
1703891;16408.1351;15456.8564;1432.379;2024
1703909;164457.0983;75597.1124;75790.5944;2024
1704105;185796.2069;28369.467099999998;152197.5333;2024
1704600;62621.3887;29541.599899999997;33049.3795;2024
1705102;147661.5369;43869.2638;111012.43680000001;2024
1705508;75573.172;59461.8462;17798.0242;2024
1705557;19953.012;12153.9218;5686.0567;2024
1705607;230640.6858;65680.1866;181946.7194;2024
1706001;150118.8965;68723.0373;78156.2489;2024
1706100;182962.4955;69361.82489999999;100651.6173;2024
1706258;99888.9525;46956.7021;46220.373799999994;2024
1706506;147946.8228;40396.4027;112642.1555;2024
1707009;294613.2019;69328.1028;237386.5954;2024
1707108;225253.2759;102559.13709999999;119939.66260000001;2024
1707207;350615.7276;127732.9812;231444.5943;2024
1707306;333079.9188;128947.8931;177501.4313;2024
1707405;39522.0234;34368.772600000004;587.2177;2024
1707553;35329.1342;18325.4384;16484.8949;2024
1707652;186744.5648;106862.9731;76830.8552;2024
1707702;157573.6687;89464.5676;78561.3772;2024
1708205;465319.7927;214459.9637;432197.9701;2024
1708254;53946.1363;35795.9848;18717.7793;2024
1708304;170630.1204;79565.6824;92202.5974;2024
1709005;381397.3376;102542.7737;504097.2273;2024
1709302;196706.1753;92239.0396;95122.3438;2024
1709500;170467.1546;93483.9158;77613.9387;2024
1709807;69647.7413;28247.7405;47725.1964;2024
1710508;185936.9423;68959.625;214602.6883;2024
1710706;61422.3984;34305.3441;34105.8774;2024
1710904;111126.5366;52852.1299;59663.5777;2024
1711100;92482.4919;76604.1197;18282.6406;2024
1711506;203824.3678;78452.2552;132382.2634;2024
1711803;33114.3708;29486.3529;14247.002499999999;2024
1711902;295263.8573;106099.5322;380169.2222;2024
1711951;81949.7426;19096.417100000002;65012.7079;2024
1712009;23260.4296;5106.9229000000005;23304.392099999997;2024
1712157;31221.056;15175.6511;25866.0935;2024
1712405;504452.9466;19581.6633;520008.9855;2024
1712454;24032.2405;8636.657599999999;17908.1705;2024
1712504;206131.3426;94054.3166;84422.8453;2024
1712702;821314.7708;79892.2876;789137.6886;2024
1712801;17591.4381;13313.163199999999;57904.715599999996;2024
1713205;248064.9458;116101.3731;114835.9876;2024
1713304;106838.2655;57949.373;33709.6373;2024
1713601;335613.7825;97987.2047;241609.0062;2024
1713700;101265.7554;52634.7499;49616.2895;2024
1713809;71863.4025;28797.1097;37482.182799999995;2024
1713957;114056.4004;83789.6119;25616.8299;2024
1714203;281495.9169;73094.4194;234485.60110000003;2024
1714302;35430.0434;14565.392;22287.3496;2024
1714880;144894.8047;74338.6639;72760.2152;2024
1715002;45725.9039;27160.101100000003;20824.3728;2024
1715101;246799.7311;28353.269800000002;213454.74049999996;2024
1715150;106.9056;11640.534899999999;4069.9171;2024
1715259;110448.5797;9749.6962;98961.6919;2024
1715507;18920.9042;10152.6761;8179.0072;2024
1715705;245680.2933;96374.49680000001;147105.772;2024
1715754;150854.421;51230.9804;107167.0224;2024
1716109;119499.4174;64871.0634;56186.8399;2024
1716208;944767.0799;243918.4046;833807.0087;2024
1716307;124932.9106;99492.337;27064.4115;2024
1716505;182453.0389;68689.2361;110384.29449999999;2024
1716604;492616.8212;261401.6671;231001.3014;2024
1716653;109759.2683;94489.8055;21455.2104;2024
1716703;106948.264;71669.13190000001;33338.3827;2024
1717008;136379.5241;31983.4396;117496.2796;2024
1717206;133701.2041;91254.82560000001;37592.0757;2024
1717503;562308.1928;175538.49709999998;438720.0239;2024
1717800;146116.4312;26208.5058;129080.0104;2024
1717909;542958.0123;44017.0207;562784.2315;2024
1718006;38885.7048;10707.761000000002;35827.1567;2024
1718204;386094.4874;180822.4021;202446.4687;2024
1718303;24960.9973;20939.156;7393.043900000001;2024
1718402;77994.9928;34237.6204;36499.9876;2024
1718451;37961.0019;22346.0139;15102.7754;2024
1718501;189538.1645;28875.7499;186036.9052;2024
1718550;54195.3377;36472.308;12697.163100000002;2024
1718659;71530.614;7298.9729;69086.5575;2024
1718709;79273.7643;33056.7161;42712.853800000004;2024
1718758;575962.4932;69233.8958;501961.55120000005;2024
1718808;21442.1773;13171.354299999999;3842.4046;2024
1718840;340658.3898;127960.0513;172939.40139999997;2024
1718865;150514.9235;110881.7504;39382.802899999995;2024
1718881;131539.2495;34320.2036;93294.9481;2024
1718899;317273.3648;113395.1482;178238.9134;2024
1718907;166395.1884;71743.22839999999;98644.08380000001;2024
1719004;78098.3852;13674.1693;37487.8062;2024
1720002;24730.5903;10782.3615;14374.9218;2024
1720101;93513.042;40332.3981;64770.576400000005;2024
1720150;184290.0264;842.7546;180683.6839;2024
1720200;37539.1796;23742.5381;13131.3358;2024
1720259;122624.3602;35112.7957;93861.34550000001;2024
1720309;24148.1769;20665.6466;725.2278;2024
1720499;222279.2877;85878.39929999999;151976.166;2024
1720655;115650.0335;47454.8449;72353.2375;2024
1720804;28192.8573;20085.7049;8816.6921;2024
1720853;100858.3476;63943.0341;33388.782300000006;2024
1720903;180300.6835;76062.5709;134013.7849;2024
1720937;94008.4032;42534.0607;63646.631199999996;2024
1720978;207340.9805;122028.3536;82662.7898;2024
1721000;162345.259;42917.473300000005;143860.94189999998;2024
1721109;63675.5554;22901.538800000002;228716.6235;2024
1721208;34508.4715;16210.4838;85200.391;2024
1721257;65452.2624;31377.7974;31338.0954;2024
1721307;77669.8476;23322.732500000002;56507.61579999999;2024
1722081;129674.0523;37949.0002;90523.4743;2024
1722107;108843.4444;86471.67199999999;22781.4457;2024
2100055;549361.7684;423628.87360000005;152879.5309;2024
2100105;23571.4496;6735.0364;28206.809999999998;2024
2100154;28913.6574;2805.2046;37398.644499999995;2024
2100204;104274.5833;2496.935;100837.7127;2024
2100303;149201.7818;11378.9254;151277.0762;2024
2100402;44168.6887;42383.9062;9872.4813;2024
2100436;37046.9081;15156.027900000001;19762.704400000002;2024
2100477;185443.1199;124963.24200000001;58338.4441;2024
2100501;928670.0451;102536.9815;944876.9784;2024
2100550;69143.8426;32974.106900000006;15087.8282;2024
2100600;314961.3049;215373.9963;511872.5072;2024
2100709;65399.8845;14452.021299999999;13298.8323;2024
2100808;47870.6247;19673.6736;35373.085699999996;2024
2100832;3261.2695;1302.321;26192.2906;2024
2100873;67166.5859;68051.9651;10633.9195;2024
2100907;128170.9302;10419.8693;128071.63709999999;2024
2100956;250393.8618;123610.2822;173114.2398;2024
2101004;73457.8835;19305.6008;12360.503799999999;2024
2101103;7456.9598;1900.2233999999999;12074.6351;2024
2101202;142055.4106;110339.89069999999;23129.6028;2024
2101251;15799.8379;8201.2735;19623.6545;2024
2101301;35777.21;1692.0778;65502.9908;2024
2101350;27167.0695;2464.7946;8310.483999999999;2024
2101400;1219402.4193;358913.1924;820629.31;2024
2101509;166989.281;16177.159899999999;190195.4913;2024
2101608;405353.7985;104315.877;370273.29219999997;2024
2101707;182464.941;25830.249900000003;205673.9514;2024
2101731;52377.3467;5331.813999999999;50846.9114;2024
2101772;12564.2266;9714.1927;1902.1290999999999;2024
2101806;141465.3022;16132.1169;148506.2951;2024
2101905;48963.4039;8178.1462;47820.8623;2024
2101939;21074.7286;12587.2581;10256.3668;2024
2101970;36901.9238;25199.9444;10213.396700000001;2024
2102002;520324.8003;249823.1963;396460.8921;2024
2102036;232933.546;166861.3153;99177.9226;2024
2102077;34056.2874;41481.5582;1814.4407;2024
2102101;89787.192;29671.5046;67538.6003;2024
2102150;79305.267;52336.7497;45286.5595;2024
2102200;157117.4677;31598.8428;102330.3056;2024
2102309;138519.3302;21206.040200000003;110429.81970000001;2024
2102325;223407.4924;152964.84110000002;99751.39080000001;2024
2102358;73843.4057;47157.608;30127.800099999997;2024
2102374;56430.0372;8057.1334;57590.1029;2024
2102408;48246.2015;5858.9534;35185.4103;2024
2102507;52383.7906;9816.2729;9685.5102;2024
2102556;57991.855;32160.3334;19765.9563;2024
2102606;156851.7205;35559.382;106716.1261;2024
2102705;60566.2533;12190.0638;59537.6927;2024
2102754;37840.157;17584.4024;38088.5367;2024
2102804;561593.5152;130503.7679;414547.7832;2024
2102903;211.6329;24133.1823;80082.6955;2024
2103000;410279.1497;53508.4634;411252.2794;2024
2103109;8294.8755;141.8819;25888.318900000002;2024
2103125;14757.1194;2117.0438;22818.8849;2024
2103158;86693.9512;65920.0769;48752.9183;2024
2103174;204.1771;165347.37039999999;662162.0489;2024
2103208;209858.2933;20294.7447;279779.3525;2024
2103257;140543.6772;101774.8067;43100.2311;2024
2103307;1545466.5186;95769.5693;295595.5662;2024
2103406;90938.4122;7288.9949;84532.7724;2024
2103505;156484.7645;35432.36;144020.7417;2024
2103554;44485.5916;17121.701;11167.9932;2024
2103604;169049.4119;66834.175;124382.4038;2024
2103703;215710.1845;2503.8156999999997;101102.0936;2024
2103752;27526.68;19131.868700000003;11349.4352;2024
2103802;29348.7755;14491.8191;18297.4779;2024
2103901;20774.9171;3713.4595999999997;25839.7452;2024
2104008;41012.1411;13916.9974;27273.7758;2024
2104057;244547.6094;97408.2411;148975.2121;2024
2104073;132277.7087;57217.881400000006;94689.01699999999;2024
2104081;339333.5017;20628.5778;463653.4503;2024
2104099;300501.6725;138549.2351;212176.6308;2024
2104107;155092.7739;56918.6281;114944.8816;2024
2104206;72905.3615;22675.7238;47722.893000000004;2024
2104305;44507.5005;8598.900300000001;48719.5158;2024
2104404;61484.2624;30891.341500000002;48048.778699999995;2024
2104503;25599.9059;16150.7187;24033.0948;2024
2104552;50168.4251;31235.028599999998;23182.9003;2024
2104602;48424.8328;18467.4196;37617.0887;2024
2104628;28606.5918;11201.8035;22733.7218;2024
2104651;135588.571;96426.0216;17531.531700000003;2024
2104677;92017.0604;82657.4095;20073.5239;2024
2104701;17264.0317;9442.4219;14937.0579;2024
2104800;700266.2137;230404.9519;592606.7636;2024
2104909;18794.3737;291.0617;43405.6894;2024
2105005;63643.4102;8204.5339;146714.0792;2024
2105104;136658.2839;12224.1486;88506.7531;2024
2105153;33857.1344;15690.4761;4171.1293;2024
2105203;29964.9862;20342.6232;10562.3641;2024
