cod_tse_municipio;nome_municipio_tse;sigla_uf;mandato;nome_gestor;nome_urna;partido;situacao;fonte
57991;ÁGUIA BRANCA;ES;2025-2028;JAILSON JOSE QUIUQUI;JAILSON QUIUQUI;PP;ELEITO;TSE (dados abertos)
56316;CONCEIÇÃO DA BARRA;ES;2025-2028;JOSE ERIVAN TAVARES DE MORAES;ERIVAN TAVARES;PSB;ELEITO;TSE (dados abertos)
56332;CONCEIÇÃO DO CASTELO;ES;2025-2028;VALBER DE VARGAS FERREIRA;VALBER VARGAS VALBINHO;PSB;ELEITO;TSE (dados abertos)
56790;PANCAS;ES;2025-2028;AGMAIR ARAUJO NASCIMENTO;GUIMA;PP;ELEITO;TSE (dados abertos)
56596;IÚNA;ES;2025-2028;ROMÁRIO BATISTA VIEIRA;ROMÁRIO;PODE;ELEITO;TSE (dados abertos)
56138;ATÍLIO VIVÁCQUA;ES;2025-2028;HELIO HUMBERTO LIMA FILHO;HELINHO LIMA;PSB;ELEITO;TSE (dados abertos)
56120;MARATAÍZES;ES;2025-2028;ANTONIO BITENCOURT;TONINHO BITENCOURT;PODE;ELEITO;TSE (dados abertos)
56510;ICONHA;ES;2025-2028;GEDSON BRANDAO PAULINO;GEDSON BRANDAO PAULINO;REPUBLICANOS;ELEITO;TSE (dados abertos)
56650;MANTENÓPOLIS;ES;2025-2028;LUCIO MARQUES DE MORAIS;DOUTOR LUCIO;PSDB;ELEITO;TSE (dados abertos)
56936;SÃO GABRIEL DA PALHA;ES;2025-2028;TIAGO ROCHA;TIAGO ROCHA;PL;ELEITO;TSE (dados abertos)
57096;IBATIBA;ES;2025-2028;LUIS CARLOS PANCOTI;DR LUIS PANCOTI;PL;ELEITO;TSE (dados abertos)
56634;LINHARES;ES;2025-2028;LUCAS SCARAMUSSA;LUCAS SCARAMUSSA;PODE;ELEITO;TSE (dados abertos)
56057;ALFREDO CHAVES;ES;2025-2028;HUGO LUIZ PICOLI MENEGHEL;HUGO LUIZ;PP;ELEITO;TSE (dados abertos)
56952;SÃO JOSÉ DO CALÇADO;ES;2025-2028;ANTÔNIO COIMBRA DE ALMEIDA;CUÍCA;PSB;ELEITO;TSE (dados abertos)
57010;VIANA;ES;2025-2028;WANDERSON BORGHARDT BUENO;WANDERSON BUENO;PODE;ELEITO;TSE (dados abertos)
56359;DIVINO DE SÃO LOURENÇO;ES;2025-2028;LUCIANO FARIA QUEIROZ;DUDU QUEIRÓZ;PSB;ELEITO;TSE (dados abertos)
56278;CASTELO;ES;2025-2028;JOÃO PAULO SILVA NALI;JOÃO PAULO NALI;REPUBLICANOS;ELEITO;TSE (dados abertos)
56979;SÃO MATEUS;ES;2025-2028;MARCUS AZEVEDO BATISTA;MARCUS DA COZIVIP;PODE;ELEITO;TSE (dados abertos)
56375;DOMINGOS MARTINS;ES;2025-2028;EDUARDO JOSE RAMOS;EDU DO RESTAURANTE;PL;ELEITO;TSE (dados abertos)
56855;PRESIDENTE KENNEDY;ES;2025-2028;DORLEI FONTAO DA CRUZ;DORLEI FONTÃO;PSB;ELEITO;TSE (dados abertos)
56812;PINHEIROS;ES;2025-2028;EDILSON MORAIS MONTEIRO;EDILSON MONTEIRO;PSB;ELEITO;TSE (dados abertos)
56219;BOM JESUS DO NORTE;ES;2025-2028;ANTONIO GUALHANO AZEVEDO;TONINHO GUALHANO;PSB;ELEITO;TSE (dados abertos)
56456;GUAÇUÍ;ES;2025-2028;VAGNER RODRIGUES PEREIRA;VAGNER RODRIGUES;PP;ELEITO;TSE (dados abertos)
56391;DORES DO RIO PRETO;ES;2025-2028;THIAGO LOPES PESSOTTI;THIAGUINHO;PP;ELEITO;TSE (dados abertos)
56871;RIO NOVO DO SUL;ES;2025-2028;JOCENEI MARCONCINI CASTELARI;NEI CASTELARI;PODE;ELEITO;TSE (dados abertos)
56065;ALTO RIO NOVO;ES;2025-2028;ALEXANDRO DE MELO VALIM;ALEXANDRO DA PADARIA;PSD;ELEITO;TSE (dados abertos)
56014;AFONSO CLÁUDIO;ES;2025-2028;LUCIANO RONCETTI PIMENTA;LUCIANO PIMENTA;PP;ELEITO;TSE (dados abertos)
56553;ITAPEMIRIM;ES;2025-2028;GENESIS ALVES BECHARA;GENINHO;PDT;ELEITO;TSE (dados abertos)
56162;SÃO ROQUE DO CANAÃ;ES;2025-2028;MARCOS GERALDO GUERRA;MARCOS GUERRA;PSDB;ELEITO;TSE (dados abertos)
57959;VARGEM ALTA;ES;2025-2028;ELIESER RABELLO;ELIESER ;MDB;ELEITO;TSE (dados abertos)
57150;PEDRO CANÁRIO;ES;2025-2028;KLEILSON MARTINS REZENDE;KLEILSON REZENDE;PSB;ELEITO;TSE (dados abertos)
56570;ITARANA;ES;2025-2028;VANDER PATRICIO;VANDER ENFERMEIRO;PSB;ELEITO;TSE (dados abertos)
56111;ARACRUZ;ES;2025-2028;LUIZ CARLOS COUTINHO;DR COUTINHO;PP;ELEITO;TSE (dados abertos)
56030;ALEGRE;ES;2025-2028;NEMROD EMERICK;NIRRÔ;PP;ELEITO;TSE (dados abertos)
56154;BAIXO GUANDU;ES;2025-2028;LASTENIO LUIZ CARDOSO;LASTENIO CARDOSO;MDB;ELEITO;TSE (dados abertos)
56235;CACHOEIRO DE ITAPEMIRIM;ES;2025-2028;THEODORICO DE ASSIS FERRAÇO;FERRAÇO;PP;ELEITO;TSE (dados abertos)
56430;FUNDÃO;ES;2025-2028;ELEAZAR FERREIRA LOPES;ELEAZAR LOPES;PODE;ELEITO;TSE (dados abertos)
57932;SANTA MARIA DE JETIBÁ;ES;2025-2028;RONAN ZOCOLOTO SOUZA DUTRA;RONAN FISIOTERAPEUTA;PL;ELEITO;TSE (dados abertos)
56049;IRUPI;ES;2025-2028;PAULINO LOURENÇO DA SILVA;PAULINO LOURENÇO;MDB;ELEITO;TSE (dados abertos)
56910;SANTA TERESA;ES;2025-2028;KLEBER MEDICI DA COSTA;KLEBER MEDICI;PSDB;ELEITO;TSE (dados abertos)
56251;CARIACICA;ES;2025-2028;EUCLERIO DE AZEVEDO SAMPAIO JÚNIOR;EUCLERIO SAMPAIO;MDB;ELEITO;TSE (dados abertos)
57053;VITÓRIA;ES;2025-2028;LORENZO SILVA DE PAZOLINI;LORENZO PAZOLINI;REPUBLICANOS;ELEITO;TSE (dados abertos)
56081;VILA PAVÃO;ES;2025-2028;JOÃO TRANCOSO;JOÃO TRANCOSO;PSB;ELEITO;TSE (dados abertos)
56413;ECOPORANGA;ES;2025-2028;JOSÉ LUIZ MENDES;ZÉ LUIZ MENDES;PSB;ELEITO;TSE (dados abertos)
57916;LARANJA DA TERRA;ES;2025-2028;JOADIR LOURENÇO MARQUES;JOADIR LOURENÇO;PSDB;ELEITO;TSE (dados abertos)
56170;BARRA DE SÃO FRANCISCO;ES;2025-2028;ENIVALDO EUZÉBIO DOS ANJOS;ENIVALDO DOS ANJOS;PSB;ELEITO;TSE (dados abertos)
56308;GOVERNADOR LINDENBERG;ES;2025-2028;LEONARDO PRANDO FINCO;LEONARDO FINCO;PP;ELEITO;TSE (dados abertos)
56774;NOVA VENÉCIA;ES;2025-2028;MÁRIO SERGIO LUBIANA;LUBIANA BARRIGUEIRA;PSB;ELEITO;TSE (dados abertos)
56090;APIACÁ;ES;2025-2028;MARCIO JOSE DE MELO CHIERICI;MARCIO KERES;PSB;ELEITO;TSE (dados abertos)
56197;BOA ESPERANÇA;ES;2025-2028;CLAUDIO RODRIGUES DA SILVA;CLAUDIO BOA FRUTA;PRD;ELEITO;TSE (dados abertos)
56294;COLATINA;ES;2025-2028;RENZO DE VASCONCELOS;RENZO VASCONCELOS;PSD;ELEITO;TSE (dados abertos)
56677;MIMOSO DO SUL;ES;2025-2028;PETER NOGUEIRA DA COSTA;PETER COSTA;REPUBLICANOS;ELEITO;TSE (dados abertos)
56693;MONTANHA;ES;2025-2028;IRACY CARVALHO MACHADO BALTAR FILHA;IRACY BALTAR;PODE;ELEITO;TSE (dados abertos)
56626;JOÃO NEIVA;ES;2025-2028;PAULO SÉRGIO DE NARDI;PAULO SERGIO - MICULA;REPUBLICANOS;ELEITO;TSE (dados abertos)
57070;MARILÂNDIA;ES;2025-2028;AUGUSTO ASTORI FERREIRA;GUTIM;PSB;ELEITO;TSE (dados abertos)
56537;ITAGUAÇU;ES;2025-2028;DARLY DETTMANN;DARLY DETTMANN;PSB;ELEITO;TSE (dados abertos)
56839;PIÚMA;ES;2025-2028;PAULO CELSO COLA PEREIRA;PAULO COLA;CIDADANIA;ELEITO;TSE (dados abertos)
56189;SOORETAMA;ES;2025-2028;FERNANDO CAMILETTI;FERNANDO CAMILETTI;REPUBLICANOS;ELEITO;TSE (dados abertos)
56200;PONTO BELO;ES;2025-2028;MARCOS COUTINHO SANT AGUIDA DO NASCIMENTO;MARCOS COUTINHO;MDB;ELEITO;TSE (dados abertos)
56995;SERRA;ES;2025-2028;WEVERSON VALCKER MEIRELES;WEVERSON MEIRELES;PDT;ELEITO;TSE (dados abertos)
56073;ANCHIETA;ES;2025-2028;LEONARDO ANTÔNIO ABRANTES;LÉO PORTUGUÊS;PSB;ELEITO;TSE (dados abertos)
56731;MUNIZ FREIRE;ES;2025-2028;GESI ANTÔNIO DA SILVA JÚNIOR;DITO SILVA;PSB;ELEITO;TSE (dados abertos)
56006;SÃO DOMINGOS DO NORTE;ES;2025-2028;ANA IZABEL MALACARNE DE OLIVEIRA;ANA MALACARNE;MDB;ELEITO;TSE (dados abertos)
56715;MUCURICI;ES;2025-2028;ADILSON GONÇALVES FERREIRA;DICA;PSB;ELEITO;TSE (dados abertos)
56898;SANTA LEOPOLDINA;ES;2025-2028;FERNANDO CASTRO ROCHA;FERNANDO ROCHA;PDT;ELEITO;TSE (dados abertos)
56227;VILA VALÉRIO;ES;2025-2028;DAVID MOZDZEN PIRES RAMOS;DAVI RAMOS;PP;ELEITO;TSE (dados abertos)
57037;VILA VELHA;ES;2025-2028;ARNALDO BORGO FILHO;ARNALDINHO BORGO;PODE;ELEITO;TSE (dados abertos)
56758;MUQUI;ES;2025-2028;SERGIO LUIZ ANEQUIM;CAMARÃO;PL;ELEITO;TSE (dados abertos)
56499;IBIRAÇU;ES;2025-2028;EDUARDO MAROZZI ZANOTTI;DUDA ZANOTTI ;PODE;ELEITO;TSE (dados abertos)
56103;MARECHAL FLORIANO;ES;2025-2028;ANTONIO LIDINEY GOBBI;LIDINEY GOBBI;PP;ELEITO;TSE (dados abertos)
56472;GUARAPARI;ES;2025-2028;RODRIGO LEMOS BORGES;RODRIGO BORGES;REPUBLICANOS;ELEITO;TSE (dados abertos)
56618;JERÔNIMO MONTEIRO;ES;2025-2028;JOSE VALERIO BINOTI NETTO;ZE VALERIO;PSD;ELEITO;TSE (dados abertos)
56502;IBITIRAMA;ES;2025-2028;REGINALDO SIMÃO DE SOUZA;REGINALDO;PSB;ELEITO;TSE (dados abertos)
57118;RIO BANANAL;ES;2025-2028;BRUNO PELLA;BRUNO PELLA;PODE;ELEITO;TSE (dados abertos)
57975;VENDA NOVA DO IMIGRANTE;ES;2025-2028;DALTON PERIM;DALTON PERIM;REPUBLICANOS;ELEITO;TSE (dados abertos)
57134;JAGUARÉ;ES;2025-2028;MARCOS ANTONIO GUERRA WANDERMUREM;MARCOS GUERRA;UNIÃO;ELEITO;TSE (dados abertos)
56146;BREJETUBA;ES;2025-2028;LEVI MARQUES DE SOUZA;LEVI DA MERCEDINHA;PDT;ELEITO;TSE (dados abertos)
56022;ÁGUA DOCE DO NORTE;ES;2025-2028;ABRAAO LINCON ELIZEU;ABRAÃO LINCON;PSB;ELEITO;TSE (dados abertos)
32492;TOMAR DO GERU;SE;2025-2028;JADSON DE JESUS;JAL CONSTRUÇÕES;PSD;ELEITO;TSE (dados abertos)
32212;ROSÁRIO DO CATETE;SE;2025-2028;ANTONIO CÉSAR CORREIA DINIZ DE RESENDE;CÉSAR RESENDE;UNIÃO;ELEITO;TSE (dados abertos)
32450;TELHA;SE;2025-2028;LUCAS FREIRE VASCO;LUCAS DE FLÁVIO;PSD;ELEITO;TSE (dados abertos)
32336;SÃO CRISTÓVÃO;SE;2025-2028;JÚLIO NASCIMENTO JÚNIOR;JÚLIO DE MARCOS SANTANA;UNIÃO;ELEITO;TSE (dados abertos)
31518;GRACCHO CARDOSO;SE;2025-2028;JOSÉ NICARCIO DE ARAGÃO;CASSINHO;UNIÃO;ELEITO;TSE (dados abertos)
32034;PINHÃO;SE;2025-2028;CHARLES WAGNER NUNES OLIVEIRA;DR CHARLES;PL;ELEITO;TSE (dados abertos)
31453;FREI PAULO;SE;2025-2028;DOUGLAS RAFAEL SANTOS DA COSTA;RAFAEL DA VIDRAÇARIA;PSD;ELEITO;TSE (dados abertos)
31852;MURIBECA;SE;2025-2028;MÁRIO CESAR DA SILVA CONSERVA;MÁRIO DE SANDRA;PSD;ELEITO;TSE (dados abertos)
31895;NOSSA SENHORA DA GLÓRIA;SE;2025-2028;LUANA MICHELE DE OLIVEIRA SILVA CACHO;LUANA OLIVEIRA;PSD;ELEITO;TSE (dados abertos)
32255;SANTA LUZIA DO ITANHY;SE;2025-2028;ADAUTO DANTAS DO AMOR CARDOSO;ADAUTO AMOR;PSD;ELEITO;TSE (dados abertos)
32190;RIBEIRÓPOLIS;SE;2025-2028;ROGÉRIO SOBRAL COSTA;ROGÉRIO SOBRAL;PSB;ELEITO;TSE (dados abertos)
32077;POÇO REDONDO;SE;2025-2028;JOSIVALDO DE SOUZA;VADO GAVIÃO;UNIÃO;ELEITO;TSE (dados abertos)
31291;CARMÓPOLIS;SE;2025-2028;WELBER ANDRADE LEITE;EDI LEITE;PL;ELEITO;TSE (dados abertos)
31330;CRISTINÁPOLIS;SE;2025-2028;SANDRO DE JESUS DOS SANTOS;SANDRO DE JESUS;PT;ELEITO;TSE (dados abertos)
32018;PEDRINHAS;SE;2025-2028;FRANCECLEIDE LIMA SANTOS SOUZA;FRANCE DE DOMINGOS;PSD;ELEITO;TSE (dados abertos)
31135;BREJO GRANDE;SE;2025-2028;LUIZ CARLOS FERREIRA;LUIZ CARLOS;PSD;ELEITO;TSE (dados abertos)
31550;INDIAROBA;SE;2025-2028;MARCOS HENRIQUE RAMOS DE LIMA;MARCOS SERTANEJO;PSD;ELEITO;TSE (dados abertos)
32352;SÃO DOMINGOS;SE;2025-2028;JOSÉ VAGNER ALVES DE OLIVEIRA;BINHO;UNIÃO;ELEITO;TSE (dados abertos)
32050;PIRAMBU;SE;2025-2028;GUILHERME JULLIUS ZACARIAS DE MELO;GUILHERME;UNIÃO;ELEITO;TSE (dados abertos)
31771;MALHADOR;SE;2025-2028;FRANCISCO DE ASSIS ARAUJO JUNIOR;ASSISINHO;PSD;ELEITO;TSE (dados abertos)
31038;AQUIDABÃ;SE;2025-2028;ANA HELENA CARVALHO FONTES;ANA HELENA DE DR MÁRIO;UNIÃO;ELEITO;TSE (dados abertos)
31879;NEÓPOLIS;SE;2025-2028;ALLYSSON TOJAL SERRA DANTAS;ALLYSSON DE AMINTAS;PSD;ELEITO;TSE (dados abertos)
32239;SALGADO;SE;2025-2028;GIVANILDO DE SOUZA COSTA;GIVANILDO COSTA;PT;ELEITO;TSE (dados abertos)
31534;ILHA DAS FLORES;SE;2025-2028;ROBSON MARTINS DE LIMA;ROBSON MARTINS;UNIÃO;ELEITO;TSE (dados abertos)
32379;SÃO FRANCISCO;SE;2025-2028;EDUARDO BARBOSA GUIMARÃES;DUDU;UNIÃO;ELEITO;TSE (dados abertos)
31070;ARAUÁ;SE;2025-2028;FABIO MANOEL ANDRADE COSTA;DR FABIO;PT;ELEITO;TSE (dados abertos)
31810;MOITA BONITA;SE;2025-2028;VAGNER COSTA DA CUNHA;DR VAGNER;PP;ELEITO;TSE (dados abertos)
31631;ITAPORANGA D'AJUDA;SE;2025-2028;IVAN APOSTOLO SOBRAL;IVAN SOBRAL;UNIÃO;ELEITO;TSE (dados abertos)
31755;MALHADA DOS BOIS;SE;2025-2028;JOSÉ FÁBIO NUNES LIMA;FABIO DE DONA ROSA;PP;ELEITO;TSE (dados abertos)
31615;ITABI;SE;2025-2028;GABRIELLA DE SÁ SOUZA BATALHA;GABI DE LICA;PP;ELEITO;TSE (dados abertos)
31275;CARIRA;SE;2025-2028;DIOGO MENEZES MACHADO;DIOGO MACHADO;PSD;ELEITO;TSE (dados abertos)
32476;TOBIAS BARRETO;SE;2025-2028;ADILSON DE JESUS SANTOS;DILSON DE AGRIPINO;PSD;ELEITO;TSE (dados abertos)
31259;CAPELA;SE;2025-2028;CARLOS MILTON MENDONCA TOURINHO JUNIOR;JUNIOR DE DR CARLOS MILTON;MDB;ELEITO;TSE (dados abertos)
31232;CANINDÉ DE SÃO FRANCISCO;SE;2025-2028;JOSE MACHADO FEITOSA NETO;MACHADINHO;UNIÃO;ELEITO;TSE (dados abertos)
31690;LAGARTO;SE;2025-2028;ARTUR SÉRGIO DE ALMEIDA REIS;SÉRGIO;PSD;ELEITO;TSE (dados abertos)
31933;NOSSA SENHORA DE LOURDES;SE;2025-2028;SAULO MAKERRAN ARAÚJO LOUREIRO;DR SAULO GALEGUINHO;PT;ELEITO;TSE (dados abertos)
31992;PEDRA MOLE;SE;2025-2028;JOSE AUGUSTO DE ANDRADE;ZÉ AUGUSTO DE ZÉ DE LOLÓ;PSD;ELEITO;TSE (dados abertos)
31097;AREIA BRANCA;SE;2025-2028;TALYSSON BARBOSA COSTA;TALYSSON DE VALMIR;PL;ELEITO;TSE (dados abertos)
32395;SÃO MIGUEL DO ALEIXO;SE;2025-2028;CLEANE DOS SANTOS NUNES;CLEANE DE EVERTON;UNIÃO;ELEITO;TSE (dados abertos)
31917;NOSSA SENHORA DAS DORES;SE;2025-2028;IANNA MARIA PORTO MELO DE OLIVEIRA;IANNA DE DR THIAGO;PSD;ELEITO;TSE (dados abertos)
32433;SIRIRI;SE;2025-2028;DAIANE SANTOS DE OLIVEIRA;DAIANE OLIVEIRA;PODE;ELEITO;TSE (dados abertos)
31194;CAMPO DO BRITO;SE;2025-2028;MANOEL MEDICI DE SOUSA;MEDICI DE MAIM;PP;ELEITO;TSE (dados abertos)
31739;MACAMBIRA;SE;2025-2028;JOSE CARIVALDO DE SOUZA;CARIVALDO SOUZA;UNIÃO;ELEITO;TSE (dados abertos)
31216;CANHOBA;SE;2025-2028;CHRYSTOPHE FERREIRA DIVINO;CHRYSTOPHE DIVINO;UNIÃO;ELEITO;TSE (dados abertos)
31798;MARUIM;SE;2025-2028;GILBERTO MAYNART DE OLIVEIRA;GILBERTO MAYNART;PT;ELEITO;TSE (dados abertos)
32298;SANTA ROSA DE LIMA;SE;2025-2028;JANILSON ALVES DOS ANJOS;JANILSON ALVES;UNIÃO;ELEITO;TSE (dados abertos)
32115;PORTO DA FOLHA;SE;2025-2028;EVERTON LIMA GOIS;EVERTON DA SAUDE;UNIÃO;ELEITO;TSE (dados abertos)
31399;DIVINA PASTORA;SE;2025-2028;IZABEL CRISTINA  GOMES RODRIGUES VIEIRA;IZABEL DE NOLLET;UNIÃO;ELEITO;TSE (dados abertos)
32131;PROPRIÁ;SE;2025-2028;JOSE LUCIANO NASCIMENTO LIMA;LUCIANO DE MENININHA;PP;ELEITO;TSE (dados abertos)
32093;POÇO VERDE;SE;2025-2028;ROBERTO CORREIA SANTANA;ROBERTO BARRACÃO;UNIÃO;ELEITO;TSE (dados abertos)
31470;GENERAL MAYNARD;SE;2025-2028;MARCONES MELO DE SOUZA SANTOS;MARCONES MELO;PSD;ELEITO;TSE (dados abertos)
31593;ITABAIANINHA;SE;2025-2028;ERALDO MOREIRA DOS SANTOS;ERALDO DO FRIGORÍFICO;UNIÃO;ELEITO;TSE (dados abertos)
32514;UMBAÚBA;SE;2025-2028;JULIANA CARDOSO GOMES;JULIANA CARDOSO;REPUBLICANOS;ELEITO;TSE (dados abertos)
32417;SIMÃO DIAS;SE;2025-2028;CRISTIANO VIANA MENESES;CRISTIANO VIANA MENESES;PT;ELEITO;TSE (dados abertos)
31674;JAPOATÃ;SE;2025-2028;CLAUDIO DINISIO NASCIMENTO;CARECA DA SAMAM;PDT;ELEITO;TSE (dados abertos)
31836;MONTE ALEGRE DE SERGIPE;SE;2025-2028;EVANDRO SILVA PEREIRA COSTA;EVANDRO SILVA;PSD;ELEITO;TSE (dados abertos)
31496;GARARU;SE;2025-2028;GILZETE DIONIZA DE MATOS;ZETE DE JANJÃO;PSD;ELEITO;TSE (dados abertos)
32158;RIACHÃO DO DANTAS;SE;2025-2028;LUCIVALDO DO CARMO DANTAS;GALEGO;PSD;ELEITO;TSE (dados abertos)
31356;NOSSA SENHORA APARECIDA;SE;2025-2028;JEANE DE JESUS BARRETO;JEANE DA FARMÁCIA;PL;ELEITO;TSE (dados abertos)
32310;SANTO AMARO DAS BROTAS;SE;2025-2028;PAULO CÉSAR OLIVEIRA SOUZA;PAULO CÉSAR;UNIÃO;ELEITO;TSE (dados abertos)
31151;BOQUIM;SE;2025-2028;JACKSON COSTA SANTOS;JACKSON DO MANGUE GRANDE;PSD;ELEITO;TSE (dados abertos)
32174;RIACHUELO;SE;2025-2028;PETERSON DANTAS ARAUJO;PETINHO DE JOAO GRANDE;MDB;ELEITO;TSE (dados abertos)
31003;SANTANA DO SÃO FRANCISCO;SE;2025-2028;RICARDO JOSÉ RORIZ SILVA CRUZ;RICARDO RORIZ;PSD;ELEITO;TSE (dados abertos)
31437;FEIRA NOVA;SE;2025-2028;JEAN SIMON SANTOS ARCIERI;JEAN DE GERINO;PSD;ELEITO;TSE (dados abertos)
31054;ARACAJU;SE;2025-2028;EMÍLIA CORRÊA SANTOS BEZERRA;EMILIA CORREA;PL;ELEITO;TSE (dados abertos)
31658;JAPARATUBA;SE;2025-2028;DECIO GARCEZ VIEIRA NETO;DECIO DE LARA;UNIÃO;ELEITO;TSE (dados abertos)
31577;ITABAIANA;SE;2025-2028;VALMIR DOS SANTOS COSTA;VALMIR DE FRANCISQUINHO;PL;ELEITO;TSE (dados abertos)
31712;LARANJEIRAS;SE;2025-2028;JOSE DE ARAUJO LEITE NETO;JUCA;MDB;ELEITO;TSE (dados abertos)
31011;AMPARO DE SÃO FRANCISCO;SE;2025-2028;MARCOS SANDES;MARCOS SANDES;REPUBLICANOS;ELEITO;TSE (dados abertos)
31372;CUMBE;SE;2025-2028;ERIVALDO BARROSO LIMA;ERI;UNIÃO;ELEITO;TSE (dados abertos)
31410;ESTÂNCIA;SE;2025-2028;ANDRÉ GRAÇA SANTOS;ANDRÉ GRAÇA;PSD;ELEITO;TSE (dados abertos)
31976;PACATUBA;SE;2025-2028;IARA MARIA FEITOSA DE LIMA MARTINS;IARA MARTINS;PSD;ELEITO;TSE (dados abertos)
15458;SANTA QUITÉRIA;CE;2025-2028;JOEL MADEIRA BARROSO;JOEL BARROSO;PSB;ELEITO;TSE (dados abertos)
14010;GUARACIABA DO NORTE;CE;2025-2028;JOSÉ CEFAS PONTES MELO;CEFAS MELO;PSD;ELEITO;TSE (dados abertos)
14850;NOVA OLINDA;CE;2025-2028;LEONARDO PEREIRA DE BRITO NEVES;LEO;PT;ELEITO;TSE (dados abertos)
14990;PACUJÁ;CE;2025-2028;PEDRO ALLAN DE SOUSA LEOPOLDINO;PEDRO ALLAN;PSB;ELEITO;TSE (dados abertos)
14060;IBARETAMA;CE;2025-2028;ELIRIA MARIA FREITAS DE QUEIROZ;ELIRIA QUEIROZ;PSD;ELEITO;TSE (dados abertos)
13307;OCARA;CE;2025-2028;LEONILDO PEIXOTO FARIAS;DR. LEONILDO;PSB;ELEITO;TSE (dados abertos)
15970;MILHÃ;CE;2025-2028;LUIZ ALAN PINHEIRO MACEDO;ALAN MACÊDO;PSB;ELEITO;TSE (dados abertos)
13510;CAMOCIM;CE;2025-2028;MARIA ELIZABETE MAGALHÃES;BETINHA;PSB;ELEITO;TSE (dados abertos)
15881;CROATÁ;CE;2025-2028;RONILSON FRANCISCO DE OLIVEIRA;RONILSON OLIVEIRA;PT;ELEITO;TSE (dados abertos)
14435;JARDIM;CE;2025-2028;ANTONIO FERNANDO COUTINHO;DR. ANTONIO COUTINHO;PT;ELEITO;TSE (dados abertos)
14257;ITAIÇABA;CE;2025-2028;ANTONIEL MAX SILVA HOLANDA;ANTONIEL HOLANDA;PT;ELEITO;TSE (dados abertos)
13994;GROAÍRAS;CE;2025-2028;VIRGINA SOUZA AGUIAR;VIRGINIA DO ANTONIO MARTINS;PDT;ELEITO;TSE (dados abertos)
14559;MARANGUAPE;CE;2025-2028;ATILA CORDEIRO CAMARA;ATILA CAMARA;PSB;ELEITO;TSE (dados abertos)
13773;CHAVAL;CE;2025-2028;CARLOS EMÍLIO MAGALHÃES GOMES;CARLIN GOMES;PSB;ELEITO;TSE (dados abertos)
13870;FARIAS BRITO;CE;2025-2028;FRANCISCO AUSTRAGÉZIO SALES;DEDA;PDT;ELEITO;TSE (dados abertos)
14036;GUARAMIRANGA;CE;2025-2028;YNARA FURTADO VASCONCELOS MOTA;YNARA MOTA;REPUBLICANOS;ELEITO;TSE (dados abertos)
14117;IGUATU;CE;2025-2028;CARLOS ROBERTO COSTA FILHO;ROBERTO FILHO;PSDB;ELEITO;TSE (dados abertos)
15989;DEPUTADO IRAPUAN PINHEIRO;CE;2025-2028;FRANCISCO GILDECARLOS PINHEIRO;GILDECARLOS PINHEIRO;PSB;ELEITO;TSE (dados abertos)
14575;MARCO;CE;2025-2028;FRANCISCO ROGERIO OSTERNO AGUIAR NETO;ROGERIO NETO;PSB;ELEITO;TSE (dados abertos)
13358;BAIXIO;CE;2025-2028;LUCIO ALVES BARROSO;LUCIO BARROSO;REPUBLICANOS;ELEITO;TSE (dados abertos)
13633;CARIRIAÇU;CE;2025-2028;LUIZ ACACIO MACHADO LEITE;ACACIO LEITE;PT;ELEITO;TSE (dados abertos)
14974;PACOTI;CE;2025-2028;MARCOS VENICIOS NORJOSA GONZAGA;DR MARCOS;PT;ELEITO;TSE (dados abertos)
13064;GRAÇA;CE;2025-2028;MARIA IRALDICE DE ALCANTARA;IRALDICE MÃO CHEIROSA;PP;ELEITO;TSE (dados abertos)
13390;BARRO;CE;2025-2028;HERICLES GEORGE FEITOSA ALBUQUERQUE;DR GEORGE;MDB;ELEITO;TSE (dados abertos)
13536;CAMPOS SALES;CE;2025-2028;MOESIO LOIOLA DE MELO;MOESIO LOIOLA;PSB;ELEITO;TSE (dados abertos)
15890;CRUZ;CE;2025-2028;JOSÉ WALDERY MUNIZ;DERY MUNIZ;PSB;ELEITO;TSE (dados abertos)
15440;SALITRE;CE;2025-2028;RONDILSON DE ALENCAR RIBEIRO;RONDILSON;PT;ELEITO;TSE (dados abertos)
15717;TRAIRI;CE;2025-2028;CARLOS GUSTAVO MONTEIRO MOREIRA;GUSTAVO MOREIRA;PP;ELEITO;TSE (dados abertos)
15598;SOBRAL;CE;2025-2028;OSCAR SPINDOLA RODRIGUES JUNIOR;OSCAR RODRIGUES;UNIÃO;ELEITO;TSE (dados abertos)
13072;AIUABA;CE;2025-2028;JOSE MORAES FEITOSA;NETO FEITOSA;PT;ELEITO;TSE (dados abertos)
14192;IPUEIRAS;CE;2025-2028;FRANCISCO SOUTO DE VASCONCELOS JÚNIOR;JÚNIOR DO TITICO;REPUBLICANOS;ELEITO;TSE (dados abertos)
13919;FRECHEIRINHA;CE;2025-2028;FRANCISCO MESQUITA PORTELA;GARGAMEL;PSD;ELEITO;TSE (dados abertos)
15636;TABULEIRO DO NORTE;CE;2025-2028;RENATA THAIS DUARTE VASCONCELOS;RENATA VASCONCELOS;PP;ELEITO;TSE (dados abertos)
13404;BARROQUINHA;CE;2025-2028;JAIME VERAS SILVA FILHO;JAIME VERAS;PSD;ELEITO;TSE (dados abertos)
