cod_tse_municipio;nome_municipio_tse;sigla_uf;mandato;nome_gestor;nome_urna;partido;situacao;fonte
68810;PIRANGI;SP;2025-2028;VANDERLEI ROBSON DE OLIVEIRA;BIKA;PL;ELEITO;TSE (dados abertos)
68098;PANORAMA;SP;2025-2028;DANIEL GENOVA;DANIEL POLICIA;PSB;ELEITO;TSE (dados abertos)
62057;BARRA BONITA;SP;2025-2028;MANOEL FABIANO FERREIRA FILHO;MANEZINHO;PL;ELEITO;TSE (dados abertos)
62499;BOTUCATU;SP;2025-2028;FABIO VIEIRA DE SOUZA LEITE;FABIO LEITE;PSD;ELEITO;TSE (dados abertos)
63932;DUMONT;SP;2025-2028;ROGERSON APARECIDO BURJALON RUIZ;TÊ;PP;ELEITO;TSE (dados abertos)
61336;AMÉRICO BRASILIENSE;SP;2025-2028;TEREZINHA APARECIDA VIVEIROS DE SOUZA;TEREZINHA VIVEIROS;REPUBLICANOS;ELEITO;TSE (dados abertos)
63690;CRUZEIRO;SP;2025-2028;JOSE KLEBER LIMA SILVEIRA JUNIOR;KLEBER SILVEIRA;PL;ELEITO;TSE (dados abertos)
63991;ELIAS FAUSTO;SP;2025-2028;JOAQUIM ANTONIO DE CAMPOS BICUDO;TATO BICUDO;PODE;ELEITO;TSE (dados abertos)
65790;ITU;SP;2025-2028;HERCULANO CASTILHO PASSOS JUNIOR;HERCULANO ;REPUBLICANOS;ELEITO;TSE (dados abertos)
62162;QUADRA;SP;2025-2028;LHEONIDES DE OLIVEIRA ANDRADE;LHEONIDES DO CARLAO;UNIÃO;ELEITO;TSE (dados abertos)
65390;ITAJOBI;SP;2025-2028;SIDIOMAR UJAQUE;PAQUINHO;PL;ELEITO;TSE (dados abertos)
68594;PILAR DO SUL;SP;2025-2028;CLAYTON ALVARO MACHADO;CLAYTON MACHADO;REPUBLICANOS;ELEITO;TSE (dados abertos)
61883;SÃO JOÃO DE IRACEMA;SP;2025-2028;LUIZ AUGUSTO TORRES;LULA;UNIÃO;ELEITO;TSE (dados abertos)
71536;TABAPUÃ;SP;2025-2028;SILVIO CESAR SARTORELLO;SILVIO SARTORELLO;PSD;ELEITO;TSE (dados abertos)
70211;SANTA BRANCA;SP;2025-2028;ADRIANO MARCHESANI LEVORIN;ADRIANO LEVORIN;PL;ELEITO;TSE (dados abertos)
61492;APARECIDA;SP;2025-2028;JOSE LUIZ RODRIGUES;ZÉ LOUQUINHO;PL;ELEITO;TSE (dados abertos)
64530;GUAPIARA;SP;2025-2028;JOSÉ MATHEUS RODOLFO DE FREITAS;MATHEUS FREITAS;PP;ELEITO;TSE (dados abertos)
64777;GUARULHOS;SP;2025-2028;LUCAS SANCHES PROMESSIA;LUCAS SANCHES;PL;ELEITO;TSE (dados abertos)
64793;GUZOLÂNDIA;SP;2025-2028;LUIZ ANTONIO PEREIRA DE CARVALHO;JUNIOR;MDB;ELEITO;TSE (dados abertos)
64874;IBATÉ;SP;2025-2028;RONALDO RODRIGO VENTURI;RONALDO VENTURI;PSD;ELEITO;TSE (dados abertos)
61832;AURIFLAMA;SP;2025-2028;KATIA CONCEIÇÃO MORITA DE CARVALHO;KATIA MORITA;MDB;ELEITO;TSE (dados abertos)
63835;DOIS CÓRREGOS;SP;2025-2028;ALCEU ANTONIO MAZZIERO;TIÃO MAZZIERO;PSD;ELEITO;TSE (dados abertos)
69850;RIOLÂNDIA;SP;2025-2028;ANTONIO CARLOS SANTANA DA SILVA;TONINHO SANTANA;PSD;ELEITO;TSE (dados abertos)
71110;SÃO PEDRO DO TURVO;SP;2025-2028;LUIZ FELIPE DE CASTRO TAVARES;FELIPE BIBA;PSD;ELEITO;TSE (dados abertos)
65870;JABOTICABAL;SP;2025-2028;EMERSON RODRIGO CAMARGO;PROFESSOR EMERSON;MDB;ELEITO;TSE (dados abertos)
69833;RIO GRANDE DA SERRA;SP;2025-2028;RICARDO AKIRA ONO AURIANI;AKIRA AURIANI;PSB;ELEITO;TSE (dados abertos)
67571;NOVA ALIANÇA;SP;2025-2028;JURANDIR BARBOSA DE MORAIS;JURA;PSD;ELEITO;TSE (dados abertos)
63215;CASTILHO;SP;2025-2028;PAULO DUARTE BOAVENTURA;PAULO BOAVENTURA;PP;ELEITO;TSE (dados abertos)
61000;EUCLIDES DA CUNHA PAULISTA;SP;2025-2028;DOMINGOS MENTE LOPES;NENE LOPES;REPUBLICANOS;ELEITO;TSE (dados abertos)
67350;MONTEIRO LOBATO;SP;2025-2028;EDMAR JOSÉ DE ARAUJO;EDMAR;PSD;ELEITO;TSE (dados abertos)
69159;PORTO FERREIRA;SP;2025-2028;ANDRE LUIS ANCHAO BRAGA;ANDRE BRAGA;PL;ELEITO;TSE (dados abertos)
72133;UCHOA;SP;2025-2028;JOSÉ CLAUDIO MARTINS;CLAUDIO MARTINS;MDB;ELEITO;TSE (dados abertos)
62995;CANANÉIA;SP;2025-2028;ANDRE NOGUEIRA SANCHES;ANDRE SANCHES;UNIÃO;ELEITO;TSE (dados abertos)
62006;ILHA COMPRIDA;SP;2025-2028;MARISTELA OSÓRIO DE MARQUES CARDONA;MARISTELA;REPUBLICANOS;ELEITO;TSE (dados abertos)
65919;JACI;SP;2025-2028;VALÉRIA PERPÉTUO GUIMARÃES HENRIQUE;VALÉRIA GUIMARÃES;REPUBLICANOS;ELEITO;TSE (dados abertos)
66435;LINS;SP;2025-2028;JOÃO LUIS LOPES PANDOLFI;DR JOÃO PANDOLFI;PSD;ELEITO;TSE (dados abertos)
68730;PIRACAIA;SP;2025-2028;ANDRÉ HENRIQUE ROGÉRIO;ANDRÉ ROGÉRIO;PL;ELEITO;TSE (dados abertos)
62758;CACONDE;SP;2025-2028;JOSÉ AFONSO DE PAIVA;ZÉ AFONSO;MDB;ELEITO;TSE (dados abertos)
63053;CAPÃO BONITO;SP;2025-2028;JULIO FERNANDO GALVÃO DIAS;JULIO FERNANDO;PL;ELEITO;TSE (dados abertos)
65137;INDIANA;SP;2025-2028;WHESLEN THIEGO SCAIONE CACHOEIRA;CANARINHO JUNIOR;PP;ELEITO;TSE (dados abertos)
69035;PONGAÍ;SP;2025-2028;GILHIARD HENRIQUE DE BORTOLI;GILHIARD BORTOLI;CIDADANIA;ELEITO;TSE (dados abertos)
71714;TAPIRAÍ;SP;2025-2028;ARALDO TODESCO;TODESCO;PSB;ELEITO;TSE (dados abertos)
72150;UNIÃO PAULISTA;SP;2025-2028;KENDREA ALVES PAPILE CAVATÃO;KENDREA PAPILE;PSD;ELEITO;TSE (dados abertos)
61654;ARARAS;SP;2025-2028;IRINEU NORIVAL MARETTO;IRINEU MARRETTO;PSD;ELEITO;TSE (dados abertos)
62170;BATATAIS;SP;2025-2028;LUIS FERNANDO BENEDINI GASPAR JUNIOR;JUNINHO GASPAR;PP;ELEITO;TSE (dados abertos)
68136;PARAIBUNA;SP;2025-2028;HELOISA ANTUNES DE FARIA SANTOS;PROF HELÔ;PL;ELEITO;TSE (dados abertos)
68578;PIEDADE;SP;2025-2028;GERALDO PINTO DE CAMARGO FILHO;GERALDINHO;PSD;ELEITO;TSE (dados abertos)
70718;SANTOS;SP;2025-2028;ROGÉRIO PEREIRA DOS SANTOS;ROGÉRIO SANTOS;REPUBLICANOS;ELEITO;TSE (dados abertos)
67091;MIRASSOLÂNDIA;SP;2025-2028;CÉLIA APARECIDA FIAMENGHI DOS SANTOS MATOS;CÉLIA;PSD;ELEITO;TSE (dados abertos)
67431;MURUTINGA DO SUL;SP;2025-2028;CRISTIANO ELEUTÉRIO SOARES DA SILVA;CRISTIANO;PODE;ELEITO;TSE (dados abertos)
68659;ESPÍRITO SANTO DO PINHAL;SP;2025-2028;SERGIO DEL BIANCHI JUNIOR;SERGINHO BIANCHI;PSD;ELEITO;TSE (dados abertos)
64599;GUARACI;SP;2025-2028;RENATO AZEDA RIBEIRO DE AGUIAR;RENATO AZEDA;CIDADANIA;ELEITO;TSE (dados abertos)
65552;ITÁPOLIS;SP;2025-2028;VLADIMIR DO CARMO REGGIANI;MI REGGIANI;PL;ELEITO;TSE (dados abertos)
70599;SANTO ANTÔNIO DA ALEGRIA;SP;2025-2028;DENILSON DE CARVALHO;DENILSON MEGA;REPUBLICANOS;ELEITO;TSE (dados abertos)
63738;CUNHA;SP;2025-2028;RODRIGO SERGIO DO NASCIMENTO;RODRIGO DO NETO;PL;ELEITO;TSE (dados abertos)
65595;ITAPUÍ;SP;2025-2028;MARIA CLELIA VIARO PICHELLI;CLELIA;PSD;ELEITO;TSE (dados abertos)
67113;MOCOCA;SP;2025-2028;EDUARDO RIBEIRO BARISON;EDUARDO BARISON;PSD;ELEITO;TSE (dados abertos)
67954;OURINHOS;SP;2025-2028;GUILHERME ANDREW GONÇALVES DA SILVA;GUILHERME GONÇALVES;PODE;ELEITO;TSE (dados abertos)
67970;OURO VERDE;SP;2025-2028;JULIO CESAR DE MORI VECCHIATI;JULIÃO;UNIÃO;ELEITO;TSE (dados abertos)
61018;ADAMANTINA;SP;2025-2028;JOSÉ CARLOS MARTINS TIVERON;JOSÉ TIVERON;NOVO;ELEITO;TSE (dados abertos)
61581;ALAMBARI;SP;2025-2028;JOÃO PAULO DANTAS PINTO;JOÃO PAULO CARIOCA;PSD;ELEITO;TSE (dados abertos)
70831;SÃO JOÃO DA BOA VISTA;SP;2025-2028;VANDERLEI BORGES DE CARVALHO;VANDERLEI;PSD;ELEITO;TSE (dados abertos)
66036;JARDINÓPOLIS;SP;2025-2028;ANTONIO CARLOS DEGAN;DEGAN;MDB;ELEITO;TSE (dados abertos)
61379;AMPARO;SP;2025-2028;CARLOS ALBERTO MARTINS;CARLOS ALBERTO;MDB;ELEITO;TSE (dados abertos)
67750;OCAUÇU;SP;2025-2028;JOÃO BENEDITO COSTA E SILVA;DITO COSTA E SILVA;PSD;ELEITO;TSE (dados abertos)
68853;PIRAPOZINHO;SP;2025-2028;LUCAS PADOVAN DOS SANTOS PAVANI;LUCAS PADOVAN SANTOS PAVANI;PSD;ELEITO;TSE (dados abertos)
61158;ALFREDO MARCONDES;SP;2025-2028;CELSO PIRANI PASSOS;CELSO PIRANI;UNIÃO;ELEITO;TSE (dados abertos)
63819;DOBRADA;SP;2025-2028;ANTONIO CARLOS DE MATTOS SANTOS;CARLOS DENTISTA;MDB;ELEITO;TSE (dados abertos)
65293;IRACEMÁPOLIS;SP;2025-2028;NELITA CRISTINA MICHEL FRANCESCHINI;NELITA MICHEL;PL;ELEITO;TSE (dados abertos)
65498;ITAPEVA;SP;2025-2028;ADRIANA DUCH MACHADO;CORONEL DUCH;MDB;ELEITO;TSE (dados abertos)
65692;ITATIBA;SP;2025-2028;THOMÁS ANTONIO CAPELETTO DE OLIVEIRA;DR THOMÁS;PSD;ELEITO;TSE (dados abertos)
61263;ARAÇARIGUAMA;SP;2025-2028;RODRIGO DE ANDRADE;RODRIGO ANDRADE;REPUBLICANOS;ELEITO;TSE (dados abertos)
71897;TERRA ROXA;SP;2025-2028;ROGERIO RAFAEL FURLINI;RAFAEL;PSD;ELEITO;TSE (dados abertos)
63070;CAPELA DO ALTO;SP;2025-2028;HENRIQUE DANIEL LEME;HENRIQUE DANIEL LEME;PSD;ELEITO;TSE (dados abertos)
70955;SÃO JOSÉ DO RIO PARDO;SP;2025-2028;MARCIO CALLEGARI ZANETTI;MARCIO ZANETTI;MDB;ELEITO;TSE (dados abertos)
67130;MOGI DAS CRUZES;SP;2025-2028;MARIA LUISA PICCOLOMINI BERTAIOLLI;MARA BERTAIOLLI;PL;ELEITO;TSE (dados abertos)
68233;PARDINHO;SP;2025-2028;CRISTIANO CAMARGO MOREIRA;CRISTIANO CAMARGO;REPUBLICANOS;ELEITO;TSE (dados abertos)
69795;RIO CLARO;SP;2025-2028;GUSTAVO RAMOS PERISSINOTTO;GUSTAVO PERISSINOTTO;PSD;ELEITO;TSE (dados abertos)
62596;BROTAS;SP;2025-2028;ALEXSANDRA BERTO BRANDÃO;LECA BERTO;PODE;ELEITO;TSE (dados abertos)
66451;LORENA;SP;2025-2028;SYLVIO BALLERINI;SYLVINHO BALLERINI;PSD;ELEITO;TSE (dados abertos)
64017;EMBU DAS ARTES;SP;2025-2028;HUGO DO PRADO SANTOS;HUGO PRADO;REPUBLICANOS;ELEITO;TSE (dados abertos)
61727;HORTOLÂNDIA;SP;2025-2028;JOSE NAZARENO ZEZE GOMES;ZEZÉ GOMES;REPUBLICANOS;ELEITO;TSE (dados abertos)
62324;JUMIRIM;SP;2025-2028;DANIEL VIEIRA;DANIEL VIEIRA;PSD;ELEITO;TSE (dados abertos)
71277;SEBASTIANÓPOLIS DO SUL;SP;2025-2028;JOSE ANTONIO ABREU DO VALLE;TONHO ABREU;PSD;ELEITO;TSE (dados abertos)
65110;INDAIATUBA;SP;2025-2028;CUSTÓDIO TAVARES DIAS NETO;DR CUSTÓDIO;MDB;ELEITO;TSE (dados abertos)
61980;NOVA CAMPINA;SP;2025-2028;ANTONIO ISAEL DE OLIVEIRA JUNIOR;JUNIOR DA SAÚDE;PSD;ELEITO;TSE (dados abertos)
70475;SANTANA DE PARNAÍBA;SP;2025-2028;ELVIS LEONARDO CEZAR;ELVIS CEZAR;REPUBLICANOS;ELEITO;TSE (dados abertos)
61387;EMILIANÓPOLIS;SP;2025-2028;ELTON MUNHOZ DE SOUZA;ELTON;PODE;ELEITO;TSE (dados abertos)
64319;GABRIEL MONTEIRO;SP;2025-2028;RENEE CREMA VIDOTO;RENEE DO BATUTA;PSDB;ELEITO;TSE (dados abertos)
63118;CARAGUATATUBA;SP;2025-2028;MATEUS VENEZIANI DA SILVA;MATEUS SILVA;PSD;ELEITO;TSE (dados abertos)
63339;CESÁRIO LANGE;SP;2025-2028;RAMIRO DE CAMPOS;RAMIRO;REPUBLICANOS;ELEITO;TSE (dados abertos)
70912;SÃO JOSÉ DA BELA VISTA;SP;2025-2028;WALTER CÁSSIO CARVALHO FACCIROLLI;WALTER CÁSSIO;PSD;ELEITO;TSE (dados abertos)
66672;MAGDA;SP;2025-2028;RODOLFO FERREIRA KAMÁ;RODOLFO KAMÁ;UNIÃO;ELEITO;TSE (dados abertos)
65374;ITAÍ;SP;2025-2028;JOSE RAMIRO ANTUNES DO PRADO;ZÉ RAMIRO;PP;ELEITO;TSE (dados abertos)
62081;BREJO ALEGRE;SP;2025-2028;ADRIANO MARCELO BONILHA;ADRIANO;UNIÃO;ELEITO;TSE (dados abertos)
70190;ÁGUAS DE SANTA BÁRBARA;SP;2025-2028;WILIAN JOSÉ DE OLIVEIRA MEANA;SGTO WILIAN;UNIÃO;ELEITO;TSE (dados abertos)
67296;MONTE APRAZÍVEL;SP;2025-2028;JOÃO ROBERTO CAMARGO;CAMARGO;PP;ELEITO;TSE (dados abertos)
61590;ARAMINA;SP;2025-2028;LUIS SÉRGIO CELESTE JORGE;LUIS SÉRGIO;REPUBLICANOS;ELEITO;TSE (dados abertos)
62146;PRATÂNIA;SP;2025-2028;OSMIR JOSÉ FÉLIX;OSMIR FÉLIX;PP;ELEITO;TSE (dados abertos)
71293;SERRA AZUL;SP;2025-2028;DEBORA CRISTINA RIBEIRO DA SILVA;DÉBORA RIBEIRO;MDB;ELEITO;TSE (dados abertos)
66290;LARANJAL PAULISTA;SP;2025-2028;ANTONIO VALDECIR BERTO FILHO;VALDECIR;REPUBLICANOS;ELEITO;TSE (dados abertos)
72079;TURMALINA;SP;2025-2028;PRISCILLA TATIANA DIAS MASSONI;PRISCILLA;PSD;ELEITO;TSE (dados abertos)
61921;ZACARIAS;SP;2025-2028;HEDER JEAN BRUNO DE OLIVEIRA;HEDER PATURI;PSD;ELEITO;TSE (dados abertos)
61778;ARUJÁ;SP;2025-2028;LUIS ANTONIO DE CAMARGO;DR. CAMARGO;PSD;ELEITO;TSE (dados abertos)
62286;FERNÃO;SP;2025-2028;EBER ROGÉRIO ASSIS;BILL;PL;ELEITO;TSE (dados abertos)
62120;PRACINHA;SP;2025-2028;LAERCIO BIASI;LAERCIO BIASI;PRD;ELEITO;TSE (dados abertos)
69256;PRESIDENTE BERNARDES;SP;2025-2028;CLEBERSON DUARTE DE SOUZA;CLEBER;PP;ELEITO;TSE (dados abertos)
71030;SÃO MANUEL;SP;2025-2028;ODIRLEI JOSÉ FÉLIX;ODIRLEI BAIXINHO;PP;ELEITO;TSE (dados abertos)
61328;SANTO ANTÔNIO DO ARACANGUÁ;SP;2025-2028;LUIZ CARLOS DOS REIS NONATO;LUIZÃO;PODE;ELEITO;TSE (dados abertos)
70998;SÃO JOSÉ DOS CAMPOS;SP;2025-2028;ANDERSON FARIAS FERREIRA;ANDERSON;PSD;ELEITO;TSE (dados abertos)
62219;BEBEDOURO;SP;2025-2028;LUCAS GIBIN SEREN;LUCAS SEREN;PL;ELEITO;TSE (dados abertos)
65331;IRAPURU;SP;2025-2028;ADEMAR CALEGÃO;MAZINHO;REPUBLICANOS;ELEITO;TSE (dados abertos)
71790;TARABAI;SP;2025-2028;RUBENS PINAFFI JUNIOR;RUBINHO;UNIÃO;ELEITO;TSE (dados abertos)
67938;OSVALDO CRUZ;SP;2025-2028;VERA LUCIA ALVES;VERA MORENA;PP;ELEITO;TSE (dados abertos)
66796;MARIÁPOLIS;SP;2025-2028;RICARDO MITSURO WATANABE;RICARDO;PSD;ELEITO;TSE (dados abertos)
69213;PRAIA GRANDE;SP;2025-2028;ALBERTO PEREIRA MOURÃO;MOURÃO;MDB;ELEITO;TSE (dados abertos)
70270;SANTA CRUZ DAS PALMEIRAS;SP;2025-2028;LUIZ FERNANDO STOCCO;FERNANDO STOCCO;MDB;ELEITO;TSE (dados abertos)
64475;GUAIMBÊ;SP;2025-2028;MARCIA HELENA PEREIRA CABRAL ACHILLES;MÁRCIA ACHILLES;PSD;ELEITO;TSE (dados abertos)
61298;ALVINLÂNDIA;SP;2025-2028;ANTONIO FERREIRA DE MORAES JUNIOR;JUNIOR MORAES CURRAL;PP;ELEITO;TSE (dados abertos)
69175;POTIRENDABA;SP;2025-2028;GISLAINE MONTANARI FRANZOTTI;GI FRANZOTTI;PL;ELEITO;TSE (dados abertos)
69191;PRADÓPOLIS;SP;2025-2028;SAULO EMMANUEL ATIQUE FILHO;SAULINHO;PSD;ELEITO;TSE (dados abertos)
71978;TREMEMBÉ;SP;2025-2028;CLEMENTE ANTONIO DE LIMA NETO;CLEMENTE;PSD;ELEITO;TSE (dados abertos)
66230;JUQUIÁ;SP;2025-2028;CICERO CIRILO DOS SANTOS;CIRILO;UNIÃO;ELEITO;TSE (dados abertos)
68535;PERUÍBE;SP;2025-2028;FELIPE ANTONIO COLAÇO BERNARDO;FELIPE BERNARDO;PSD;ELEITO;TSE (dados abertos)
67652;NOVA INDEPENDÊNCIA;SP;2025-2028;FERNANDO MACCHI SANTANA;FERNANDINHO SANTANA;PP;ELEITO;TSE (dados abertos)
67776;ÓLEO;SP;2025-2028;JORDÃO ANTONIO VIDOTTO;JORDÃO;PSD;ELEITO;TSE (dados abertos)
71170;SÃO SEBASTIÃO DA GRAMA;SP;2025-2028;JOSÉ FRANCISCO MARTHA;ZÉ DA DOCA;PSD;ELEITO;TSE (dados abertos)
61123;DIRCE REIS;SP;2025-2028;MARCELO JOSÉ BERNARDO;PROF MARCELO;PSD;ELEITO;TSE (dados abertos)
70696;SANTÓPOLIS DO AGUAPEÍ;SP;2025-2028;GERSON ALVES DE LIMA JUNIOR;JUNINHO;PSD;ELEITO;TSE (dados abertos)
61271;ÁLVARO DE CARVALHO;SP;2025-2028;ADILSON DE OLIVEIRA LOPES;ADILSON;PL;ELEITO;TSE (dados abertos)
71870;TEODORO SAMPAIO;SP;2025-2028;CLAUDIO EVANGELISTA DA SILVA JUNIOR;JUNINHO POCEIRO;UNIÃO;ELEITO;TSE (dados abertos)
66893;MAUÁ;SP;2025-2028;FRANCISCO MARCELO DE OLIVEIRA;MARCELO OLIVEIRA;PT;ELEITO;TSE (dados abertos)
68691;PIQUEROBI;SP;2025-2028;ADRIANA CRIVELLI BIFFE;ADRIANA CRIVELLI;MDB;ELEITO;TSE (dados abertos)
71013;SÃO LUÍS DO PARAITINGA;SP;2025-2028;ALEX EUZÉBIO TORRES;ALEX TORRES;PL;ELEITO;TSE (dados abertos)
71579;TABOÃO DA SERRA;SP;2025-2028;DANIEL PLANA BOGALHO;ENGENHEIRO DANIEL;UNIÃO;ELEITO;TSE (dados abertos)
67555;NIPOÃ;SP;2025-2028;JOSE PEDRO RAMPIM;ZÉ PEDRO;PSD;ELEITO;TSE (dados abertos)
68071;PALMITAL;SP;2025-2028;LUIS GUSTAVO MENDES MORAES;LUIS GUSTAVO;PSD;ELEITO;TSE (dados abertos)
68519;PEREIRAS;SP;2025-2028;OSMAR PASQUALINO RODRIGUES RAMOS JUNIOR;OSMARZINHO;PSD;ELEITO;TSE (dados abertos)
62553;BRAÚNA;SP;2025-2028;MAICON APARECIDO SUBIRES RIBEIRO;MAICON ENFERMEIRO;UNIÃO;ELEITO;TSE (dados abertos)
69892;RUBIÁCEA;SP;2025-2028;JÚLIO CÉSAR FELISMINO;JULIO;PSD;ELEITO;TSE (dados abertos)
61913;BADY BASSITT;SP;2025-2028;JANIMEIRI CATELANI BUZZI;MEIRI CATELANI;PODE;ELEITO;TSE (dados abertos)
63495;CORDEIRÓPOLIS;SP;2025-2028;MARIA CRISTINA DEGASPARI ABRAHÃO SAAD;CRISTINA SAAD;UNIÃO;ELEITO;TSE (dados abertos)
65196;IPAUSSU;SP;2025-2028;LUIZ CARLOS SOUTO;LUIZÃO;PSD;ELEITO;TSE (dados abertos)
68373;PEDRA BELA;SP;2025-2028;VANDERLEI LOPES DA SILVA;DERLEI;UNIÃO;ELEITO;TSE (dados abertos)
62790;CAIABU;SP;2025-2028;SUELEN NARA MATOS MATIVE;SUELEN MATIVE;REPUBLICANOS;ELEITO;TSE (dados abertos)
71218;SÃO VICENTE;SP;2025-2028;KAYO FELYPE NACHTAJLER AMADO;KAYO AMADO;PODE;ELEITO;TSE (dados abertos)
71692;TANABI;SP;2025-2028;ALEXANDRE SILVEIRA BERTOLINI;XANDÃO;PSB;ELEITO;TSE (dados abertos)
65153;INDIAPORÃ;SP;2025-2028;BERNADETE APARECIDA SANTANA RIBEIRO SPONQUIADO;BERNADETE  SPONQUIADO;REPUBLICANOS;ELEITO;TSE (dados abertos)
66834;MARINÓPOLIS;SP;2025-2028;EVALDO RIBEIRO;EVALDO;PSD;ELEITO;TSE (dados abertos)
69710;RIVERSUL;SP;2025-2028;MARCOS ROBERTO DOS SANTOS;MARCÃO;PSD;ELEITO;TSE (dados abertos)
65617;ITAPURA;SP;2025-2028;SERGINO DA SILVA PRADO;NENZINHO;PSD;ELEITO;TSE (dados abertos)
67997;PACAEMBU;SP;2025-2028;JOAO FRANCISCO MUGNAI NEVES;JOAO FRANCISCO;PL;ELEITO;TSE (dados abertos)
69698;RIBEIRÃO PRETO;SP;2025-2028;RICARDO AUGUSTO MACHADO DA SILVA;RICARDO SILVA;PSD;ELEITO;TSE (dados abertos)
63576;COSMÓPOLIS;SP;2025-2028;ANTONIO CLAUDIO FELISBINO JUNIOR;JUNIOR FELISBINO;PSD;ELEITO;TSE (dados abertos)
71439;SOCORRO;SP;2025-2028;MAURICIO DE OLIVEIRA SANTOS;MAURICIO DE OLIVEIRA SANTOS;PSD;ELEITO;TSE (dados abertos)
62154;BASTOS;SP;2025-2028;KLEBER LOPES DE SOUSA;KLEBER LOPES ENFERMEIRO;PL;ELEITO;TSE (dados abertos)
64130;FERNANDO PRESTES;SP;2025-2028;MARIEL SEBASTIÃO ROCHA;MARIEL DA ROCHA;PSDB;ELEITO;TSE (dados abertos)
68438;PEDREIRA;SP;2025-2028;FÁBIO VINICIUS POLIDORO;FABIO POLIDORO;REPUBLICANOS;ELEITO;TSE (dados abertos)
61441;SALTINHO;SP;2025-2028;HELIO FRANZOL BERNARDINO;HELINHO BERNARDINO;PL;ELEITO;TSE (dados abertos)
71153;SÃO SEBASTIÃO;SP;2025-2028;REINALDO ALVES MOREIRA FILHO;REINALDINHO;REPUBLICANOS;ELEITO;TSE (dados abertos)
62227;VITÓRIA BRASIL;SP;2025-2028;PAULO HENRIQUE MIOTTO;PAULINHO DO AÇOUGUE;PSD;ELEITO;TSE (dados abertos)
61620;TUIUTI;SP;2025-2028;ALEXANDRE TADEU GONÇALVES;CARECA;UNIÃO;ELEITO;TSE (dados abertos)
64556;GUARÁ;SP;2025-2028;TULIO DE MATTOS FIGUEIREDO;DR. TULIO;PODE;ELEITO;TSE (dados abertos)
67512;NEVES PAULISTA;SP;2025-2028;NORIVAL DONIZETI ROSSALI;KIKO ROSSALI;PL;ELEITO;TSE (dados abertos)
63975;ELDORADO;SP;2025-2028;NOEL CASTELO DA COSTA;PROF. NOEL CASTELO;SOLIDARIEDADE;ELEITO;TSE (dados abertos)
61719;AREIÓPOLIS;SP;2025-2028;MICHEL HENRIQUE AUGUSTO;MICHEL AUGUSTO;PODE;ELEITO;TSE (dados abertos)
61956;BÁLSAMO;SP;2025-2028;JOSE EDUARDO NALIATI JUNIOR;JUNIOR NALIATI;MDB;ELEITO;TSE (dados abertos)
61450;ANHEMBI;SP;2025-2028;JAIRO DE GÓIS;JAIRO GÓIS;REPUBLICANOS;ELEITO;TSE (dados abertos)
63770;DIADEMA;SP;2025-2028;TAKAHARU YAMAUCHI;TAKA YAMAUCHI;MDB;ELEITO;TSE (dados abertos)
69671;RIBEIRÃO PIRES;SP;2025-2028;LUIZ GUSTAVO PINHEIRO VOLPI;GUTO VOLPI;PL;ELEITO;TSE (dados abertos)
64750;GUARUJÁ;SP;2025-2028;FARID SAID MADI;FARID MADI;PODE;ELEITO;TSE (dados abertos)
71676;TAMBAÚ;SP;2025-2028;LEONARDO TEIXEIRA SPIGA REAL;LEONARDO SPIGA REAL;REPUBLICANOS;ELEITO;TSE (dados abertos)
66214;JUNQUEIRÓPOLIS;SP;2025-2028;ELIO FURINI NETO;NETO FURINI;REPUBLICANOS;ELEITO;TSE (dados abertos)
67172;MOGI MIRIM;SP;2025-2028;PAULO DE OLIVEIRA E SILVA;DR PAULO SILVA;PDT;ELEITO;TSE (dados abertos)
62383;OUROESTE;SP;2025-2028;SEBASTIÃO CARLOS SILVA;TIÃOZINHO DO LUIZINHO;REPUBLICANOS;ELEITO;TSE (dados abertos)
66630;MACAUBAL;SP;2025-2028;ACACIO TARDOQUE FERREIRA;ACÁCIO;PSD;ELEITO;TSE (dados abertos)
65854;JABORANDI;SP;2025-2028;SILVIO VAZ DE ALMEIDA;SILVINHO VAZ;PODE;ELEITO;TSE (dados abertos)
70530;SANTA ROSA DE VITERBO;SP;2025-2028;OMAR NAGIB MOUSSA;OMAR NAGIB;PSD;ELEITO;TSE (dados abertos)
70394;SANTA LÚCIA;SP;2025-2028;ANTONIO CARLOS ABUABUD JUNIOR;JUNIOR DA FARMÁCIA;PT;ELEITO;TSE (dados abertos)
61034;ADOLFO;SP;2025-2028;RICARDO DI GIORGIO ROBLES;RICARDO DA GRANADA;PODE;ELEITO;TSE (dados abertos)
63533;CORONEL MACEDO;SP;2025-2028;DIEGO GARCIA BATISTA;DIEGO DO NINO;PSD;ELEITO;TSE (dados abertos)
61506;CAMPINA DO MONTE ALEGRE;SP;2025-2028;MARCELO LISBÔA MACHADO;MARCELO TURMEIRO;MDB;ELEITO;TSE (dados abertos)
63517;COROADOS;SP;2025-2028;ROBERTO CARRILHO ALVES;CHÉCO;PDT;ELEITO;TSE (dados abertos)
62073;BARRA DO TURVO;SP;2025-2028;VICTOR MARUYAMA;DR. VICTOR MARUYAMA;PODE;ELEITO;TSE (dados abertos)
65315;IRAPUÃ;SP;2025-2028;RENI APARECIDA DA SILVA;RENI SILVA;PSD;ELEITO;TSE (dados abertos)
