cod_municipio;uf;modulo_fiscal_ha;numero_estabelecimentos_censo;area_estabelecimentos_censo_ha;valor_producao_florestal;produto_florestal_predominante;silvicultura_presente;ano_referencia_pevs;quantidade_cadastros_car;area_car_uniao_ha;percentual_sobreposicao_car;mediana_modulos_fiscais_car;percentual_pequenos_imoveis_car;percentual_medios_imoveis_car;percentual_grandes_imoveis_car;percentual_area_pequenos_imoveis_car;percentual_area_medios_imoveis_car;percentual_area_grandes_imoveis_car;mapbiomas_agricultura_ha;mapbiomas_pastagem_ha;mapbiomas_silvicultura_ha
2209153;PI;70.0;268.0;202355.0;;;False;2025;168.0;90417.1242;12.43;1.1013;76.22;13.41;10.37;10.09;11.97;77.94;2.0452;5176.6894;3.9131
2209203;PI;75.0;640.0;233598.0;;;False;2025;1512.0;435532.9276;37.79;1.4021;74.02;18.97;7.01;15.24;25.41;59.36;76538.87240000001;5593.2063;
2209302;PI;70.0;435.0;38685.0;;;False;2025;1204.0;95696.7015;25.21;0.3722;95.47;2.68;1.84;32.27;13.1;54.63;1608.267;8881.9555;
2209351;PI;70.0;561.0;2654.0;;;False;2025;874.0;5393.1165;14.3;0.0589;100.0;0.0;0.0;100.0;0.0;0.0;11.5392;506.1077;
2209377;PI;70.0;510.0;18829.0;;;False;2025;713.0;23692.642;24.65;0.4031;98.74;1.12;0.14;85.35;10.44;4.21;836.7371;4420.0796;
2209401;PI;70.0;892.0;12128.0;;;False;2025;1362.0;23293.7158;10.71;0.1272;99.56;0.37;0.07;83.04;11.97;4.99;2227.5885000000003;5826.3346;0.5325
2209450;PI;70.0;204.0;1054.0;;;False;2025;351.0;1658.673;6.15;0.0143;99.72;0.28;0.0;77.6;22.4;0.0;;139.5084;
2209500;PI;70.0;717.0;33146.0;;;False;2025;844.0;58458.9911;9.51;0.4365;96.44;2.25;1.3;49.65;17.62;32.73;17.4642;6681.3491;3.3697
2209559;PI;70.0;1073.0;14478.0;;;False;2025;1034.0;50776.244;36.18;0.156;95.74;3.58;0.68;23.0;33.36;43.65;42.2126;2516.2979;
2209609;PI;70.0;338.0;33351.0;;;False;2025;514.0;36301.0318;5.0;0.5551;95.91;3.5;0.58;69.15;21.88;8.96;;7210.7379;
2209658;PI;70.0;1196.0;49409.0;;;False;2025;2556.0;90697.6973;8.1;0.3225;99.22;0.74;0.04;87.79;8.24;3.96;185.0612;11461.8899;
2209708;PI;70.0;1210.0;37585.0;;;False;2025;1734.0;75896.9235;16.01;0.237;97.22;2.2;0.58;57.38;23.25;19.37;331.1415;8193.4121;
2209757;PI;75.0;367.0;20349.0;;;False;2025;906.0;93535.5184;27.88;0.3951;89.84;7.92;2.23;30.1;33.74;36.16;3566.0219;13138.2299;
2209807;PI;70.0;449.0;5399.0;;;False;2025;591.0;10545.2728;16.15;0.0761;99.49;0.34;0.17;75.86;11.42;12.72;;1981.9006;
2209856;PI;70.0;406.0;4810.0;;;False;2025;2164.0;31131.506;16.93;0.1023;99.54;0.42;0.05;83.88;13.25;2.87;185.59779999999998;2098.2165;0.7991
2209872;PI;60.0;316.0;28383.0;;;False;2025;587.0;75435.4501;28.85;1.2237;93.85;4.62;1.54;33.89;10.8;55.32;57.2559;14650.0526;
2209906;PI;55.0;734.0;65282.0;;;False;2025;645.0;68572.0656;9.65;0.9836;88.84;10.08;1.09;45.6;33.91;20.49;3.56;8102.1935;
2209955;PI;70.0;510.0;13022.0;;;False;2025;847.0;20218.922;19.25;0.1027;98.45;1.55;0.0;70.84;29.16;0.0;0.0;1457.1476;
2209971;PI;55.0;703.0;7765.0;;;False;2025;1370.0;16641.6944;36.8;0.0649;99.56;0.15;0.29;60.28;3.16;36.56;0.0;488.6648;
2210003;PI;70.0;1311.0;43087.0;;;False;2025;1784.0;131107.3867;22.81;0.2589;95.61;3.32;1.07;34.25;19.49;46.25;525.8459;13917.1223;
2210052;PI;60.0;538.0;19111.0;;;False;2025;785.0;23044.4339;13.51;0.1527;97.06;2.56;0.38;59.36;29.04;11.6;18.108999999999998;9386.0425;
2210102;PI;70.0;397.0;31899.0;;;False;2025;474.0;103027.8132;28.51;0.5849;87.08;9.32;3.6;15.5;17.18;67.33;391.0233;7484.715700000001;
2210201;PI;70.0;1603.0;17749.0;;;False;2025;2200.0;27072.7538;13.06;0.1038;99.77;0.18;0.05;91.05;5.2;3.76;1604.0878;4994.6737;
2210300;PI;70.0;547.0;14667.0;;;False;2025;1179.0;21652.1447;13.69;0.1503;99.66;0.08;0.25;81.61;1.25;17.15;1513.0857;4778.2731;
2210359;PI;70.0;860.0;24025.0;;;False;2025;640.0;33857.7558;5.23;0.4414;97.96;1.88;0.16;76.63;15.36;8.02;80.8647;16943.0275;
2210375;PI;70.0;520.0;6359.0;;;False;2025;1069.0;14047.7182;5.73;0.099;99.91;0.0;0.09;92.67;0.0;7.33;133.7245;2055.6718;
2210383;PI;70.0;293.0;16074.0;;;False;2025;349.0;20862.8838;5.42;0.1846;95.13;4.58;0.29;44.48;35.92;19.6;;2933.4562;1.9566
2210391;PI;70.0;207.0;15921.0;;;False;2025;732.0;59685.8435;12.69;0.4377;95.32;3.44;1.24;46.03;20.44;33.53;991.1312;5057.0549;
2210409;PI;60.0;2632.0;184673.0;;;False;2025;1657.0;395788.1505;12.81;0.7674;83.9;11.38;4.72;16.74;18.64;64.62;15.841600000000001;24348.28;3.5599
2210508;PI;70.0;1489.0;25132.0;;;False;2025;1046.0;39022.0034;12.77;0.2192;97.41;2.49;0.1;74.06;23.56;2.38;;1927.0358;63.1511
2210607;PI;70.0;3664.0;55193.0;;;False;2025;3023.0;147459.2981;26.31;0.2275;97.72;1.56;0.73;37.35;11.25;51.41;277.1684;15147.9818;
2210623;PI;75.0;578.0;58263.0;;;False;2025;1204.0;78956.8725;22.21;0.4328;96.33;2.84;0.83;54.15;18.93;26.91;1485.1775999999998;14265.742499999998;
2210631;PI;70.0;502.0;155251.0;;;False;2025;1589.0;296718.8932;33.34;0.3144;92.27;4.39;3.34;15.17;11.33;73.5;42166.191;4596.7521;1019.2154
2210656;PI;55.0;1534.0;48586.0;;;False;2025;1566.0;87964.6555;11.67;0.2785;95.84;2.94;1.21;42.16;20.21;37.64;367.41880000000003;6204.7467;1.9596
2210706;PI;70.0;2082.0;74539.0;;;False;2025;3738.0;93267.6092;8.21;0.1688;99.3;0.67;0.03;82.64;10.72;6.64;9369.405200000001;21590.1054;0.6204
2210805;PI;70.0;1636.0;70905.0;;;False;2025;1475.0;109527.6919;13.04;0.3954;95.92;2.93;1.16;48.79;16.83;34.38;188.0907;15542.6942;
2210904;PI;70.0;635.0;15518.0;;;False;2025;709.0;37462.3775;14.55;0.3074;96.89;2.26;0.85;56.78;21.21;22.01;328.20550000000003;4064.9257;
2210938;PI;70.0;863.0;5330.0;;;False;2025;1231.0;9363.5414;13.14;0.0483;100.0;0.0;0.0;100.0;0.0;0.0;68.868;2420.1919;
2210953;PI;70.0;592.0;13248.0;;;False;2025;712.0;108790.0226;36.45;0.2521;92.83;3.66;3.52;11.81;8.31;79.88;134.81539999999998;3495.3307;
2210979;PI;70.0;444.0;12532.0;;;False;2025;587.0;22018.9796;11.49;0.2566;98.45;1.38;0.17;80.91;13.05;6.04;;190.9536;
2211001;PI;15.0;5171.0;29731.0;;;False;2025;13670.0;90366.8553;14.59;0.0322;98.31;1.2;0.48;29.99;17.11;52.9;3753.5861;10986.0048;205.773
2211100;PI;30.0;3781.0;81484.0;;;False;2025;4243.0;70515.6;10.4;0.0845;97.8;1.71;0.5;58.13;19.75;22.12;6611.4127;25823.1517;51.343
2211209;PI;75.0;1220.0;536204.0;10000.0;1.2 - Lenha;True;2025;3297.0;875339.4128;44.33;0.5098;85.62;9.21;5.16;11.88;13.79;74.33;205982.9336;8182.7524;552.4387
2211308;PI;70.0;1154.0;49418.0;;;False;2025;1549.0;87504.0874;12.03;0.1969;95.9;3.19;0.91;47.24;25.93;26.83;1.511;3703.4076;2.0437
2211357;PI;70.0;1139.0;20635.0;;;False;2025;962.0;30899.3251;25.27;0.2626;98.23;1.46;0.31;71.57;18.52;9.92;173.4836;7203.5646;
2211407;PI;70.0;528.0;8243.0;;;False;2025;709.0;17991.0761;12.26;0.2188;99.01;0.99;0.0;83.84;16.16;0.0;;242.6831;
2211506;PI;70.0;719.0;16022.0;;;False;2025;2041.0;27587.5009;8.23;0.1173;99.76;0.24;0.0;91.49;8.51;0.0;68.6909;5284.9675;
2211605;PI;70.0;869.0;14485.0;;;False;2025;1568.0;18874.3744;11.26;0.1314;100.0;0.0;0.0;100.0;0.0;0.0;5896.4777;4724.822;
2211704;PI;70.0;833.0;13577.0;;;False;2025;932.0;19852.6611;7.93;0.212;99.79;0.21;0.0;94.86;5.14;0.0;4.1685;5931.6954;
2300101;CE;45.0;884.0;9031.0;;;False;2025;1580.0;14421.8326;12.81;0.0554;99.68;0.32;0.0;93.32;6.68;0.0;503.8081;6164.7099;
2300150;CE;35.0;852.0;2746.0;;;False;2025;443.0;6037.6687;14.75;0.0486;97.74;1.81;0.45;55.13;28.0;16.87;123.6654;196.3334;
2300200;CE;55.0;5029.0;23036.0;;;False;2025;3557.0;59407.6162;27.26;0.0215;98.89;0.94;0.17;47.62;18.44;33.95;12442.0159;6217.3487;
2300309;CE;40.0;6034.0;134359.0;;;False;2025;10265.0;190370.4389;15.31;0.1721;98.19;1.69;0.12;73.23;20.95;5.82;4.3565;65451.2409;
2300408;CE;90.0;2932.0;139539.0;;;False;2025;2223.0;172143.1317;12.68;0.5052;97.02;2.58;0.41;73.29;15.42;11.29;2301.0647;30699.4022;
2300507;CE;40.0;612.0;2261.0;;;False;2025;428.0;5220.5579;7.78;0.1084;98.58;1.42;0.0;71.76;28.24;0.0;1.1599;33.9948;
2300606;CE;50.0;562.0;3647.0;;;False;2025;672.0;4476.003;29.28;0.0561;99.85;0.15;0.0;96.41;3.59;0.0;11.7148;1064.1186;
2300705;CE;55.0;1564.0;93346.0;;;False;2025;1642.0;92871.318;13.16;0.2938;95.62;3.11;1.28;41.31;19.37;39.32;14756.667699999998;33613.2685;
2300754;CE;50.0;3529.0;62202.0;;;False;2025;4308.0;79601.2461;9.29;0.062;98.66;1.03;0.3;59.21;18.1;22.69;12357.0534;18758.7556;
2300804;CE;50.0;400.0;13089.0;;;False;2025;458.0;19410.072;10.94;0.3292;96.04;3.3;0.66;63.72;23.49;12.79;118.7154;4338.9893;
2300903;CE;50.0;1247.0;23395.0;;;False;2025;988.0;37010.8183;7.19;0.3555;97.36;2.43;0.2;71.19;22.64;6.17;639.5236;3202.518;
2301000;CE;10.0;4325.0;7136.0;;;False;2025;1289.0;13536.2821;11.27;0.0392;94.58;4.08;1.34;21.83;33.29;44.88;4687.0499;2589.6411;
2301109;CE;45.0;3055.0;56232.0;;;False;2025;4199.0;110764.4735;8.65;0.0676;98.18;1.34;0.48;35.99;14.35;49.65;31175.9067;4384.9117;
2301208;CE;40.0;2757.0;30204.0;;;False;2025;2331.0;49913.9226;11.45;0.1165;97.64;2.11;0.26;51.57;24.87;23.56;3211.1687;2756.6637;
2301257;CE;70.0;1613.0;17198.0;;;False;2025;953.0;25570.194;18.06;0.1611;98.95;0.95;0.11;80.95;13.83;5.22;4.0986;6146.7265;
2301307;CE;65.0;3073.0;48243.0;;;False;2025;2941.0;97884.676;13.29;0.1662;97.92;1.6;0.48;60.47;20.21;19.32;2048.1987;25811.5659;
2301406;CE;20.0;1588.0;5974.0;;;False;2025;954.0;6530.5834;14.1;0.1291;99.06;0.84;0.1;79.92;12.77;7.31;;95.015;
2301505;CE;90.0;1361.0;84894.0;;;False;2025;885.0;82308.8576;6.35;0.5362;96.25;3.18;0.57;67.8;17.17;15.03;2.8446;26168.1851;
2301604;CE;50.0;2643.0;62656.0;;;False;2025;3346.0;84315.7014;24.49;0.2375;97.86;2.08;0.06;73.69;20.28;6.03;632.1675;28055.9492;
2301703;CE;45.0;2633.0;59777.0;;;False;2025;2964.0;66884.8496;14.63;0.2519;98.92;0.98;0.1;82.87;11.95;5.18;747.679;20218.3893;
2301802;CE;40.0;764.0;11259.0;;;False;2025;1115.0;12692.9984;16.95;0.1196;99.26;0.64;0.09;85.82;9.96;4.22;3.8187;7467.7261;
2301851;CE;50.0;1104.0;49097.0;;;False;2025;1563.0;97966.401;18.59;0.4823;94.93;4.16;0.91;46.46;17.67;35.87;437.118;24212.4439;
2301901;CE;26.0;2936.0;12917.0;1.0;1.1 - Carvão vegetal;True;2025;3377.0;27585.2041;13.48;0.0414;98.36;1.25;0.39;52.35;25.65;22.0;493.8196;2720.0821;
2301950;CE;35.0;1753.0;19790.0;;;False;2025;1784.0;14733.792;14.27;0.0642;99.33;0.45;0.22;70.98;9.82;19.2;2759.5401;1991.3847;
2302008;CE;45.0;1605.0;28641.0;4.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2372.0;59092.6287;17.75;0.3219;98.59;1.29;0.13;78.56;12.07;9.37;19.6969;16409.7644;
2302057;CE;55.0;887.0;1784.0;;;False;2025;702.0;16012.099;3.73;0.0267;98.0;1.14;0.86;36.01;18.06;45.93;2295.9853000000003;1182.7644;
2302107;CE;40.0;2045.0;11695.0;;;False;2025;1376.0;19765.1492;17.72;0.0751;98.18;1.61;0.22;69.44;20.61;9.94;161.2525;1469.0853;
2302206;CE;28.0;3365.0;87771.0;;;False;2025;4629.0;139092.1915;10.53;0.2061;96.89;2.19;0.91;35.81;12.62;51.58;37423.8502;7261.9742;0.0
2302305;CE;40.0;2593.0;38701.0;;;False;2025;2045.0;44889.6656;7.83;0.0854;96.51;2.9;0.59;47.51;31.86;20.63;20029.5817;5916.7171;
2302404;CE;50.0;6176.0;150844.0;;;False;2025;6463.0;227691.6212;24.76;0.4732;96.75;2.9;0.35;70.64;19.76;9.6;19.332;44367.5014;
2302503;CE;45.0;1682.0;20466.0;;;False;2025;3722.0;46221.9874;10.93;0.0396;98.75;1.14;0.11;65.68;21.52;12.8;661.6052;24996.1267;
2302602;CE;55.0;2184.0;11514.0;;;False;2025;1917.0;67880.108;7.29;0.0225;96.44;2.67;0.89;31.5;30.45;38.05;8046.3274;1673.1205;
2302701;CE;70.0;2676.0;37093.0;;;False;2025;2969.0;87756.3639;12.96;0.1658;99.19;0.71;0.1;77.52;8.58;13.89;934.6121;20599.681;
2302800;CE;50.0;5847.0;72733.0;;;False;2025;4293.0;242082.9044;25.11;0.4729;93.77;4.71;1.52;43.69;20.67;35.65;54.3594;15108.8964;
2302909;CE;45.0;2189.0;13809.0;;;False;2025;1412.0;17199.8934;15.45;0.1156;99.01;0.99;0.0;78.86;21.14;0.0;649.6115;958.3415;
2303006;CE;50.0;1458.0;23066.0;;;False;2025;1006.0;80375.623;21.1;0.4029;91.53;6.75;1.71;29.12;22.95;47.93;;5137.6502;
2303105;CE;55.0;1751.0;16047.0;;;False;2025;1162.0;53967.1775;8.92;0.3497;97.55;2.01;0.44;64.31;14.78;20.91;33.0015;14628.4905;
2303204;CE;45.0;2643.0;31177.0;86.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2708.0;41231.4633;12.83;0.0972;99.15;0.67;0.18;70.26;12.49;17.25;214.0676;5474.9267;
2303303;CE;40.0;2740.0;36766.0;;;False;2025;2727.0;73814.3722;16.89;0.35;96.75;3.14;0.11;70.67;25.7;3.63;628.5671;17419.1576;
2303402;CE;50.0;1021.0;1853.0;;;False;2025;1477.0;29586.85;24.79;0.0803;98.71;1.02;0.27;47.32;16.35;36.33;265.5481;6095.5665;
2303501;CE;28.0;2550.0;32796.0;;;False;2025;4523.0;51054.6943;11.74;0.0227;98.82;0.76;0.42;33.11;13.89;53.0;20067.831400000003;2532.3529;0.7132
2303600;CE;90.0;1222.0;32419.0;;;False;2025;1318.0;40581.9994;10.13;0.131;98.93;1.07;0.0;83.03;16.97;0.0;0.5333;13852.1274;
2303659;CE;55.0;1139.0;37259.0;;;False;2025;694.0;58625.3942;12.42;0.934;91.33;7.37;1.3;55.1;30.72;14.18;;10411.9859;
2303709;CE;15.0;2699.0;22799.0;;;False;2025;2923.0;47662.7595;8.5;0.0422;96.45;2.23;1.32;15.87;14.56;69.57;513.8269;4257.4635;
2303808;CE;40.0;2829.0;35987.0;;;False;2025;3106.0;61074.6285;12.31;0.1827;97.86;2.08;0.06;74.0;23.97;2.02;2056.8208;19551.5122;
2303907;CE;55.0;459.0;843.0;;;False;2025;723.0;15258.0334;10.16;0.0332;97.91;1.95;0.14;63.45;30.88;5.67;275.4874;2169.3408;
2303931;CE;50.0;1805.0;31255.0;;;False;2025;831.0;64369.8345;15.24;0.5576;92.52;5.19;2.29;36.43;20.29;43.28;8.7313;5212.5808;
2303956;CE;16.0;1383.0;13538.0;;;False;2025;2129.0;17294.8214;9.08;0.1537;98.4;1.18;0.42;58.9;13.19;27.91;9183.2467;1672.5245;
2304004;CE;55.0;1271.0;16694.0;;;False;2025;1769.0;46468.0797;10.38;0.202;99.14;0.74;0.11;84.29;10.11;5.6;27.5666;16947.452;
2304103;CE;80.0;6457.0;162325.0;;;False;2025;4652.0;257877.7703;16.44;0.1537;96.64;2.98;0.39;50.98;25.31;23.71;443.5259;71972.5105;11.6622
2304202;CE;26.0;2649.0;19662.0;;;False;2025;5741.0;105379.636;10.65;0.0411;97.62;1.88;0.5;32.01;15.97;52.03;492.8868;7569.7923;
2304236;CE;45.0;1684.0;9537.0;;;False;2025;2750.0;47937.5994;20.96;0.0871;98.39;0.91;0.69;45.16;14.4;40.44;347.5736;11361.5595;
2304251;CE;55.0;1425.0;13213.0;;;False;2025;1924.0;16169.1082;6.46;0.0277;99.38;0.52;0.1;61.54;21.85;16.61;6643.1725;1503.7504;
2304269;CE;55.0;1594.0;27252.0;;;False;2025;2390.0;42651.433;14.49;0.1785;99.57;0.38;0.04;92.5;5.7;1.8;0.0;14870.3052;
2304277;CE;55.0;516.0;22485.0;;;False;2025;1458.0;31779.0713;20.3;0.1786;98.28;1.65;0.07;73.11;24.61;2.28;8.8923;13183.8724;
2304285;CE;10.0;187.0;204.0;;;False;2025;12.0;98.4527;0.0;0.1466;91.67;8.33;0.0;46.96;53.04;0.0;5.6197;64.5808;
2304301;CE;50.0;2401.0;28280.0;;;False;2025;2330.0;35418.2772;13.65;0.0934;99.18;0.69;0.13;78.23;14.36;7.41;471.6194;7145.5264;
2304350;CE;50.0;764.0;17050.0;;;False;2025;767.0;41649.5425;8.78;0.1922;94.05;5.29;0.66;43.13;31.47;25.4;;5549.0717;
2304400;CE;5.0;244.0;288.0;;;False;2025;11.0;90.2004;-0.0;0.1263;81.82;18.18;0.0;6.12;93.88;0.0;;88.2218;
2304459;CE;45.0;596.0;6853.0;;;False;2025;1052.0;19823.9965;13.89;0.0884;98.37;1.24;0.38;56.92;21.41;21.68;5769.3682;738.6444;
2304509;CE;50.0;916.0;4639.0;;;False;2025;439.0;9475.0545;10.85;0.1916;98.86;0.92;0.23;77.21;15.56;7.23;;3681.4835;
2304608;CE;50.0;380.0;5233.0;;;False;2025;168.0;17541.6132;3.56;0.6612;93.45;4.76;1.79;40.48;18.2;41.32;0.0;1358.3351;
2304657;CE;40.0;1744.0;12071.0;;;False;2025;1716.0;12976.9633;6.94;0.0535;99.65;0.35;0.0;87.44;12.56;0.0;16.3192;2274.1082;
2304707;CE;55.0;4367.0;40971.0;;;False;2025;2486.0;162962.9511;15.87;0.3516;94.5;4.48;1.02;42.79;22.84;34.38;6573.9099;32636.3237;
2304806;CE;45.0;597.0;5156.0;;;False;2025;602.0;7929.4722;13.85;0.1635;99.83;0.17;0.0;96.54;3.46;0.0;217.9283;873.9963;
2304905;CE;55.0;1181.0;9382.0;;;False;2025;545.0;11405.4147;12.41;0.2116;99.07;0.74;0.19;82.12;9.37;8.52;0.0;3834.024;
2304954;CE;15.0;1167.0;15185.0;;;False;2025;823.0;13093.1789;15.75;0.2283;93.05;5.73;1.22;39.01;35.51;25.48;;779.6625;
2305001;CE;45.0;2036.0;12906.0;;;False;2025;3170.0;42141.2866;18.58;0.1006;98.99;0.76;0.25;64.75;14.11;21.14;1585.9076;10837.5805;
2305100;CE;20.0;258.0;2397.0;;;False;2025;397.0;3063.9656;6.64;0.0411;97.23;2.52;0.25;49.75;39.49;10.76;;0.535;
2305209;CE;50.0;2683.0;66946.0;;;False;2025;1125.0;75458.1953;10.03;0.7319;95.27;4.29;0.45;60.13;19.64;20.23;;11838.1634;
2305233;CE;16.0;754.0;5149.0;;;False;2025;517.0;5549.9744;6.53;0.0648;96.89;2.14;0.97;42.37;21.3;36.34;1677.9738000000002;988.3132;
2305266;CE;50.0;1639.0;63555.0;;;False;2025;1575.0;72349.8735;17.94;0.32;94.77;4.07;1.16;50.37;24.33;25.3;488.7102;5386.4406;
2305308;CE;45.0;1814.0;11983.0;;;False;2025;2015.0;30823.0915;10.25;0.0594;99.1;0.65;0.25;55.52;11.2;33.28;1866.8775;6356.3858;
2305332;CE;55.0;998.0;24220.0;;;False;2025;1020.0;38631.5322;9.59;0.2202;97.24;2.07;0.69;55.28;21.61;23.11;8224.7027;5919.4593;
2305357;CE;45.0;1156.0;32728.0;;;False;2025;950.0;31513.9627;8.28;0.1558;98.95;0.74;0.32;35.64;7.47;56.89;13565.4672;622.8942;
2305407;CE;40.0;6024.0;83738.0;;;False;2025;7565.0;151689.2239;15.15;0.1317;98.37;1.37;0.27;59.18;16.8;24.02;2624.554;58596.3631;
2305506;CE;40.0;3734.0;45749.0;;;False;2025;6568.0;75978.9857;17.2;0.0936;99.14;0.8;0.06;79.22;14.06;6.72;230.0681;41995.4295;
2305605;CE;80.0;3529.0;197742.0;;;False;2025;2902.0;278055.0957;7.79;0.4193;93.96;5.14;0.9;52.91;28.53;18.56;17.9814;138493.967;
2305654;CE;70.0;1805.0;34138.0;;;False;2025;1249.0;43554.3262;9.63;0.1237;98.16;1.76;0.08;68.49;20.47;11.04;3.1176;7662.6925;
2305704;CE;40.0;1479.0;13550.0;;;False;2025;2521.0;24353.0282;17.77;0.1019;99.39;0.61;0.0;85.64;14.36;0.0;2.7521;11098.5849;
2305803;CE;50.0;2356.0;26188.0;158.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1784.0;44997.7787;18.29;0.143;96.63;3.14;0.22;60.38;32.95;6.68;828.4266;8515.8238;
2305902;CE;70.0;3282.0;52619.0;;;False;2025;3189.0;92951.5607;10.91;0.1242;98.68;1.19;0.13;68.1;17.33;14.57;437.0634;21869.7251;
2306009;CE;60.0;818.0;51174.0;;;False;2025;1372.0;78112.5009;12.36;0.3145;96.34;3.07;0.59;52.11;18.9;28.99;47.144400000000005;20260.9289;
2306108;CE;55.0;2100.0;78628.0;;;False;2025;764.0;105244.1289;11.39;0.6321;88.71;7.09;4.2;26.96;19.4;53.64;4.7281;38272.566;
2306207;CE;55.0;904.0;7501.0;;;False;2025;497.0;17304.1351;7.99;0.1378;98.38;0.61;1.01;45.85;5.72;48.43;3247.4393;1765.666;
2306256;CE;15.0;637.0;2489.0;;;False;2025;324.0;3909.738;29.12;0.0114;96.54;1.26;2.2;11.46;9.49;79.05;;177.0411;
2306306;CE;45.0;2024.0;20019.0;;;False;2025;1084.0;27510.6413;7.03;0.1538;98.15;1.29;0.55;63.22;12.19;24.59;0.0;5356.2485;
2306405;CE;50.0;6629.0;74017.0;;;False;2025;7433.0;109955.0774;11.15;0.0494;99.03;0.75;0.22;63.47;14.8;21.73;16787.992;20524.5724;
2306504;CE;45.0;2235.0;17722.0;;;False;2025;1584.0;132941.0061;23.64;0.2298;96.71;2.66;0.63;56.13;23.12;20.75;8.8221;3165.1202;
2306553;CE;55.0;2307.0;28302.0;;;False;2025;2656.0;54213.3838;15.85;0.0396;98.24;1.4;0.36;48.08;23.79;28.13;11809.625;3207.642;
2306603;CE;50.0;2251.0;30975.0;;;False;2025;1392.0;65692.7865;21.06;0.4516;95.51;4.13;0.36;58.91;24.69;16.4;21.3016;4837.7015;
2306702;CE;55.0;1777.0;122680.0;;;False;2025;2146.0;150912.5303;28.09;0.4841;95.14;4.2;0.65;39.61;15.59;44.8;680.9095;69453.1651;
2306801;CE;55.0;1082.0;17832.0;;;False;2025;685.0;83897.7967;3.2;0.0954;97.5;1.91;0.59;17.03;6.34;76.63;2796.8941;19765.6459;
2306900;CE;55.0;2698.0;99432.0;;;False;2025;3911.0;130813.8;8.99;0.0946;96.89;2.62;0.49;53.15;27.21;19.64;1982.7556;110346.3068;
2307007;CE;55.0;2648.0;49671.0;;;False;2025;2194.0;68115.2449;21.24;0.1546;98.01;1.48;0.51;52.7;14.69;32.61;33197.0244;6596.3629;
2307106;CE;26.0;2615.0;23049.0;108.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;5256.0;45139.5638;12.13;0.0734;98.87;0.86;0.27;64.02;15.52;20.46;2335.6834;8890.8284;
2307205;CE;45.0;485.0;7260.0;;;False;2025;869.0;32774.5727;13.76;0.2316;97.19;2.46;0.35;51.04;17.51;31.46;223.3786;9276.0387;
2307254;CE;55.0;1162.0;6852.0;;;False;2025;531.0;9900.5755;3.81;0.0346;99.44;0.38;0.19;40.45;10.25;49.3;3377.4776;256.3385;
2307304;CE;26.0;946.0;10539.0;;;False;2025;2262.0;10102.2836;18.39;0.0123;99.02;0.84;0.13;58.83;26.23;14.94;1186.1206;4237.9005;
2307403;CE;40.0;2211.0;48666.0;;;False;2025;3446.0;80842.8846;16.37;0.2553;97.7;2.22;0.09;74.79;22.0;3.21;185.9212;26662.2531;
2307502;CE;40.0;3214.0;50520.0;;;False;2025;3808.0;73408.1779;14.74;0.1683;98.08;1.76;0.16;72.91;19.41;7.68;2222.6851;19395.7374;
2307601;CE;55.0;1888.0;24044.0;;;False;2025;3465.0;58526.9652;17.42;0.0606;99.05;0.74;0.21;46.44;15.64;37.92;29879.8277;7297.036;
2307635;CE;50.0;1772.0;36836.0;;;False;2025;967.0;83977.8725;8.68;0.3512;93.72;5.24;1.05;33.93;16.78;49.29;22.3611;8056.5404;
2307650;CE;15.0;194.0;1975.0;;;False;2025;801.0;2380.0121;21.19;0.0171;98.83;1.04;0.13;33.01;52.93;14.06;;174.5567;
2307700;CE;15.0;3047.0;32689.0;;;False;2025;1502.0;28719.6879;12.73;0.1653;92.51;5.82;1.67;31.03;29.68;39.3;;4877.3064;
2307809;CE;55.0;1399.0;23057.0;;;False;2025;743.0;34288.067;7.23;0.1294;96.49;2.43;1.08;41.08;22.05;36.87;2572.424;6059.5967;
2307908;CE;55.0;524.0;1121.0;;;False;2025;148.0;27347.6683;2.46;0.1656;88.51;8.78;2.7;14.25;20.26;65.49;510.3223;2777.6662;
2308005;CE;50.0;2045.0;11818.0;;;False;2025;870.0;39276.6111;20.25;0.3848;94.36;4.95;0.69;54.57;30.95;14.48;19.9003;4681.9309;
2308104;CE;45.0;3639.0;53855.0;8.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;8666.0;83223.4409;19.61;0.0724;99.29;0.64;0.07;80.53;14.06;5.41;1626.2528;31811.3021;
2308203;CE;40.0;1087.0;4789.0;;;False;2025;449.0;5813.525;12.5;0.1111;99.55;0.22;0.22;84.01;4.68;11.31;2.1414;4.4615;
2308302;CE;45.0;1913.0;20437.0;;;False;2025;3178.0;41163.1962;17.91;0.0775;98.86;1.01;0.13;72.15;19.93;7.92;1463.8994;14144.7178;
2308351;CE;55.0;1745.0;37923.0;;;False;2025;2421.0;43788.5757;16.23;0.1546;99.4;0.55;0.04;89.03;9.33;1.65;2.2248;22300.8342;
2308377;CE;50.0;574.0;36966.0;;;False;2025;438.0;46984.2882;7.0;0.424;90.51;5.56;3.94;32.12;18.18;49.7;2.6769;16641.6013;
