cod_municipio;uf;modulo_fiscal_ha;numero_estabelecimentos_censo;area_estabelecimentos_censo_ha;valor_producao_florestal;produto_florestal_predominante;silvicultura_presente;ano_referencia_pevs;quantidade_cadastros_car;area_car_uniao_ha;percentual_sobreposicao_car;mediana_modulos_fiscais_car;percentual_pequenos_imoveis_car;percentual_medios_imoveis_car;percentual_grandes_imoveis_car;percentual_area_pequenos_imoveis_car;percentual_area_medios_imoveis_car;percentual_area_grandes_imoveis_car;mapbiomas_agricultura_ha;mapbiomas_pastagem_ha;mapbiomas_silvicultura_ha
4203006;SC;18.0;1316.0;69328.0;7438.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2338.0;88752.4975;5.87;0.7;90.72;7.08;2.2;37.4;24.06;38.54;7045.8369;5488.2264;30445.9822
4203105;SC;20.0;615.0;15062.0;4099.0;1.2 - Lenha;True;2025;1501.0;15327.2778;10.85;0.455;99.6;0.4;0.0;95.09;4.91;0.0;3379.1699;2800.2833;633.4454
4203154;SC;16.0;279.0;53890.0;22090.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;361.0;58937.05;5.74;4.4526;48.58;30.68;20.74;7.64;24.04;68.33;2625.1071;8184.961;19425.4476
4203204;SC;12.0;295.0;6781.0;;;False;2025;1389.0;14336.0737;21.78;0.3016;94.56;4.42;1.02;47.73;26.85;25.42;930.2692999999999;955.7913;679.6701
4203253;SC;20.0;710.0;115291.0;149910.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1405.0;121447.6116;8.71;1.2756;75.95;17.49;6.57;18.2;27.07;54.73;5327.8609;971.6658;24326.0763
4203303;SC;16.0;658.0;30566.0;50950.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2849.0;43013.6259;11.2;0.4116;96.39;2.97;0.64;56.59;20.16;23.26;4781.330599999999;4150.977;5768.3099
4203402;SC;24.0;1040.0;80167.0;179967.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2022.0;89964.6014;6.66;0.6834;91.17;7.43;1.4;42.09;26.55;31.35;13510.371500000001;4296.422;19063.6189
4203501;SC;18.0;566.0;39764.0;738.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1528.0;44786.5142;3.84;0.6916;90.72;7.89;1.38;47.42;33.6;18.98;19987.9922;6747.6545;1272.9832
4203600;SC;20.0;1670.0;150380.0;22360.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;4316.0;164577.5668;12.56;0.7305;88.18;10.34;1.48;38.04;33.2;28.75;72126.74680000001;8752.9141;16198.4352
4203709;SC;18.0;210.0;6108.0;15810.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;655.0;8693.0511;9.43;0.3641;98.02;1.53;0.46;72.85;12.38;14.77;382.8976;1604.3744;1252.9043
4203808;SC;16.0;2916.0;89820.0;73355.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;5469.0;95737.9671;11.18;0.4896;95.8;3.3;0.9;54.82;18.74;26.44;34020.6297;3762.0723;15100.0931
4203907;SC;18.0;451.0;17423.0;1013.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1224.0;21179.051;17.48;0.537;96.2;2.65;1.16;59.23;14.17;26.6;6679.6334;2148.7754;2490.806
4203956;SC;14.0;93.0;3145.0;236.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;223.0;3784.6964;7.75;0.2603;95.93;2.71;1.36;30.76;12.75;56.49;1523.6395;815.7838;24.676
4204004;SC;18.0;206.0;11589.0;4518.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;618.0;17755.449;7.82;0.6248;91.63;6.4;1.97;42.18;25.53;32.29;1131.7323000000001;966.295;6247.0741
4204103;SC;20.0;596.0;10629.0;1810.0;1.2 - Lenha;True;2025;1259.0;13221.1445;5.16;0.3645;99.84;0.08;0.08;84.46;0.64;14.9;4623.503;997.707;537.2125
4204152;SC;20.0;556.0;14799.0;1658.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;1209.0;16243.5957;11.09;0.4899;99.24;0.68;0.08;86.63;7.56;5.81;1792.4063999999998;3191.9229;2617.927
4204178;SC;24.0;791.0;31658.0;54478.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1244.0;34320.0886;12.09;0.5092;93.91;4.87;1.22;52.61;27.3;20.09;3012.403;2725.6532;5920.4134
4204194;SC;18.0;652.0;8910.0;4047.0;1.2 - Lenha;True;2025;1129.0;10755.1176;2.96;0.4003;99.82;0.18;0.0;98.14;1.86;0.0;2466.6726;1217.2254;660.5487
4204202;SC;20.0;1661.0;30710.0;14240.0;1.2 - Lenha;True;2025;3901.0;45598.3246;9.33;0.3319;97.94;1.93;0.13;74.52;19.48;6.0;11349.1836;5735.334;3219.1012
4204251;SC;14.0;244.0;2874.0;3450.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;859.0;4899.5186;11.58;0.2956;99.77;0.23;0.0;97.88;2.12;0.0;322.3353;1376.7095;39.68
4204301;SC;18.0;2765.0;57160.0;13864.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;6327.0;74301.8556;9.43;0.5078;99.68;0.27;0.05;85.55;2.54;11.91;7097.1422;9039.8576;6863.2103
4204350;SC;20.0;354.0;4646.0;5057.0;1.2 - Lenha;True;2025;927.0;7338.3626;12.73;0.3338;100.0;0.0;0.0;100.0;0.0;0.0;628.6295;992.9535;830.5734
4204400;SC;20.0;832.0;18485.0;10209.0;1.2 - Lenha;True;2025;2055.0;21581.2242;5.97;0.4799;99.8;0.2;0.0;97.62;2.38;0.0;2991.2255;6333.5801;1104.8368
4204459;SC;20.0;444.0;9276.0;163.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;797.0;9824.4012;13.27;0.5216;99.5;0.38;0.13;89.54;2.33;8.12;4365.919;1022.4155;144.2732
4204509;SC;12.0;752.0;28266.0;15467.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1613.0;32262.679;6.67;0.7404;97.14;1.68;1.18;47.15;7.08;45.77;56.7481;833.228;1085.0235
4204558;SC;20.0;884.0;47894.0;60562.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1754.0;54420.285;13.73;0.7417;90.42;8.04;1.54;47.84;29.94;22.22;4806.9537;8598.719;20551.283
4204608;SC;14.0;520.0;7308.0;2670.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1854.0;11650.7866;8.87;0.3137;99.68;0.32;0.0;94.83;5.17;0.0;1862.1468;2475.5489;35.8719
4204707;SC;18.0;910.0;18172.0;1236.0;1.2 - Lenha;True;2025;2301.0;20616.5281;7.24;0.3924;99.78;0.13;0.09;93.89;1.63;4.49;8798.5841;909.7691;287.8878
4204756;SC;18.0;385.0;4914.0;98.0;1.2 - Lenha;True;2025;637.0;5222.0175;7.15;0.4258;100.0;0.0;0.0;100.0;0.0;0.0;975.7919;502.5688;57.6045
4204806;SC;24.0;893.0;79308.0;20004.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2099.0;88322.227;10.54;0.6179;87.0;11.09;1.91;38.04;41.37;20.6;18105.344399999998;12436.2905;16321.8826
4204905;SC;18.0;924.0;23041.0;1330.0;1.2 - Lenha;True;2025;2575.0;26407.0597;8.11;0.4853;99.53;0.43;0.04;95.46;3.49;1.05;7696.4646;5367.4133;125.8841
4205001;SC;20.0;964.0;31126.0;4655.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2491.0;34354.7533;6.05;0.43;97.83;2.09;0.08;76.9;18.45;4.65;12243.1449;5475.3495;1117.394
4205100;SC;18.0;440.0;11302.0;6170.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;909.0;16174.237;6.66;0.7976;98.24;1.43;0.33;82.38;10.3;7.32;1294.5433;2192.1944;3262.5546
4205159;SC;12.0;413.0;29551.0;4448.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;835.0;33371.8634;5.45;1.2561;88.48;9.36;2.16;32.24;17.91;49.85;1061.5889000000002;1144.7224;4386.0551
4205175;SC;20.0;498.0;4032.0;285.0;1.2 - Lenha;True;2025;466.0;3801.78;7.87;0.2875;99.36;0.64;0.0;91.01;8.99;0.0;1933.2593000000002;481.2523;195.7999
4205191;SC;18.0;204.0;4919.0;412.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;719.0;5888.1509;8.62;0.3594;99.86;0.14;0.0;98.86;1.14;0.0;4178.0871;282.6076;2.3532
4205209;SC;20.0;394.0;15357.0;120.0;1.2 - Lenha;True;2025;1484.0;17481.3311;21.54;0.4814;98.38;1.55;0.07;86.95;11.18;1.87;4172.8812;4351.7438;1558.4301
4205308;SC;20.0;491.0;26882.0;9338.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1416.0;31332.2968;6.95;0.6886;95.88;3.62;0.5;69.08;20.82;10.1;14436.2525;999.8178;3751.3333
4205357;SC;20.0;244.0;4323.0;1540.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;616.0;5224.1594;6.4;0.3606;100.0;0.0;0.0;100.0;0.0;0.0;938.2347;739.6987;56.3507
4205407;SC;7.0;211.0;4592.0;;;False;2025;118.0;5416.7998;17.23;1.064;83.9;7.63;8.47;11.46;6.52;82.02;7.305;1090.6966;1792.7532
4205431;SC;18.0;388.0;9577.0;480.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;743.0;9510.9152;7.12;0.6495;99.6;0.27;0.13;94.57;2.31;3.12;1410.7395;2379.2095;649.3662
4205456;SC;14.0;554.0;13780.0;349.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2095.0;15199.2662;8.33;0.3614;99.57;0.43;0.0;95.48;4.52;0.0;11381.134200000002;522.689;0.0
4205506;SC;18.0;939.0;49476.0;4927.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;1576.0;50735.0781;12.91;0.7666;90.42;7.66;1.92;40.84;26.85;32.31;12775.525399999999;4499.1815;9848.9074
4205555;SC;24.0;429.0;13322.0;415.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;838.0;14336.9872;11.99;0.456;97.85;1.79;0.36;73.82;15.26;10.92;4399.002399999999;1584.3692;1501.5488
4205605;SC;20.0;270.0;11084.0;93.0;1.2 - Lenha;True;2025;775.0;12860.2318;10.41;0.6003;97.26;2.61;0.13;78.29;17.26;4.44;6326.575699999999;1475.1358;346.6944
4205704;SC;12.0;253.0;3634.0;226.0;1.1 - Carvão vegetal;True;2025;272.0;3293.9302;4.45;0.351;96.28;2.6;1.12;49.14;20.87;29.99;152.2767;934.7203;200.1328
4205803;SC;12.0;364.0;15001.0;27.0;1.2 - Lenha;True;2025;1153.0;42183.0207;39.9;0.8809;84.53;9.93;5.54;16.76;14.5;68.74;1090.001;2183.4523;234.566
4205902;SC;12.0;560.0;10995.0;6675.0;1.1 - Carvão vegetal;True;2025;2407.0;26309.0028;10.64;0.4833;96.95;2.59;0.46;69.99;16.51;13.5;2749.2134;2641.0448;988.4499
4206009;SC;12.0;92.0;1663.0;;;False;2025;126.0;3771.8314;11.87;0.6321;84.92;10.32;4.76;23.9;35.23;40.88;74.0521;1140.8308;230.9059
4206108;SC;14.0;867.0;25547.0;3112.0;1.2 - Lenha;True;2025;1810.0;28114.2948;11.22;0.8737;97.68;1.99;0.33;81.57;9.83;8.6;1630.3502;3919.437;3343.9613
4206207;SC;14.0;750.0;8151.0;4989.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1773.0;11837.2208;12.81;0.319;99.66;0.34;0.0;95.5;4.5;0.0;441.5729;5375.3498;532.0608
4206306;SC;12.0;286.0;2672.0;275.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;277.0;3667.4803;6.72;0.628;94.95;4.69;0.36;65.53;29.54;4.94;59.3811;312.1638;233.3001
4206405;SC;20.0;1146.0;27416.0;7621.0;1.2 - Lenha;True;2025;3065.0;30427.6058;8.12;0.4024;99.61;0.39;0.0;95.31;4.69;0.0;10287.3313;4704.771;478.1023
4206504;SC;12.0;394.0;14286.0;4310.0;1.2 - Lenha;True;2025;1977.0;21990.2789;11.9;0.4981;97.44;2.2;0.36;65.18;12.36;22.46;4711.1045;2423.892;219.8522
4206603;SC;20.0;353.0;9095.0;2825.0;1.2 - Lenha;True;2025;907.0;9389.3269;7.28;0.3753;99.45;0.44;0.11;91.18;4.81;4.01;2810.7887;1898.8507;187.1602
4206652;SC;20.0;582.0;14581.0;3963.0;1.2 - Lenha;True;2025;1115.0;17701.7087;5.84;0.4173;97.39;2.25;0.36;70.99;18.07;10.94;4861.725200000001;1465.9101;1967.5318
4206702;SC;20.0;531.0;12112.0;39.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1497.0;18839.4584;12.98;0.547;99.06;0.94;0.0;92.92;7.08;0.0;2833.6536;3470.0998;2340.4029
4206751;SC;18.0;391.0;9409.0;1975.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;832.0;12567.5675;11.3;0.63;98.06;1.45;0.48;77.0;9.78;13.22;2194.6616;1102.0264;3814.2872
4206801;SC;18.0;566.0;12434.0;511.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;1024.0;13903.2652;9.15;0.6697;99.22;0.78;0.0;95.64;4.36;0.0;2684.0573999999997;1278.8157;1702.886
4206900;SC;18.0;596.0;14699.0;4291.0;1.2 - Lenha;True;2025;1280.0;21208.7452;5.93;0.6698;98.75;1.02;0.23;81.18;7.93;10.88;277.83820000000003;1243.0913;1801.5326
4207007;SC;20.0;1040.0;13851.0;810.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2636.0;17870.4166;10.25;0.2458;99.66;0.3;0.04;89.54;5.09;5.37;5359.5573;4406.571;9.1928
4207106;SC;12.0;356.0;14249.0;;;False;2025;1090.0;21101.1349;6.68;0.9296;93.92;5.25;0.83;59.74;20.35;19.92;3164.0822;2568.2909;788.1685
4207205;SC;16.0;1135.0;19681.0;41211.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2839.0;33580.7723;14.69;0.2758;96.22;3.29;0.5;59.87;25.09;15.04;3088.6111;7783.4264;3866.3523
4207304;SC;16.0;317.0;5396.0;345.0;1.2 - Lenha;True;2025;289.0;4512.5156;2.37;0.4506;95.16;4.84;0.0;68.85;31.15;0.0;2062.9038;1328.3883;117.6652
4207403;SC;18.0;765.0;9855.0;5261.0;1.2 - Lenha;True;2025;1624.0;10844.6951;14.63;0.3027;99.81;0.12;0.06;96.03;1.71;2.26;3386.6729;609.7476;997.2238
4207502;SC;12.0;717.0;13938.0;888.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;1225.0;25097.8717;5.21;0.7643;95.88;2.8;1.32;49.03;9.85;41.12;237.68449999999999;1729.0256;788.0899
4207577;SC;18.0;315.0;8831.0;229.0;1.2 - Lenha;True;2025;809.0;10505.7249;6.34;0.6076;99.38;0.62;0.0;94.89;5.11;0.0;3005.1016;914.1528;749.2241
4207601;SC;20.0;594.0;12589.0;3365.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1124.0;13503.8241;9.9;0.576;99.64;0.36;0.0;96.58;3.42;0.0;1048.8524;2487.2203;1023.4639
4207650;SC;20.0;882.0;15303.0;8500.0;1.2 - Lenha;True;2025;2020.0;18090.3367;6.48;0.385;99.85;0.15;0.0;98.43;1.57;0.0;4223.3364;1550.2698;216.8984
4207684;SC;20.0;590.0;17210.0;159.0;1.2 - Lenha;True;2025;955.0;15178.8854;9.51;0.541;97.97;1.81;0.21;76.56;16.82;6.62;12988.3105;985.741;512.7167
4207700;SC;20.0;872.0;19181.0;12040.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1835.0;21968.7111;7.1;0.4803;99.24;0.55;0.22;87.75;6.2;6.05;1904.4501;1965.6528;5011.779
4207759;SC;18.0;665.0;15255.0;713.0;1.2 - Lenha;True;2025;1573.0;15387.3362;9.03;0.4837;99.81;0.13;0.06;96.74;1.59;1.67;4044.504;2384.1962;99.17
4207809;SC;18.0;598.0;25513.0;19130.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1363.0;28993.0622;9.83;0.6634;96.38;2.81;0.81;58.69;15.87;25.43;3895.8824999999997;2539.6433;4918.6908
4207858;SC;18.0;313.0;6836.0;80.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;610.0;7412.5104;5.35;0.5735;99.34;0.66;0.0;93.5;6.5;0.0;1777.5403000000001;1440.1253;283.3613
4207908;SC;16.0;1445.0;47823.0;33117.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2795.0;51255.8411;8.31;0.665;96.3;3.09;0.61;66.49;17.2;16.31;17895.6143;1433.2306;5847.4678
4208005;SC;20.0;617.0;10642.0;2879.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1356.0;12438.2152;11.01;0.4;99.93;0.07;0.0;99.1;0.9;0.0;945.3546;2699.6997;810.803
4208104;SC;16.0;2615.0;84446.0;100333.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;5371.0;112140.5084;7.71;0.7849;95.38;4.06;0.56;66.45;19.97;13.58;26757.750500000002;3259.785;16855.8332
4208203;SC;12.0;318.0;10549.0;;;False;2025;1008.0;16013.4677;10.41;0.5514;92.86;5.91;1.22;47.95;29.0;23.05;2293.7529999999997;2121.9597;637.9718
4208302;SC;12.0;69.0;1697.0;;;False;2025;305.0;3241.4459;18.69;0.3539;97.34;1.0;1.66;44.93;6.21;48.87;44.8365;107.7922;102.9334
4208401;SC;20.0;1148.0;21132.0;3615.0;1.2 - Lenha;True;2025;3146.0;24394.8668;8.16;0.3176;100.0;0.0;0.0;100.0;0.0;0.0;5264.7799;2312.474;70.791
4208450;SC;12.0;91.0;9729.0;28.0;1.2 - Lenha;True;2025;430.0;18459.0184;14.64;0.4045;83.72;10.23;6.05;12.69;18.94;68.37;75.3326;426.7783;264.4882
4208500;SC;18.0;1687.0;25040.0;8853.0;1.2 - Lenha;True;2025;3654.0;29283.0384;6.43;0.3354;99.73;0.27;0.0;96.72;3.28;0.0;8214.6831;1949.448;949.4272
4208609;SC;18.0;487.0;14348.0;1368.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1195.0;16825.3566;7.53;0.6284;98.32;1.51;0.17;83.84;12.22;3.94;2281.5141;1156.7931;2958.28
4208708;SC;18.0;882.0;22515.0;4107.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2746.0;31618.3867;12.64;0.5176;99.09;0.91;0.0;92.61;7.39;0.0;9397.1301;2925.5469;224.3024
4208807;SC;20.0;591.0;12301.0;4018.0;1.2 - Lenha;True;2025;2030.0;20449.7178;10.11;0.3301;99.21;0.64;0.15;86.93;7.73;5.34;5339.634099999999;5045.5452;99.3759
4208906;SC;12.0;711.0;17546.0;9420.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;3486.0;38393.4359;13.94;0.6286;98.19;1.41;0.4;73.89;9.48;16.63;812.1030000000001;2776.2247;628.1788
4208955;SC;20.0;266.0;5351.0;2140.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;655.0;6383.0997;4.83;0.436;99.85;0.15;0.0;98.53;1.47;0.0;1478.5982;877.2903;488.6494
4209003;SC;20.0;837.0;19952.0;17145.0;1.2 - Lenha;True;2025;1514.0;20021.4153;10.4;0.5567;99.21;0.73;0.07;92.21;5.91;1.88;3217.2452;1544.1061;2308.1526
4209102;SC;12.0;1476.0;36039.0;1525.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;3641.0;216409.1031;23.85;0.4771;94.85;3.61;1.54;10.42;3.92;85.65;3333.5638999999996;5582.661;976.2589
4209151;SC;18.0;605.0;14572.0;7234.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;978.0;22934.556;9.61;0.8637;95.78;3.09;1.13;67.21;14.2;18.59;1160.9008000000001;1063.8602;4127.8379
4209177;SC;20.0;337.0;8097.0;175.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;717.0;8276.4223;13.43;0.5087;99.58;0.42;0.0;96.72;3.28;0.0;3251.7331999999997;1163.3415;401.4239
4209201;SC;20.0;203.0;5459.0;117.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;451.0;6268.0315;10.64;0.6059;99.78;0.22;0.0;98.21;1.79;0.0;1602.4986000000001;633.7089;225.9555
4209300;SC;20.0;1389.0;260861.0;213176.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;3138.0;242460.0694;9.05;1.1351;76.66;16.32;7.02;19.36;28.9;51.74;12085.0559;6823.159;44947.4781
4209409;SC;16.0;175.0;11407.0;1966.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;565.0;11323.617;4.29;0.3234;94.33;4.43;1.24;42.7;24.1;33.21;739.4059000000001;2364.6802;222.3676
4209458;SC;20.0;268.0;5048.0;1120.0;1.2 - Lenha;True;2025;558.0;6206.3511;5.21;0.4751;99.64;0.36;0.0;96.27;3.73;0.0;2790.4583000000002;420.3384;347.1483
4209508;SC;18.0;243.0;3686.0;775.0;1.2 - Lenha;True;2025;738.0;6354.8673;8.88;0.3943;99.72;0.28;0.0;96.81;3.19;0.0;974.4208;965.8593;996.8681
4209607;SC;14.0;499.0;10939.0;2100.0;1.2 - Lenha;True;2025;1598.0;16656.3604;9.05;0.5372;98.5;1.5;0.0;88.46;11.54;0.0;395.79720000000003;5006.1644;393.0104
4209706;SC;20.0;951.0;69774.0;25240.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1554.0;85358.9546;8.69;1.2268;80.83;16.21;2.96;32.89;39.39;27.73;7658.9753;10622.4357;24796.4012
4209805;SC;18.0;639.0;18248.0;10214.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;1258.0;23679.3363;8.85;0.7248;97.93;1.91;0.16;77.46;9.93;12.61;1066.9367;2857.8501;2212.4381
4209854;SC;18.0;660.0;16997.0;13171.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1375.0;17025.1089;12.49;0.6358;99.19;0.66;0.15;90.75;5.3;3.95;1855.7683;1685.8725;2526.3452
4209904;SC;18.0;500.0;13568.0;3520.0;1.2 - Lenha;True;2025;1193.0;15740.2751;6.77;0.5541;98.58;1.26;0.17;82.5;12.89;4.61;737.0405;2150.087;2010.0533
4210001;SC;12.0;621.0;13004.0;;;False;2025;1481.0;21020.9857;10.44;0.9574;96.61;3.18;0.2;79.88;14.38;5.74;461.5476;1336.2925;1364.2848
4210035;SC;20.0;354.0;8008.0;721.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;828.0;10204.0416;10.1;0.5288;99.4;0.6;0.0;94.21;5.79;0.0;1793.0320000000002;1189.8498;1136.1647
4210050;SC;18.0;341.0;21008.0;2522.0;1.2 - Lenha;True;2025;731.0;23208.6107;7.61;0.8292;92.33;5.21;2.47;47.04;19.66;33.3;1488.6066;897.3588;9234.6506
4210100;SC;16.0;1938.0;86975.0;101512.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;6859.0;123800.6733;6.54;0.5527;95.29;4.12;0.58;62.19;23.74;14.07;45762.3795;3173.8562;23503.1721
4210209;SC;18.0;465.0;12804.0;7120.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;932.0;21553.1915;20.37;0.8929;95.59;3.55;0.86;62.56;14.37;23.07;285.7309;1859.1445;3076.9871
4210308;SC;16.0;1112.0;44580.0;5692.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2678.0;44246.9984;10.45;0.4834;96.24;3.16;0.6;59.61;18.57;21.82;15285.7409;2551.2743;7157.5673
4210407;SC;20.0;267.0;4182.0;385.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;733.0;4687.9036;14.02;0.2517;100.0;0.0;0.0;100.0;0.0;0.0;2300.6050999999998;793.9504;1.4922
4210506;SC;20.0;884.0;13592.0;2403.0;1.2 - Lenha;True;2025;2293.0;14446.8516;12.13;0.2584;99.96;0.04;0.0;99.08;0.92;0.0;6406.1762;706.7102;179.1148
4210555;SC;20.0;370.0;9249.0;2674.0;1.2 - Lenha;True;2025;872.0;9746.915;5.27;0.4903;99.88;0.12;0.0;99.09;0.91;0.0;1966.4225000000001;2665.4203;522.8142
4210605;SC;12.0;1108.0;22342.0;1224.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;3316.0;30896.6349;13.21;0.6354;98.82;1.06;0.12;89.62;6.63;3.76;5514.2618999999995;1576.4839;1219.5587
4210704;SC;16.0;400.0;31337.0;9713.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;597.0;38203.3827;5.92;1.4262;82.52;11.76;5.71;25.79;20.03;54.18;944.3384;1954.1945;13819.5451
4210803;SC;18.0;526.0;13700.0;736.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2006.0;16583.262;10.44;0.3474;99.7;0.3;0.0;96.48;3.52;0.0;13057.7565;401.6471;28.7684
4210852;SC;18.0;360.0;20943.0;2913.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;792.0;28843.6257;6.04;0.789;92.68;5.3;2.02;39.73;20.87;39.4;2032.2141000000001;3753.8656;2096.0262
4210902;SC;18.0;360.0;7824.0;499.0;1.2 - Lenha;True;2025;880.0;8350.7902;9.13;0.4761;99.77;0.23;0.0;98.24;1.76;0.0;3346.1509;676.8367;263.6283
4211009;SC;20.0;872.0;14514.0;1817.0;1.2 - Lenha;True;2025;1857.0;16606.5088;4.63;0.3633;99.89;0.11;0.0;98.95;1.05;0.0;2118.7567;2012.1266;301.1753
4211058;SC;20.0;285.0;20798.0;11177.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;508.0;18382.7747;13.18;0.5039;90.73;5.92;3.35;32.04;21.15;46.82;3789.5141;1658.578;5651.0753
4211108;SC;16.0;458.0;33010.0;14299.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1299.0;49045.717;6.59;0.745;89.22;8.16;2.62;32.6;25.07;42.33;4691.4901;3274.9163;11622.614
4211207;SC;14.0;263.0;3590.0;162.0;1.2 - Lenha;True;2025;953.0;6167.4934;9.67;0.3468;99.58;0.42;0.0;94.67;5.33;0.0;1069.953;2109.2147;11.6474
4211256;SC;18.0;335.0;9810.0;6373.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1189.0;21059.4574;11.8;0.544;97.44;1.71;0.85;61.35;11.38;27.26;3995.7376999999997;552.8065;590.4005
4211306;SC;12.0;107.0;3682.0;;;False;2025;466.0;6675.9143;9.81;0.6526;94.6;4.54;0.86;62.91;19.42;17.67;892.5493999999999;1496.6973;211.4481
4211405;SC;18.0;282.0;4991.0;314.0;1.2 - Lenha;True;2025;644.0;5558.3362;6.65;0.4323;100.0;0.0;0.0;100.0;0.0;0.0;1884.4875;463.6193;124.2098
4211454;SC;20.0;552.0;8826.0;1740.0;1.2 - Lenha;True;2025;1189.0;11666.7288;12.3;0.4816;99.83;0.17;0.0;98.14;1.86;0.0;1657.2835;1876.0192;1116.9462
4211504;SC;18.0;491.0;12315.0;13321.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1160.0;22163.1276;13.75;0.8451;96.2;3.54;0.26;79.14;16.27;4.58;444.2036;819.5193;3489.959
4211603;SC;18.0;542.0;15580.0;7070.0;1.2 - Lenha;True;2025;2250.0;22346.8036;9.49;0.348;99.2;0.76;0.04;88.21;9.95;1.83;10036.4713;1336.2595;103.704
4211652;SC;20.0;472.0;12717.0;1389.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1001.0;14023.7815;10.33;0.6165;99.9;0.1;0.0;98.62;1.38;0.0;3765.4894;1817.0829;1857.6685
4211702;SC;14.0;1260.0;31411.0;16740.0;1.2 - Lenha;True;2025;2919.0;35151.9754;9.02;0.6489;98.83;0.89;0.27;85.61;6.38;8.0;1895.1541;7698.6374;2011.5625
4211751;SC;20.0;508.0;74153.0;139372.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1126.0;81533.186;9.12;0.9365;81.15;13.2;5.66;21.04;24.15;54.8;5892.8766000000005;5541.4295;37636.1641
