cod_municipio;variavel;faixa_harmonizada;valor;ano_referencia;classificacao
2403608;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2403608;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2403608;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;;2017;harmonizada
2403608;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;304.0;2017;harmonizada
2403608;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;;2017;harmonizada
2403608;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;621.0;2017;harmonizada
2403707;Número de estabelecimentos agropecuários;ate_10_ha;100.0;2017;harmonizada
2403707;Número de estabelecimentos agropecuários;mais_1000_ha;0.0;2017;harmonizada
2403707;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;21.0;2017;harmonizada
2403707;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;129.0;2017;harmonizada
2403707;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;1.0;2017;harmonizada
2403707;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;42.0;2017;harmonizada
2403707;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2403707;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2403707;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;4094.0;2017;harmonizada
2403707;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;3540.0;2017;harmonizada
2403707;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;;2017;harmonizada
2403707;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;2821.0;2017;harmonizada
2403756;Número de estabelecimentos agropecuários;ate_10_ha;3.0;2017;harmonizada
2403756;Número de estabelecimentos agropecuários;mais_1000_ha;6.0;2017;harmonizada
2403756;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;21.0;2017;harmonizada
2403756;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;30.0;2017;harmonizada
2403756;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;9.0;2017;harmonizada
2403756;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;9.0;2017;harmonizada
2403756;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2403756;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2403756;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;3566.0;2017;harmonizada
2403756;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;;2017;harmonizada
2403756;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;5771.0;2017;harmonizada
2403756;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;691.0;2017;harmonizada
2403806;Número de estabelecimentos agropecuários;ate_10_ha;163.0;2017;harmonizada
2403806;Número de estabelecimentos agropecuários;mais_1000_ha;4.0;2017;harmonizada
2403806;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;64.0;2017;harmonizada
2403806;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;164.0;2017;harmonizada
2403806;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;10.0;2017;harmonizada
2403806;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;66.0;2017;harmonizada
2403806;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2403806;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2403806;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;14515.0;2017;harmonizada
2403806;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;3620.0;2017;harmonizada
2403806;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;6939.0;2017;harmonizada
2403806;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;4269.0;2017;harmonizada
2403905;Número de estabelecimentos agropecuários;ate_10_ha;117.0;2017;harmonizada
2403905;Número de estabelecimentos agropecuários;mais_1000_ha;0.0;2017;harmonizada
2403905;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;26.0;2017;harmonizada
2403905;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;61.0;2017;harmonizada
2403905;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;0.0;2017;harmonizada
2403905;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;23.0;2017;harmonizada
2403905;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2403905;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2403905;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;4868.0;2017;harmonizada
2403905;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;1503.0;2017;harmonizada
2403905;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;;2017;harmonizada
2403905;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;1670.0;2017;harmonizada
2404002;Número de estabelecimentos agropecuários;ate_10_ha;141.0;2017;harmonizada
2404002;Número de estabelecimentos agropecuários;mais_1000_ha;0.0;2017;harmonizada
2404002;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;10.0;2017;harmonizada
2404002;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;64.0;2017;harmonizada
2404002;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;0.0;2017;harmonizada
2404002;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;12.0;2017;harmonizada
2404002;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2404002;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2404002;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;;2017;harmonizada
2404002;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;1275.0;2017;harmonizada
2404002;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;;2017;harmonizada
2404002;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;820.0;2017;harmonizada
2404101;Número de estabelecimentos agropecuários;ate_10_ha;1.0;2017;harmonizada
2404101;Número de estabelecimentos agropecuários;mais_1000_ha;1.0;2017;harmonizada
2404101;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;5.0;2017;harmonizada
2404101;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;35.0;2017;harmonizada
2404101;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;0.0;2017;harmonizada
2404101;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;4.0;2017;harmonizada
2404101;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2404101;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2404101;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;;2017;harmonizada
2404101;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;;2017;harmonizada
2404101;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;;2017;harmonizada
2404101;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;253.0;2017;harmonizada
2404200;Número de estabelecimentos agropecuários;ate_10_ha;122.0;2017;harmonizada
2404200;Número de estabelecimentos agropecuários;mais_1000_ha;2.0;2017;harmonizada
2404200;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;14.0;2017;harmonizada
2404200;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;29.0;2017;harmonizada
2404200;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;2.0;2017;harmonizada
2404200;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;6.0;2017;harmonizada
2404200;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2404200;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2404200;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;2600.0;2017;harmonizada
2404200;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;613.0;2017;harmonizada
2404200;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;;2017;harmonizada
2404200;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;356.0;2017;harmonizada
2404309;Número de estabelecimentos agropecuários;ate_10_ha;127.0;2017;harmonizada
2404309;Número de estabelecimentos agropecuários;mais_1000_ha;3.0;2017;harmonizada
2404309;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;48.0;2017;harmonizada
2404309;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;467.0;2017;harmonizada
2404309;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;8.0;2017;harmonizada
2404309;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;41.0;2017;harmonizada
2404309;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2404309;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2404309;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;8583.0;2017;harmonizada
2404309;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;10779.0;2017;harmonizada
2404309;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;5476.0;2017;harmonizada
2404309;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;2954.0;2017;harmonizada
2404408;Número de estabelecimentos agropecuários;ate_10_ha;34.0;2017;harmonizada
2404408;Número de estabelecimentos agropecuários;mais_1000_ha;1.0;2017;harmonizada
2404408;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;4.0;2017;harmonizada
2404408;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;38.0;2017;harmonizada
2404408;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;1.0;2017;harmonizada
2404408;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;6.0;2017;harmonizada
2404408;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2404408;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2404408;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;;2017;harmonizada
2404408;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;776.0;2017;harmonizada
2404408;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;;2017;harmonizada
2404408;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;453.0;2017;harmonizada
2404507;Número de estabelecimentos agropecuários;ate_10_ha;14.0;2017;harmonizada
2404507;Número de estabelecimentos agropecuários;mais_1000_ha;1.0;2017;harmonizada
2404507;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;22.0;2017;harmonizada
2404507;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;84.0;2017;harmonizada
2404507;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;2.0;2017;harmonizada
2404507;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;13.0;2017;harmonizada
2404507;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2404507;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2404507;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;4372.0;2017;harmonizada
2404507;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;1858.0;2017;harmonizada
2404507;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;;2017;harmonizada
2404507;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;916.0;2017;harmonizada
2404606;Número de estabelecimentos agropecuários;ate_10_ha;388.0;2017;harmonizada
2404606;Número de estabelecimentos agropecuários;mais_1000_ha;5.0;2017;harmonizada
2404606;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;22.0;2017;harmonizada
2404606;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;311.0;2017;harmonizada
2404606;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;4.0;2017;harmonizada
2404606;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;16.0;2017;harmonizada
2404606;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2404606;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2404606;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;5403.0;2017;harmonizada
2404606;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;4815.0;2017;harmonizada
2404606;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;;2017;harmonizada
2404606;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;1263.0;2017;harmonizada
2404705;Número de estabelecimentos agropecuários;ate_10_ha;239.0;2017;harmonizada
2404705;Número de estabelecimentos agropecuários;mais_1000_ha;2.0;2017;harmonizada
2404705;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;20.0;2017;harmonizada
2404705;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;199.0;2017;harmonizada
2404705;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;4.0;2017;harmonizada
2404705;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;28.0;2017;harmonizada
2404705;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2404705;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2404705;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;4052.0;2017;harmonizada
2404705;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;4124.0;2017;harmonizada
2404705;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;2423.0;2017;harmonizada
2404705;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;2021.0;2017;harmonizada
2404804;Número de estabelecimentos agropecuários;ate_10_ha;20.0;2017;harmonizada
2404804;Número de estabelecimentos agropecuários;mais_1000_ha;0.0;2017;harmonizada
2404804;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;18.0;2017;harmonizada
2404804;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;40.0;2017;harmonizada
2404804;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;4.0;2017;harmonizada
2404804;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;8.0;2017;harmonizada
2404804;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2404804;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2404804;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;3971.0;2017;harmonizada
2404804;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;756.0;2017;harmonizada
2404804;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;2554.0;2017;harmonizada
2404804;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;594.0;2017;harmonizada
2404853;Número de estabelecimentos agropecuários;ate_10_ha;27.0;2017;harmonizada
2404853;Número de estabelecimentos agropecuários;mais_1000_ha;0.0;2017;harmonizada
2404853;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;19.0;2017;harmonizada
2404853;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;26.0;2017;harmonizada
2404853;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;3.0;2017;harmonizada
2404853;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;12.0;2017;harmonizada
2404853;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2404853;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2404853;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;4059.0;2017;harmonizada
2404853;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;630.0;2017;harmonizada
2404853;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;2388.0;2017;harmonizada
2404853;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;860.0;2017;harmonizada
2404903;Número de estabelecimentos agropecuários;ate_10_ha;16.0;2017;harmonizada
2404903;Número de estabelecimentos agropecuários;mais_1000_ha;0.0;2017;harmonizada
2404903;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;14.0;2017;harmonizada
2404903;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;33.0;2017;harmonizada
2404903;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;0.0;2017;harmonizada
2404903;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;6.0;2017;harmonizada
2404903;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2404903;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2404903;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;2814.0;2017;harmonizada
2404903;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;814.0;2017;harmonizada
2404903;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;;2017;harmonizada
2404903;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;325.0;2017;harmonizada
2405009;Número de estabelecimentos agropecuários;ate_10_ha;239.0;2017;harmonizada
2405009;Número de estabelecimentos agropecuários;mais_1000_ha;0.0;2017;harmonizada
2405009;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;2.0;2017;harmonizada
2405009;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;38.0;2017;harmonizada
2405009;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;1.0;2017;harmonizada
2405009;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;6.0;2017;harmonizada
2405009;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2405009;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2405009;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;;2017;harmonizada
2405009;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;805.0;2017;harmonizada
2405009;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;;2017;harmonizada
2405009;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;398.0;2017;harmonizada
2405108;Número de estabelecimentos agropecuários;ate_10_ha;26.0;2017;harmonizada
2405108;Número de estabelecimentos agropecuários;mais_1000_ha;5.0;2017;harmonizada
2405108;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;21.0;2017;harmonizada
2405108;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;136.0;2017;harmonizada
2405108;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;5.0;2017;harmonizada
2405108;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;18.0;2017;harmonizada
2405108;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2405108;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2405108;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;4024.0;2017;harmonizada
2405108;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;3534.0;2017;harmonizada
2405108;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;3000.0;2017;harmonizada
2405108;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;1282.0;2017;harmonizada
2405207;Número de estabelecimentos agropecuários;ate_10_ha;54.0;2017;harmonizada
2405207;Número de estabelecimentos agropecuários;mais_1000_ha;1.0;2017;harmonizada
2405207;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;46.0;2017;harmonizada
2405207;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;98.0;2017;harmonizada
2405207;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;6.0;2017;harmonizada
2405207;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;29.0;2017;harmonizada
2405207;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2405207;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2405207;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;9818.0;2017;harmonizada
2405207;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;2652.0;2017;harmonizada
2405207;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;4317.0;2017;harmonizada
2405207;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;1883.0;2017;harmonizada
2405306;Número de estabelecimentos agropecuários;ate_10_ha;542.0;2017;harmonizada
2405306;Número de estabelecimentos agropecuários;mais_1000_ha;1.0;2017;harmonizada
2405306;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;11.0;2017;harmonizada
2405306;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;151.0;2017;harmonizada
2405306;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;3.0;2017;harmonizada
2405306;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;13.0;2017;harmonizada
2405306;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2405306;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2405306;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;;2017;harmonizada
2405306;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;2945.0;2017;harmonizada
2405306;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;2270.0;2017;harmonizada
2405306;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;891.0;2017;harmonizada
2405405;Número de estabelecimentos agropecuários;ate_10_ha;32.0;2017;harmonizada
2405405;Número de estabelecimentos agropecuários;mais_1000_ha;0.0;2017;harmonizada
2405405;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;27.0;2017;harmonizada
2405405;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;58.0;2017;harmonizada
2405405;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;0.0;2017;harmonizada
2405405;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;24.0;2017;harmonizada
2405405;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2405405;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2405405;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;4770.0;2017;harmonizada
2405405;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;1517.0;2017;harmonizada
2405405;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;;2017;harmonizada
2405405;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;1807.0;2017;harmonizada
2405504;Número de estabelecimentos agropecuários;ate_10_ha;33.0;2017;harmonizada
2405504;Número de estabelecimentos agropecuários;mais_1000_ha;7.0;2017;harmonizada
2405504;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;27.0;2017;harmonizada
2405504;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;45.0;2017;harmonizada
2405504;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;3.0;2017;harmonizada
2405504;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;19.0;2017;harmonizada
2405504;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2405504;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2405504;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;5054.0;2017;harmonizada
2405504;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;968.0;2017;harmonizada
2405504;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;;2017;harmonizada
2405504;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;1380.0;2017;harmonizada
2405603;Número de estabelecimentos agropecuários;ate_10_ha;56.0;2017;harmonizada
2405603;Número de estabelecimentos agropecuários;mais_1000_ha;3.0;2017;harmonizada
2405603;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;54.0;2017;harmonizada
2405603;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;94.0;2017;harmonizada
2405603;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;4.0;2017;harmonizada
2405603;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;36.0;2017;harmonizada
2405603;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2405603;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2405603;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;10214.0;2017;harmonizada
2405603;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;2451.0;2017;harmonizada
2405603;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;;2017;harmonizada
2405603;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;2487.0;2017;harmonizada
2405702;Número de estabelecimentos agropecuários;ate_10_ha;127.0;2017;harmonizada
2405702;Número de estabelecimentos agropecuários;mais_1000_ha;2.0;2017;harmonizada
2405702;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;43.0;2017;harmonizada
2405702;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;208.0;2017;harmonizada
2405702;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;7.0;2017;harmonizada
2405702;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;57.0;2017;harmonizada
2405702;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2405702;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2405702;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;8513.0;2017;harmonizada
2405702;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;5832.0;2017;harmonizada
2405702;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;4758.0;2017;harmonizada
2405702;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;3916.0;2017;harmonizada
2405801;Número de estabelecimentos agropecuários;ate_10_ha;249.0;2017;harmonizada
2405801;Número de estabelecimentos agropecuários;mais_1000_ha;6.0;2017;harmonizada
2405801;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;41.0;2017;harmonizada
2405801;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;540.0;2017;harmonizada
2405801;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;6.0;2017;harmonizada
2405801;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;30.0;2017;harmonizada
2405801;Área dos estabelecimentos agropecuários;ate_10_ha;870.0;2017;harmonizada
2405801;Área dos estabelecimentos agropecuários;mais_1000_ha;9113.0;2017;harmonizada
2405801;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;9427.0;2017;harmonizada
2405801;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;12793.0;2017;harmonizada
2405801;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;4147.0;2017;harmonizada
2405801;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;1961.0;2017;harmonizada
2405900;Número de estabelecimentos agropecuários;ate_10_ha;85.0;2017;harmonizada
2405900;Número de estabelecimentos agropecuários;mais_1000_ha;0.0;2017;harmonizada
2405900;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;8.0;2017;harmonizada
2405900;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;84.0;2017;harmonizada
2405900;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;1.0;2017;harmonizada
2405900;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;6.0;2017;harmonizada
2405900;Área dos estabelecimentos agropecuários;ate_10_ha;;2017;harmonizada
2405900;Área dos estabelecimentos agropecuários;mais_1000_ha;;2017;harmonizada
2405900;Área dos estabelecimentos agropecuários;mais_100_ate_500_ha;2226.0;2017;harmonizada
2405900;Área dos estabelecimentos agropecuários;mais_10_ate_50_ha;1523.0;2017;harmonizada
2405900;Área dos estabelecimentos agropecuários;mais_500_ate_1000_ha;;2017;harmonizada
2405900;Área dos estabelecimentos agropecuários;mais_50_ate_100_ha;389.0;2017;harmonizada
2406007;Número de estabelecimentos agropecuários;ate_10_ha;258.0;2017;harmonizada
2406007;Número de estabelecimentos agropecuários;mais_1000_ha;0.0;2017;harmonizada
2406007;Número de estabelecimentos agropecuários;mais_100_ate_500_ha;7.0;2017;harmonizada
2406007;Número de estabelecimentos agropecuários;mais_10_ate_50_ha;181.0;2017;harmonizada
2406007;Número de estabelecimentos agropecuários;mais_500_ate_1000_ha;2.0;2017;harmonizada
2406007;Número de estabelecimentos agropecuários;mais_50_ate_100_ha;28.0;2017;harmonizada
