cod_municipio;uf;modulo_fiscal_ha;numero_estabelecimentos_censo;area_estabelecimentos_censo_ha;valor_producao_florestal;produto_florestal_predominante;silvicultura_presente;ano_referencia_pevs
2612208;PE;65.0;1988.0;51624.0;;;False;2025
2612307;PE;35.0;1469.0;15681.0;;;False;2025
2612406;PE;20.0;873.0;13573.0;;;False;2025
2612455;PE;70.0;1937.0;68374.0;;;False;2025
2612471;PE;40.0;1127.0;5725.0;;;False;2025
2612505;PE;20.0;435.0;17546.0;;;False;2025
2612554;PE;70.0;2030.0;51582.0;;;False;2025
2612604;PE;55.0;4359.0;80323.0;;;False;2025
2612703;PE;22.0;1740.0;3639.0;;;False;2025
2612802;PE;40.0;813.0;8451.0;;;False;2025
2612901;PE;14.0;557.0;9798.0;1264.0;1.2 - Lenha;True;2025
2613008;PE;20.0;4101.0;34210.0;;;False;2025
2613107;PE;20.0;1684.0;12531.0;;;False;2025
2613206;PE;35.0;2749.0;15307.0;;;False;2025
2613305;PE;35.0;1141.0;6107.0;;;False;2025
2613404;PE;14.0;326.0;4143.0;418.0;1.2 - Lenha;True;2025
2613503;PE;65.0;2975.0;68341.0;;;False;2025
2613602;PE;40.0;2765.0;41226.0;1862.0;1.2 - Lenha;True;2025
2613701;PE;7.0;727.0;13533.0;;;False;2025
2613800;PE;20.0;478.0;5914.0;;;False;2025
2613909;PE;40.0;4229.0;171938.0;;;False;2025
2614006;PE;65.0;2223.0;81814.0;;;False;2025
2614105;PE;65.0;3589.0;146121.0;;;False;2025
2614204;PE;14.0;718.0;35143.0;;;False;2025
2614303;PE;70.0;779.0;25750.0;;;False;2025
2614402;PE;40.0;807.0;6234.0;;;False;2025
2614501;PE;26.0;2442.0;10734.0;;;False;2025
2614600;PE;40.0;1741.0;19956.0;23.0;1.2 - Lenha;True;2025
2614709;PE;20.0;571.0;4781.0;;;False;2025
2614808;PE;65.0;3061.0;25037.0;;;False;2025
2614857;PE;14.0;571.0;5858.0;;;False;2025
2615003;PE;20.0;1584.0;29574.0;;;False;2025
2615102;PE;35.0;850.0;8776.0;;;False;2025
2615201;PE;65.0;457.0;13717.0;;;False;2025
2615300;PE;14.0;706.0;13626.0;;;False;2025
2615409;PE;20.0;33.0;512.0;;;False;2025
2615508;PE;14.0;242.0;9830.0;;;False;2025
2615607;PE;70.0;1196.0;8561.0;;;False;2025
2615706;PE;40.0;1687.0;9973.0;;;False;2025
2615805;PE;35.0;2635.0;33960.0;;;False;2025
2615904;PE;40.0;373.0;11120.0;19.0;1.2 - Lenha;True;2025
2616001;PE;35.0;1134.0;20797.0;;;False;2025
2616100;PE;65.0;1243.0;20805.0;;;False;2025
2616183;PE;26.0;610.0;3039.0;;;False;2025
2616209;PE;20.0;790.0;12201.0;;;False;2025
2616308;PE;14.0;768.0;16908.0;;;False;2025
2616407;PE;14.0;1834.0;20961.0;;;False;2025
2616506;PE;14.0;119.0;3512.0;;;False;2025
2700102;AL;70.0;2122.0;19445.0;;;False;2025
2700201;AL;35.0;270.0;9686.0;78.0;1.2 - Lenha;True;2025
2700300;AL;15.0;2930.0;13195.0;135.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2700409;AL;16.0;440.0;26192.0;10378.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2700508;AL;18.0;15.0;19471.0;;;False;2025
2700607;AL;30.0;15.0;1612.0;;;False;2025
2700706;AL;70.0;735.0;21178.0;;;False;2025
2700805;AL;35.0;232.0;2886.0;12.0;1.1 - Carvão vegetal;True;2025
2700904;AL;70.0;498.0;10347.0;;;False;2025
2701001;AL;30.0;210.0;18378.0;415.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2701100;AL;16.0;543.0;7410.0;380.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2701209;AL;35.0;774.0;18557.0;14.0;1.2 - Lenha;True;2025
2701308;AL;16.0;163.0;10305.0;36.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2701357;AL;16.0;124.0;3105.0;31.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2701407;AL;30.0;337.0;21230.0;620.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2701506;AL;35.0;1302.0;12283.0;;;False;2025
2701605;AL;70.0;1692.0;38247.0;;;False;2025
2701704;AL;16.0;252.0;16186.0;3173.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2701803;AL;70.0;616.0;6306.0;;;False;2025
2701902;AL;16.0;420.0;22340.0;274.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2702009;AL;15.0;1712.0;5408.0;20.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2702108;AL;16.0;354.0;14625.0;96.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2702207;AL;12.0;41.0;658.0;;;False;2025
2702306;AL;30.0;700.0;52349.0;293.0;1.2 - Lenha;True;2025
2702355;AL;15.0;2932.0;15316.0;;;False;2025
2702405;AL;70.0;973.0;23194.0;;;False;2025
2702504;AL;70.0;1156.0;8875.0;7.0;1.2 - Lenha;True;2025
2702553;AL;35.0;2676.0;15691.0;;;False;2025
2702603;AL;15.0;3275.0;11260.0;1.0;1.2 - Lenha;True;2025
2702702;AL;60.0;263.0;7074.0;;;False;2025
2702801;AL;16.0;558.0;23043.0;368.0;1.2 - Lenha;True;2025
2702900;AL;15.0;4141.0;27773.0;1.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2703007;AL;16.0;419.0;11739.0;185.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2703106;AL;35.0;2946.0;19613.0;46.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2703205;AL;60.0;1414.0;28389.0;;;False;2025
2703304;AL;70.0;1745.0;25968.0;;;False;2025
2703403;AL;70.0;538.0;14183.0;;;False;2025
2703502;AL;16.0;444.0;16011.0;332.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2703601;AL;16.0;158.0;4856.0;130.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2703700;AL;70.0;401.0;7294.0;;;False;2025
2703759;AL;30.0;224.0;16988.0;162.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2703809;AL;16.0;751.0;12715.0;125.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2703908;AL;16.0;215.0;4008.0;610.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2704005;AL;35.0;1563.0;17329.0;9.0;1.2 - Lenha;True;2025
2704104;AL;15.0;1583.0;5437.0;4.0;1.2 - Lenha;True;2025
2704203;AL;35.0;1985.0;13802.0;68.0;1.2 - Lenha;True;2025
2704302;AL;7.0;44.0;18050.0;23818.0;1.2 - Lenha;True;2025
2704401;AL;70.0;1985.0;27145.0;21.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2704500;AL;16.0;1180.0;15144.0;418.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2704609;AL;70.0;982.0;17731.0;;;False;2025
2704708;AL;12.0;101.0;14265.0;;;False;2025
2704807;AL;35.0;290.0;8621.0;8.0;1.1 - Carvão vegetal;True;2025
2704906;AL;35.0;341.0;8756.0;90.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2705002;AL;70.0;3260.0;34299.0;;;False;2025
2705101;AL;16.0;312.0;15498.0;;;False;2025
2705200;AL;16.0;258.0;13398.0;;;False;2025
2705309;AL;35.0;793.0;12955.0;;;False;2025
2705408;AL;70.0;316.0;4760.0;;;False;2025
2705507;AL;16.0;594.0;28912.0;30.0;1.2 - Lenha;True;2025
2705606;AL;16.0;281.0;9009.0;84.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2705705;AL;70.0;1440.0;9766.0;;;False;2025
2705804;AL;70.0;722.0;11604.0;;;False;2025
2705903;AL;35.0;898.0;12986.0;;;False;2025
2706000;AL;70.0;1593.0;10681.0;;;False;2025
2706109;AL;70.0;835.0;11938.0;;;False;2025
2706208;AL;70.0;120.0;1927.0;;;False;2025
2706307;AL;35.0;3492.0;22284.0;;;False;2025
2706406;AL;70.0;1539.0;41644.0;;;False;2025
2706422;AL;70.0;757.0;3371.0;;;False;2025
2706448;AL;18.0;84.0;3053.0;2152.0;1.2 - Lenha;True;2025
2706505;AL;16.0;123.0;18480.0;;;False;2025
2706604;AL;35.0;337.0;9123.0;83.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2706703;AL;50.0;1445.0;42709.0;;;False;2025
2706802;AL;60.0;206.0;4431.0;13.0;1.2 - Lenha;True;2025
2706901;AL;12.0;145.0;11630.0;;;False;2025
2707008;AL;16.0;325.0;5241.0;;;False;2025
2707107;AL;70.0;1074.0;18772.0;;;False;2025
2707206;AL;70.0;1486.0;16875.0;;;False;2025
2707305;AL;16.0;416.0;20717.0;235.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2707404;AL;16.0;241.0;15756.0;25.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2707503;AL;60.0;1209.0;11666.0;;;False;2025
2707602;AL;35.0;800.0;19289.0;;;False;2025
2707701;AL;12.0;73.0;25205.0;;;False;2025
2707800;AL;30.0;78.0;13634.0;32.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2707909;AL;12.0;19.0;3374.0;;;False;2025
2708006;AL;70.0;2351.0;21932.0;;;False;2025
2708105;AL;16.0;1679.0;20914.0;6.0;1.2 - Lenha;True;2025
2708204;AL;35.0;467.0;7237.0;;;False;2025
2708303;AL;16.0;356.0;35809.0;160.0;1.2 - Lenha;True;2025
2708402;AL;70.0;2468.0;26527.0;;;False;2025
2708501;AL;16.0;883.0;32043.0;77.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2708600;AL;30.0;148.0;31617.0;115.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2708709;AL;16.0;111.0;4987.0;83.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2708808;AL;35.0;2625.0;18089.0;16.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2708907;AL;12.0;23.0;1887.0;;;False;2025
2708956;AL;70.0;1558.0;19132.0;;;False;2025
2709004;AL;35.0;460.0;8026.0;;;False;2025
2709103;AL;15.0;2183.0;8892.0;;;False;2025
2709152;AL;35.0;529.0;17971.0;199.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2709202;AL;30.0;3163.0;40987.0;;;False;2025
2709301;AL;16.0;1650.0;22641.0;608.0;1.2 - Lenha;True;2025
2709400;AL;16.0;837.0;21361.0;6763.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2800100;SE;45.0;44.0;3321.0;;;False;2025
2800209;SE;40.0;1516.0;27558.0;;;False;2025
2800308;SE;7.0;114.0;489.0;;;False;2025
2800407;SE;30.0;983.0;15932.0;;;False;2025
2800506;SE;35.0;873.0;4578.0;;;False;2025
2800605;SE;5.0;266.0;1609.0;;;False;2025
2800670;SE;30.0;2555.0;16873.0;;;False;2025
2800704;SE;18.0;459.0;6651.0;;;False;2025
2801009;SE;35.0;1156.0;12488.0;;;False;2025
2801108;SE;45.0;456.0;13852.0;;;False;2025
2801207;SE;70.0;1229.0;49965.0;;;False;2025
2801306;SE;30.0;1511.0;33282.0;;;False;2025
2801405;SE;70.0;1883.0;51486.0;;;False;2025
2801504;SE;18.0;118.0;3453.0;;;False;2025
2801603;SE;40.0;358.0;5980.0;;;False;2025
2801702;SE;35.0;1243.0;14297.0;;;False;2025
2801900;SE;40.0;439.0;14443.0;;;False;2025
2802007;SE;30.0;165.0;8144.0;;;False;2025
2802106;SE;10.0;1844.0;28568.0;1329.0;1.2 - Lenha;True;2025
2802205;SE;70.0;562.0;19886.0;;;False;2025
2802304;SE;70.0;917.0;27065.0;;;False;2025
2802403;SE;70.0;2253.0;46153.0;;;False;2025
2802502;SE;18.0;183.0;2213.0;;;False;2025
2802601;SE;70.0;942.0;21759.0;;;False;2025
2802700;SE;18.0;331.0;2341.0;;;False;2025
2802809;SE;10.0;1794.0;19616.0;10.0;1.2 - Lenha;True;2025
2802908;SE;20.0;3262.0;13560.0;;;False;2025
2803005;SE;30.0;3591.0;36062.0;12.0;1.2 - Lenha;True;2025
2803104;SE;70.0;727.0;15215.0;;;False;2025
2803203;SE;10.0;1780.0;35454.0;8073.0;1.2 - Lenha;True;2025
2803302;SE;30.0;859.0;19724.0;3070.0;1.2 - Lenha;True;2025
2803401;SE;35.0;983.0;19932.0;247.0;1.2 - Lenha;True;2025
2803500;SE;35.0;6909.0;73120.0;;;False;2025
2803609;SE;30.0;263.0;14530.0;;;False;2025
2803708;SE;60.0;492.0;9501.0;;;False;2025
2803807;SE;40.0;171.0;4384.0;;;False;2025
2803906;SE;30.0;1189.0;7399.0;;;False;2025
2804003;SE;35.0;94.0;8199.0;;;False;2025
2804102;SE;20.0;2205.0;6912.0;;;False;2025
2804201;SE;70.0;1162.0;28728.0;;;False;2025
2804300;SE;40.0;331.0;6634.0;;;False;2025
2804409;SE;35.0;976.0;13593.0;1584.0;1.2 - Lenha;True;2025
2804458;SE;70.0;2011.0;30983.0;;;False;2025
2804508;SE;70.0;2992.0;60419.0;;;False;2025
2804607;SE;40.0;1415.0;42046.0;;;False;2025
2804706;SE;60.0;396.0;6664.0;;;False;2025
2804805;SE;10.0;331.0;5583.0;;;False;2025
2804904;SE;20.0;1305.0;16204.0;212.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2805000;SE;70.0;293.0;7202.0;;;False;2025
2805109;SE;30.0;592.0;3216.0;;;False;2025
2805208;SE;70.0;478.0;11009.0;;;False;2025
2805307;SE;18.0;675.0;8735.0;;;False;2025
2805406;SE;70.0;4077.0;88008.0;;;False;2025
2805505;SE;40.0;2105.0;30167.0;;;False;2025
2805604;SE;70.0;2647.0;56698.0;;;False;2025
2805703;SE;35.0;637.0;5581.0;;;False;2025
2805802;SE;35.0;3594.0;34617.0;;;False;2025
2805901;SE;35.0;256.0;3977.0;;;False;2025
2806008;SE;70.0;1847.0;22167.0;;;False;2025
2806107;SE;30.0;160.0;5732.0;;;False;2025
2806206;SE;30.0;2075.0;19993.0;;;False;2025
2806305;SE;10.0;1172.0;19876.0;;;False;2025
2806404;SE;35.0;60.0;2903.0;1.0;1.2 - Lenha;True;2025
2806503;SE;35.0;465.0;6844.0;;;False;2025
2806602;SE;20.0;734.0;10963.0;;;False;2025
2806701;SE;10.0;946.0;16494.0;;;False;2025
2806800;SE;30.0;1509.0;5333.0;;;False;2025
2806909;SE;40.0;165.0;7391.0;;;False;2025
2807006;SE;70.0;561.0;11912.0;;;False;2025
2807105;SE;40.0;3491.0;39825.0;;;False;2025
2807204;SE;35.0;492.0;16233.0;;;False;2025
2807303;SE;40.0;137.0;5669.0;;;False;2025
2807402;SE;70.0;3545.0;63610.0;;;False;2025
2807501;SE;40.0;1832.0;19177.0;;;False;2025
2807600;SE;14.0;1092.0;10681.0;;;False;2025
2900108;BA;65.0;919.0;11806.0;;;False;2025
2900207;BA;65.0;1885.0;44919.0;;;False;2025
2900306;BA;30.0;1337.0;13242.0;1311.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2900355;BA;30.0;3249.0;54796.0;;;False;2025
2900405;BA;60.0;2165.0;27722.0;1364.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2900504;BA;65.0;1989.0;23200.0;;;False;2025
2900603;BA;35.0;329.0;11623.0;;;False;2025
2900702;BA;30.0;2546.0;39649.0;33255.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2900801;BA;35.0;1246.0;52705.0;126419.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2900900;BA;20.0;197.0;19191.0;;;False;2025
2901007;BA;35.0;2727.0;39532.0;;;False;2025
2901106;BA;30.0;323.0;6411.0;;;False;2025
2901155;BA;65.0;1301.0;39174.0;;;False;2025
2901205;BA;35.0;2475.0;57058.0;;;False;2025
2901304;BA;65.0;954.0;74115.0;;;False;2025
2901353;BA;65.0;2401.0;78649.0;;;False;2025
2901403;BA;65.0;1292.0;70814.0;;;False;2025
2901502;BA;60.0;839.0;10767.0;;;False;2025
2901601;BA;30.0;1823.0;30766.0;;;False;2025
2901700;BA;60.0;2064.0;21947.0;;;False;2025
2901809;BA;65.0;843.0;15175.0;;;False;2025
2901908;BA;30.0;2633.0;41121.0;5132.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2901957;BA;35.0;416.0;8255.0;;;False;2025
2902005;BA;65.0;3017.0;84991.0;;;False;2025
2902054;BA;30.0;851.0;21862.0;19727.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2902104;BA;50.0;4779.0;88924.0;824.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2902203;BA;30.0;771.0;25033.0;10917.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2902252;BA;20.0;768.0;20952.0;;;False;2025
2902302;BA;30.0;914.0;10326.0;;;False;2025
2902401;BA;20.0;378.0;35045.0;;;False;2025
2902500;BA;65.0;2130.0;191494.0;;;False;2025
2902609;BA;60.0;2642.0;84169.0;;;False;2025
2902658;BA;30.0;1754.0;16662.0;;;False;2025
2902708;BA;65.0;2904.0;77129.0;;;False;2025
2902807;BA;65.0;3774.0;86821.0;;;False;2025
2902906;BA;35.0;1996.0;57643.0;;;False;2025
2903003;BA;65.0;1995.0;58597.0;;;False;2025
2903102;BA;20.0;461.0;20050.0;;;False;2025
2903201;BA;65.0;2192.0;453357.0;;;False;2025
2903235;BA;65.0;1866.0;30550.0;;;False;2025
2903276;BA;50.0;1589.0;11225.0;;;False;2025
2903300;BA;20.0;393.0;16935.0;;;False;2025
2903409;BA;20.0;1397.0;109134.0;89751.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2903508;BA;35.0;1272.0;21967.0;;;False;2025
2903607;BA;50.0;2577.0;24410.0;10.0;1.2 - Lenha;True;2025
2903706;BA;35.0;2080.0;56075.0;;;False;2025
2903805;BA;60.0;2536.0;202231.0;;;False;2025
2903904;BA;65.0;3721.0;159194.0;;;False;2025
2903953;BA;35.0;1570.0;20938.0;;;False;2025
2904001;BA;65.0;1114.0;20185.0;;;False;2025
2904050;BA;65.0;1678.0;46120.0;;;False;2025
2904100;BA;65.0;3082.0;50406.0;;;False;2025
2904209;BA;65.0;2223.0;28733.0;;;False;2025
2904308;BA;35.0;1428.0;38899.0;;;False;2025
2904407;BA;65.0;1410.0;106701.0;;;False;2025
2904506;BA;65.0;1640.0;31797.0;;;False;2025
2904605;BA;65.0;4600.0;98853.0;;;False;2025
2904704;BA;20.0;571.0;15516.0;;;False;2025
2904753;BA;65.0;2211.0;138170.0;;;False;2025
2904803;BA;35.0;679.0;46067.0;;;False;2025
2904852;BA;30.0;3118.0;13559.0;;;False;2025
2904902;BA;30.0;1989.0;16480.0;2810.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2905008;BA;65.0;2499.0;41953.0;;;False;2025
2905107;BA;60.0;1035.0;37468.0;;;False;2025
2905156;BA;35.0;1873.0;47814.0;;;False;2025
2905206;BA;65.0;4555.0;68691.0;;;False;2025
2905305;BA;65.0;2227.0;28456.0;;;False;2025
2905404;BA;40.0;26.0;4717.0;;;False;2025
2905503;BA;65.0;1597.0;30736.0;;;False;2025
2905602;BA;20.0;747.0;32864.0;;;False;2025
2905701;BA;7.0;1175.0;17724.0;;;False;2025
2905800;BA;20.0;2692.0;40078.0;;;False;2025
2905909;BA;65.0;5260.0;113850.0;;;False;2025
2906006;BA;65.0;5840.0;223868.0;;;False;2025
2906105;BA;65.0;1601.0;30285.0;;;False;2025
2906204;BA;65.0;2588.0;40482.0;;;False;2025
2906303;BA;20.0;1560.0;73424.0;20289.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2906402;BA;60.0;891.0;29854.0;;;False;2025
2906501;BA;7.0;454.0;5594.0;894.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2906600;BA;65.0;1917.0;24300.0;;;False;2025
2906709;BA;35.0;1310.0;56765.0;532.0;1.1 - Carvão vegetal;True;2025
2906808;BA;50.0;3579.0;70564.0;;;False;2025
2906824;BA;50.0;1741.0;81696.0;;;False;2025
2906857;BA;50.0;1237.0;42005.0;;;False;2025
2906873;BA;60.0;1087.0;26223.0;;;False;2025
2906899;BA;65.0;1710.0;40358.0;;;False;2025
2906907;BA;35.0;1005.0;144902.0;284915.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2907004;BA;30.0;171.0;7011.0;10855.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2907103;BA;65.0;2550.0;139586.0;;;False;2025
2907202;BA;65.0;7509.0;287532.0;;;False;2025
2907301;BA;60.0;1662.0;33915.0;;;False;2025
2907400;BA;65.0;515.0;33920.0;;;False;2025
2907509;BA;7.0;989.0;18224.0;488.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2907558;BA;65.0;1797.0;31269.0;;;False;2025
2907608;BA;65.0;1994.0;20374.0;;;False;2025
2907707;BA;65.0;1172.0;65860.0;;;False;2025
2907806;BA;30.0;4711.0;66462.0;;;False;2025
2907905;BA;30.0;1213.0;9415.0;;;False;2025
2908002;BA;20.0;362.0;21984.0;;;False;2025
2908101;BA;65.0;1657.0;563091.0;;;False;2025
2908200;BA;30.0;807.0;6818.0;;;False;2025
2908309;BA;30.0;1315.0;13571.0;;;False;2025
2908408;BA;50.0;5603.0;56899.0;;;False;2025
2908507;BA;30.0;483.0;9152.0;;;False;2025
2908606;BA;30.0;2195.0;76042.0;28942.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2908705;BA;65.0;2730.0;54154.0;206.0;1.2 - Lenha;True;2025
2908804;BA;65.0;347.0;34730.0;;;False;2025
2908903;BA;15.0;2583.0;20027.0;;;False;2025
2909000;BA;65.0;1371.0;20034.0;;;False;2025
2909109;BA;65.0;1834.0;113438.0;;;False;2025
2909208;BA;70.0;2222.0;70557.0;;;False;2025
2909307;BA;65.0;3408.0;719338.0;514.0;1.2 - Lenha;True;2025
2909406;BA;65.0;1913.0;351642.0;;;False;2025
2909505;BA;35.0;221.0;7523.0;;;False;2025
2909604;BA;30.0;4237.0;47905.0;88.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2909703;BA;65.0;1274.0;63398.0;;;False;2025
2909802;BA;30.0;1436.0;6070.0;;;False;2025
2909901;BA;65.0;4655.0;148108.0;;;False;2025
2910008;BA;35.0;936.0;36898.0;209.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2910057;BA;7.0;194.0;4400.0;246.0;1.3.2 - Madeira em tora para outras finalidades;True;2025
2910107;BA;65.0;2053.0;22421.0;;;False;2025
2910206;BA;30.0;507.0;7976.0;;;False;2025
2910305;BA;50.0;1266.0;12739.0;;;False;2025
2910404;BA;50.0;1871.0;97131.0;5231.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2910503;BA;30.0;620.0;37873.0;139345.0;1.1 - Carvão vegetal;True;2025
2910602;BA;30.0;2493.0;76107.0;56211.0;1.1 - Carvão vegetal;True;2025
2910701;BA;50.0;5686.0;112194.0;;;False;2025
2910727;BA;35.0;954.0;98144.0;79843.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2910750;BA;30.0;2480.0;27646.0;;;False;2025
2910776;BA;65.0;1184.0;76121.0;;;False;2025
2910800;BA;30.0;9191.0;67313.0;;;False;2025
2910859;BA;65.0;1680.0;36478.0;;;False;2025
2910909;BA;20.0;207.0;16560.0;;;False;2025
2911006;BA;20.0;410.0;24481.0;;;False;2025
2911105;BA;65.0;1352.0;965502.0;;;False;2025
2911204;BA;20.0;1227.0;20061.0;;;False;2025
2911253;BA;50.0;592.0;22084.0;;;False;2025
2911303;BA;65.0;871.0;17297.0;;;False;2025
2911402;BA;70.0;1498.0;19445.0;;;False;2025
2911501;BA;20.0;251.0;22420.0;;;False;2025
2911600;BA;30.0;2144.0;4939.0;;;False;2025
2911659;BA;65.0;1867.0;40186.0;;;False;2025
2911709;BA;65.0;4417.0;82350.0;;;False;2025
2911808;BA;40.0;2121.0;167499.0;929.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2911857;BA;30.0;2036.0;26501.0;;;False;2025
2911907;BA;50.0;1675.0;179768.0;;;False;2025
2912004;BA;65.0;1629.0;28071.0;;;False;2025
2912103;BA;20.0;264.0;14667.0;;;False;2025
2912202;BA;65.0;1722.0;65956.0;;;False;2025
2912301;BA;40.0;1061.0;91126.0;;;False;2025
2912400;BA;65.0;2207.0;58377.0;;;False;2025
2912509;BA;65.0;2436.0;43364.0;;;False;2025
2912608;BA;60.0;582.0;50802.0;;;False;2025
2912707;BA;20.0;2025.0;36904.0;;;False;2025
2912806;BA;55.0;493.0;53204.0;9522.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2912905;BA;20.0;941.0;28045.0;;;False;2025
2913002;BA;65.0;2178.0;51879.0;;;False;2025
2913101;BA;65.0;2571.0;34053.0;;;False;2025
2913200;BA;65.0;1503.0;69478.0;;;False;2025
2913309;BA;60.0;514.0;9314.0;;;False;2025
2913408;BA;65.0;1410.0;38841.0;;;False;2025
2913457;BA;20.0;2245.0;31580.0;;;False;2025
2913507;BA;30.0;2013.0;67687.0;;;False;2025
2913606;BA;20.0;3559.0;106231.0;;;False;2025
2913705;BA;30.0;4151.0;81917.0;14505.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2913804;BA;50.0;3484.0;29233.0;;;False;2025
2913903;BA;20.0;866.0;23652.0;;;False;2025
2914000;BA;60.0;6199.0;189500.0;;;False;2025
2914109;BA;65.0;1066.0;24823.0;;;False;2025
2914208;BA;35.0;442.0;28862.0;;;False;2025
2914307;BA;65.0;945.0;99325.0;;;False;2025
2914406;BA;65.0;2987.0;37423.0;;;False;2025
2914505;BA;30.0;3294.0;13084.0;;;False;2025
2914604;BA;65.0;800.0;16246.0;;;False;2025
2914653;BA;35.0;660.0;62574.0;;;False;2025
2914703;BA;60.0;2996.0;176055.0;;;False;2025
2914802;BA;20.0;923.0;29742.0;;;False;2025
2914901;BA;20.0;2606.0;46622.0;;;False;2025
2915007;BA;65.0;1437.0;98652.0;;;False;2025
2915106;BA;35.0;566.0;22295.0;;;False;2025
2915205;BA;35.0;956.0;75801.0;;;False;2025
2915304;BA;40.0;236.0;76597.0;24680.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2915353;BA;65.0;1429.0;133074.0;;;False;2025
2915403;BA;50.0;307.0;102370.0;;;False;2025
2915502;BA;20.0;632.0;23927.0;;;False;2025
2915601;BA;40.0;2213.0;194214.0;1608.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2915700;BA;20.0;776.0;14297.0;;;False;2025
2915809;BA;60.0;1436.0;139971.0;;;False;2025
2915908;BA;30.0;311.0;45372.0;8205.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2916005;BA;50.0;1514.0;109301.0;1720.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2916104;BA;7.0;86.0;176.0;;;False;2025
2916203;BA;20.0;322.0;34258.0;;;False;2025
2916302;BA;35.0;242.0;75019.0;5233.0;1.3.1 - Madeira em tora para papel e celulose;True;2025
2916401;BA;60.0;672.0;155059.0;;;False;2025
2916500;BA;30.0;5073.0;77553.0;;;False;2025
2916609;BA;20.0;323.0;34301.0;;;False;2025
2916708;BA;35.0;586.0;20645.0;;;False;2025
2916807;BA;60.0;926.0;137329.0;;;False;2025
2916856;BA;50.0;708.0;22731.0;;;False;2025
2916906;BA;35.0;614.0;21504.0;;;False;2025
2917003;BA;50.0;3432.0;97797.0;;;False;2025
2917102;BA;30.0;490.0;27372.0;;;False;2025
2917201;BA;65.0;2652.0;48753.0;;;False;2025
2917300;BA;20.0;1540.0;23775.0;;;False;2025
2917334;BA;65.0;1096.0;116031.0;;;False;2025
2917359;BA;65.0;1320.0;465169.0;3200.0;1.2 - Lenha;True;2025
