cod_municipio;numero_estabelecimentos;area_estabelecimentos_ha;ano_referencia
2208874;464.0;28730.0;2017
2208908;345.0;215296.0;2017
2209005;857.0;38381.0;2017
2209104;541.0;18087.0;2017
2209153;268.0;202355.0;2017
2209203;640.0;233598.0;2017
2209302;435.0;38685.0;2017
2209351;561.0;2654.0;2017
2209377;510.0;18829.0;2017
2209401;892.0;12128.0;2017
2209450;204.0;1054.0;2017
2209500;717.0;33146.0;2017
2209559;1073.0;14478.0;2017
2209609;338.0;33351.0;2017
2209658;1196.0;49409.0;2017
2209708;1210.0;37585.0;2017
2209757;367.0;20349.0;2017
2209807;449.0;5399.0;2017
2209856;406.0;4810.0;2017
2209872;316.0;28383.0;2017
2209906;734.0;65282.0;2017
2209955;510.0;13022.0;2017
2209971;703.0;7765.0;2017
2210003;1311.0;43087.0;2017
2210052;538.0;19111.0;2017
2210102;397.0;31899.0;2017
2210201;1603.0;17749.0;2017
2210300;547.0;14667.0;2017
2210359;860.0;24025.0;2017
2210375;520.0;6359.0;2017
2210383;293.0;16074.0;2017
2210391;207.0;15921.0;2017
2210409;2632.0;184673.0;2017
2210508;1489.0;25132.0;2017
2210607;3664.0;55193.0;2017
2210623;578.0;58263.0;2017
2210631;502.0;155251.0;2017
2210656;1534.0;48586.0;2017
2210706;2082.0;74539.0;2017
2210805;1636.0;70905.0;2017
2210904;635.0;15518.0;2017
2210938;863.0;5330.0;2017
2210953;592.0;13248.0;2017
2210979;444.0;12532.0;2017
2211001;5171.0;29731.0;2017
2211100;3781.0;81484.0;2017
2211209;1220.0;536204.0;2017
2211308;1154.0;49418.0;2017
2211357;1139.0;20635.0;2017
2211407;528.0;8243.0;2017
2211506;719.0;16022.0;2017
2211605;869.0;14485.0;2017
2211704;833.0;13577.0;2017
2300101;884.0;9031.0;2017
2300150;852.0;2746.0;2017
2300200;5029.0;23036.0;2017
2300309;6034.0;134359.0;2017
2300408;2932.0;139539.0;2017
2300507;612.0;2261.0;2017
2300606;562.0;3647.0;2017
2300705;1564.0;93346.0;2017
2300754;3529.0;62202.0;2017
2300804;400.0;13089.0;2017
2300903;1247.0;23395.0;2017
2301000;4325.0;7136.0;2017
2301109;3055.0;56232.0;2017
2301208;2757.0;30204.0;2017
2301257;1613.0;17198.0;2017
2301307;3073.0;48243.0;2017
2301406;1588.0;5974.0;2017
2301505;1361.0;84894.0;2017
2301604;2643.0;62656.0;2017
2301703;2633.0;59777.0;2017
2301802;764.0;11259.0;2017
2301851;1104.0;49097.0;2017
2301901;2936.0;12917.0;2017
2301950;1753.0;19790.0;2017
2302008;1605.0;28641.0;2017
2302057;887.0;1784.0;2017
2302107;2045.0;11695.0;2017
2302206;3365.0;87771.0;2017
2302305;2593.0;38701.0;2017
2302404;6176.0;150844.0;2017
2302503;1682.0;20466.0;2017
2302602;2184.0;11514.0;2017
2302701;2676.0;37093.0;2017
2302800;5847.0;72733.0;2017
2302909;2189.0;13809.0;2017
2303006;1458.0;23066.0;2017
2303105;1751.0;16047.0;2017
2303204;2643.0;31177.0;2017
2303303;2740.0;36766.0;2017
2303402;1021.0;1853.0;2017
2303501;2550.0;32796.0;2017
2303600;1222.0;32419.0;2017
2303659;1139.0;37259.0;2017
2303709;2699.0;22799.0;2017
2303808;2829.0;35987.0;2017
2303907;459.0;843.0;2017
2303931;1805.0;31255.0;2017
2303956;1383.0;13538.0;2017
2304004;1271.0;16694.0;2017
2304103;6457.0;162325.0;2017
2304202;2649.0;19662.0;2017
2304236;1684.0;9537.0;2017
2304251;1425.0;13213.0;2017
2304269;1594.0;27252.0;2017
2304277;516.0;22485.0;2017
2304285;187.0;204.0;2017
2304301;2401.0;28280.0;2017
2304350;764.0;17050.0;2017
2304400;244.0;288.0;2017
2304459;596.0;6853.0;2017
2304509;916.0;4639.0;2017
2304608;380.0;5233.0;2017
2304657;1744.0;12071.0;2017
2304707;4367.0;40971.0;2017
2304806;597.0;5156.0;2017
2304905;1181.0;9382.0;2017
2304954;1167.0;15185.0;2017
2305001;2036.0;12906.0;2017
2305100;258.0;2397.0;2017
2305209;2683.0;66946.0;2017
2305233;754.0;5149.0;2017
2305266;1639.0;63555.0;2017
2305308;1814.0;11983.0;2017
2305332;998.0;24220.0;2017
2305357;1156.0;32728.0;2017
2305407;6024.0;83738.0;2017
2305506;3734.0;45749.0;2017
2305605;3529.0;197742.0;2017
2305654;1805.0;34138.0;2017
2305704;1479.0;13550.0;2017
2305803;2356.0;26188.0;2017
2305902;3282.0;52619.0;2017
2306009;818.0;51174.0;2017
2306108;2100.0;78628.0;2017
2306207;904.0;7501.0;2017
2306256;637.0;2489.0;2017
2306306;2024.0;20019.0;2017
2306405;6629.0;74017.0;2017
2306504;2235.0;17722.0;2017
2306553;2307.0;28302.0;2017
2306603;2251.0;30975.0;2017
2306702;1777.0;122680.0;2017
2306801;1082.0;17832.0;2017
2306900;2698.0;99432.0;2017
2307007;2648.0;49671.0;2017
2307106;2615.0;23049.0;2017
2307205;485.0;7260.0;2017
2307254;1162.0;6852.0;2017
2307304;946.0;10539.0;2017
2307403;2211.0;48666.0;2017
2307502;3214.0;50520.0;2017
2307601;1888.0;24044.0;2017
2307635;1772.0;36836.0;2017
2307650;194.0;1975.0;2017
2307700;3047.0;32689.0;2017
2307809;1399.0;23057.0;2017
2307908;524.0;1121.0;2017
2308005;2045.0;11818.0;2017
2308104;3639.0;53855.0;2017
2308203;1087.0;4789.0;2017
2308302;1913.0;20437.0;2017
2308351;1745.0;37923.0;2017
2308377;574.0;36966.0;2017
2308401;4408.0;29439.0;2017
2308500;6196.0;122998.0;2017
2308609;2143.0;58083.0;2017
2308708;4738.0;138423.0;2017
2308807;754.0;9211.0;2017
2308906;1545.0;23339.0;2017
2309003;1103.0;6328.0;2017
2309102;1170.0;3697.0;2017
2309201;1013.0;8044.0;2017
2309300;1992.0;45165.0;2017
2309409;3588.0;48624.0;2017
2309458;2506.0;32631.0;2017
2309508;1951.0;32897.0;2017
2309607;1239.0;12064.0;2017
2309706;774.0;7196.0;2017
2309805;1026.0;5914.0;2017
2309904;296.0;318.0;2017
2310001;1337.0;10497.0;2017
2310100;1054.0;6601.0;2017
2310209;591.0;6013.0;2017
2310258;1776.0;20175.0;2017
2310308;4389.0;123871.0;2017
2310407;852.0;21423.0;2017
2310506;4004.0;77895.0;2017
2310605;287.0;5684.0;2017
2310704;2483.0;42857.0;2017
2310803;1620.0;9446.0;2017
2310852;1490.0;2338.0;2017
2310902;2504.0;36056.0;2017
2310951;1011.0;8695.0;2017
2311009;2144.0;59306.0;2017
2311108;1534.0;16712.0;2017
2311207;1376.0;16709.0;2017
2311231;1072.0;38360.0;2017
2311264;3513.0;57891.0;2017
2311306;4880.0;110398.0;2017
2311355;2112.0;32349.0;2017
2311405;6848.0;217713.0;2017
2311504;628.0;21047.0;2017
2311603;2983.0;11933.0;2017
2311702;1836.0;14136.0;2017
2311801;4262.0;67133.0;2017
2311900;1909.0;58243.0;2017
2311959;3245.0;42744.0;2017
2312007;3169.0;39790.0;2017
2312106;1337.0;15146.0;2017
2312205;4621.0;221431.0;2017
2312304;3564.0;13772.0;2017
2312403;1192.0;23084.0;2017
2312502;730.0;14141.0;2017
2312601;497.0;3679.0;2017
2312700;2524.0;63530.0;2017
2312809;647.0;3438.0;2017
2312908;5720.0;77568.0;2017
2313005;2491.0;96503.0;2017
2313104;1597.0;34281.0;2017
2313203;2719.0;91808.0;2017
2313252;1567.0;15842.0;2017
2313302;6322.0;337804.0;2017
2313351;888.0;35862.0;2017
2313401;3652.0;19406.0;2017
2313500;3367.0;47238.0;2017
2313559;1068.0;9977.0;2017
2313609;2545.0;10315.0;2017
2313708;909.0;13219.0;2017
2313757;1755.0;22491.0;2017
2313807;833.0;5737.0;2017
2313906;1377.0;14856.0;2017
2313955;739.0;5315.0;2017
2314003;4126.0;36254.0;2017
2314102;5737.0;29280.0;2017
2400109;226.0;40330.0;2017
2400208;856.0;44913.0;2017
2400307;512.0;20379.0;2017
2400406;139.0;3480.0;2017
2400505;527.0;31233.0;2017
2400604;300.0;7398.0;2017
2400703;246.0;9688.0;2017
2400802;199.0;52812.0;2017
2400901;349.0;16267.0;2017
2401008;2227.0;73101.0;2017
2401107;210.0;5667.0;2017
2401206;147.0;10902.0;2017
2401305;753.0;65923.0;2017
2401404;13.0;18281.0;2017
2401453;793.0;29014.0;2017
2401503;200.0;9792.0;2017
2401602;565.0;22890.0;2017
2401651;104.0;2858.0;2017
2401701;319.0;9193.0;2017
2401800;348.0;3640.0;2017
2401859;80.0;4892.0;2017
2401909;110.0;23997.0;2017
2402006;780.0;93586.0;2017
2402105;579.0;8888.0;2017
2402204;162.0;8860.0;2017
2402303;1434.0;71196.0;2017
2402402;167.0;11836.0;2017
2402501;482.0;27179.0;2017
2402600;1288.0;33464.0;2017
2402709;962.0;10364.0;2017
2402808;261.0;4378.0;2017
2402907;278.0;4970.0;2017
2403004;355.0;23342.0;2017
2403103;505.0;36714.0;2017
2403202;810.0;12758.0;2017
2403251;10.0;597.0;2017
2403301;364.0;6939.0;2017
2403400;152.0;14579.0;2017
2403509;246.0;5707.0;2017
2403608;165.0;4224.0;2017
2403707;295.0;11502.0;2017
2403756;78.0;20854.0;2017
2403806;471.0;38038.0;2017
2403905;227.0;8462.0;2017
2404002;227.0;4005.0;2017
2404101;47.0;3628.0;2017
2404200;181.0;12898.0;2017
2404309;695.0;35973.0;2017
2404408;85.0;3756.0;2017
2404507;144.0;9498.0;2017
2404606;746.0;21183.0;2017
2404705;502.0;18909.0;2017
2404804;91.0;7969.0;2017
2404853;89.0;8059.0;2017
2404903;69.0;4042.0;2017
2405009;286.0;3031.0;2017
2405108;213.0;20100.0;2017
2405207;234.0;21839.0;2017
2405306;728.0;10601.0;2017
2405405;147.0;8241.0;2017
2405504;134.0;20941.0;2017
2405603;248.0;22311.0;2017
2405702;444.0;25900.0;2017
2405801;888.0;38311.0;2017
2405900;196.0;5262.0;2017
2406007;480.0;9149.0;2017
2406106;720.0;66871.0;2017
2406155;257.0;1921.0;2017
2406205;380.0;4245.0;2017
2406304;540.0;7847.0;2017
2406403;96.0;5055.0;2017
2406502;1938.0;10174.0;2017
2406601;370.0;4173.0;2017
2406700;430.0;46282.0;2017
2406809;149.0;3401.0;2017
2406908;123.0;2821.0;2017
2407005;402.0;8808.0;2017
2407104;943.0;18036.0;2017
2407203;122.0;14082.0;2017
2407252;80.0;4610.0;2017
2407302;350.0;20655.0;2017
2407401;305.0;5862.0;2017
2407500;237.0;4820.0;2017
2407609;71.0;12295.0;2017
2407708;148.0;2834.0;2017
2407807;561.0;11667.0;2017
2407906;218.0;2958.0;2017
2408003;1966.0;62378.0;2017
2408102;80.0;312.0;2017
2408201;295.0;5737.0;2017
2408300;809.0;19780.0;2017
2408409;207.0;7071.0;2017
2408508;278.0;17567.0;2017
2408607;311.0;4749.0;2017
2408706;125.0;22004.0;2017
2408805;210.0;12997.0;2017
2408904;394.0;19881.0;2017
2408953;138.0;1684.0;2017
2409100;326.0;2107.0;2017
2409209;107.0;3630.0;2017
2409308;310.0;19591.0;2017
2409332;139.0;10996.0;2017
2409407;411.0;16322.0;2017
2409506;103.0;7843.0;2017
2409605;248.0;13790.0;2017
2409704;389.0;63058.0;2017
2409803;258.0;9412.0;2017
2409902;192.0;14636.0;2017
2410009;120.0;8679.0;2017
2410108;387.0;6944.0;2017
2410207;418.0;3679.0;2017
2410256;172.0;2595.0;2017
2410306;391.0;8463.0;2017
2410405;600.0;20184.0;2017
2410504;348.0;6138.0;2017
2410603;203.0;7329.0;2017
2410702;86.0;10579.0;2017
2410801;489.0;6304.0;2017
2410900;371.0;16494.0;2017
2411007;93.0;8463.0;2017
2411056;83.0;10728.0;2017
2411106;223.0;9650.0;2017
2411205;330.0;27903.0;2017
2411403;945.0;76567.0;2017
2411429;97.0;13143.0;2017
2411502;491.0;14535.0;2017
2411601;219.0;7258.0;2017
2411700;156.0;8560.0;2017
2411809;175.0;34916.0;2017
2411908;179.0;6300.0;2017
2412005;153.0;12281.0;2017
2412104;338.0;19705.0;2017
2412203;612.0;11364.0;2017
2412302;241.0;16761.0;2017
2412401;197.0;12696.0;2017
2412500;1767.0;5972.0;2017
2412559;239.0;9848.0;2017
2412609;456.0;15879.0;2017
2412708;278.0;11557.0;2017
2412807;363.0;20623.0;2017
2412906;536.0;29309.0;2017
2413003;330.0;11592.0;2017
2413102;523.0;12181.0;2017
2413201;41.0;410.0;2017
2413300;520.0;5658.0;2017
2413359;854.0;43908.0;2017
2413409;442.0;41292.0;2017
2413508;386.0;14130.0;2017
2413557;367.0;7572.0;2017
2413607;327.0;12317.0;2017
2413706;271.0;18382.0;2017
2413805;93.0;5318.0;2017
2413904;387.0;20363.0;2017
2414001;391.0;23276.0;2017
2414100;266.0;12294.0;2017
2414159;479.0;4728.0;2017
2414209;64.0;2673.0;2017
2414308;136.0;9306.0;2017
2414407;1400.0;40953.0;2017
2414456;169.0;12328.0;2017
2414506;289.0;15122.0;2017
2414605;1195.0;35163.0;2017
2414704;112.0;3197.0;2017
2414753;463.0;2211.0;2017
2414803;242.0;5549.0;2017
2414902;22.0;2771.0;2017
2415008;23.0;3392.0;2017
2500106;863.0;10927.0;2017
2500205;851.0;21358.0;2017
2500304;1459.0;23858.0;2017
2500403;1682.0;7177.0;2017
2500502;915.0;7471.0;2017
2500536;475.0;19393.0;2017
2500577;292.0;10935.0;2017
2500601;836.0;11244.0;2017
2500700;1601.0;26657.0;2017
2500734;248.0;6066.0;2017
2500775;521.0;15935.0;2017
2500809;2180.0;18406.0;2017
2500908;825.0;5685.0;2017
2501005;1348.0;16604.0;2017
2501104;1702.0;18263.0;2017
2501153;113.0;3546.0;2017
2501203;568.0;2877.0;2017
2501302;2092.0;17977.0;2017
2501351;161.0;6841.0;2017
2501401;547.0;1288.0;2017
2501500;2020.0;18916.0;2017
2501534;300.0;2944.0;2017
2501575;1487.0;25174.0;2017
2501609;1484.0;53837.0;2017
2501708;505.0;33723.0;2017
2501807;33.0;168.0;2017
2501906;628.0;6664.0;2017
2502003;298.0;42638.0;2017
2502052;298.0;2025.0;2017
2502102;371.0;8410.0;2017
2502151;681.0;34597.0;2017
2502201;146.0;1803.0;2017
2502300;374.0;8168.0;2017
2502409;670.0;19083.0;2017
2502508;871.0;24658.0;2017
2502607;499.0;10395.0;2017
2502706;312.0;2045.0;2017
2502805;371.0;25644.0;2017
2502904;232.0;5163.0;2017
2503001;536.0;11635.0;2017
2503100;629.0;30941.0;2017
2503209;21.0;321.0;2017
2503308;731.0;10468.0;2017
2503407;338.0;8036.0;2017
2503506;1361.0;11602.0;2017
2503555;842.0;6667.0;2017
2503605;582.0;8466.0;2017
2503704;1544.0;26170.0;2017
2503753;336.0;19888.0;2017
2503803;205.0;5342.0;2017
2503902;698.0;25893.0;2017
2504009;2431.0;28722.0;2017
2504033;78.0;5697.0;2017
2504074;396.0;23412.0;2017
2504108;74.0;3024.0;2017
2504157;780.0;9625.0;2017
2504207;363.0;33528.0;2017
2504306;735.0;34676.0;2017
2504355;544.0;9186.0;2017
2504405;1595.0;36873.0;2017
2504504;418.0;17786.0;2017
2504603;908.0;7144.0;2017
2504702;415.0;17413.0;2017
2504801;667.0;19306.0;2017
2504850;259.0;11089.0;2017
2504900;1855.0;13244.0;2017
2505006;526.0;13367.0;2017
2505105;1738.0;35157.0;2017
2505204;194.0;3071.0;2017
2505238;723.0;6036.0;2017
2505279;843.0;6309.0;2017
2505303;265.0;10869.0;2017
2505352;640.0;13221.0;2017
2505402;516.0;10686.0;2017
2505501;210.0;3321.0;2017
2505600;555.0;16872.0;2017
2505709;1022.0;10997.0;2017
2505808;251.0;2714.0;2017
2505907;113.0;14174.0;2017
2506004;1697.0;10217.0;2017
2506103;1094.0;9429.0;2017
2506202;250.0;16090.0;2017
2506251;1292.0;11904.0;2017
2506301;995.0;10543.0;2017
2506400;1237.0;17801.0;2017
2506509;245.0;21669.0;2017
2506608;581.0;14399.0;2017
2506707;1099.0;16194.0;2017
2506806;946.0;12608.0;2017
2506905;957.0;12505.0;2017
2507002;1231.0;29337.0;2017
2507101;1160.0;10628.0;2017
2507200;837.0;21908.0;2017
2507309;834.0;13094.0;2017
2507408;466.0;6827.0;2017
2507507;150.0;1612.0;2017
2507606;226.0;4497.0;2017
2507705;1377.0;30674.0;2017
2507804;432.0;11282.0;2017
2507903;171.0;3537.0;2017
2508000;1136.0;19115.0;2017
2508109;296.0;8550.0;2017
2508208;665.0;6077.0;2017
2508307;2026.0;6638.0;2017
2508406;256.0;7113.0;2017
2508505;848.0;18888.0;2017
2508554;267.0;3187.0;2017
2508604;191.0;4158.0;2017
2508703;544.0;11064.0;2017
2508802;150.0;8960.0;2017
2508901;1093.0;33493.0;2017
2509008;1280.0;19410.0;2017
2509057;473.0;2585.0;2017
2509107;727.0;9924.0;2017
2509156;218.0;2353.0;2017
2509206;1858.0;14179.0;2017
2509305;73.0;2911.0;2017
2509339;937.0;3226.0;2017
2509370;134.0;2869.0;2017
2509396;420.0;4416.0;2017
2509404;1024.0;14669.0;2017
2509503;502.0;2140.0;2017
2509602;493.0;7566.0;2017
2509701;3203.0;73230.0;2017
2509800;826.0;15691.0;2017
2509909;871.0;3985.0;2017
2510006;603.0;6571.0;2017
2510105;354.0;3476.0;2017
2510204;420.0;2957.0;2017
2510303;542.0;22549.0;2017
2510402;654.0;22436.0;2017
2510501;550.0;20426.0;2017
2510600;321.0;9341.0;2017
2510659;359.0;15415.0;2017
2510709;99.0;5663.0;2017
2510808;497.0;29185.0;2017
2510907;815.0;42768.0;2017
2511004;493.0;4645.0;2017
2511103;1194.0;27924.0;2017
2511202;1824.0;28506.0;2017
2511301;892.0;29762.0;2017
2511400;1209.0;34429.0;2017
2511509;599.0;6244.0;2017
2511608;530.0;3135.0;2017
2511707;588.0;3878.0;2017
2511806;436.0;5460.0;2017
2511905;984.0;5186.0;2017
2512002;1782.0;43679.0;2017
2512036;319.0;3764.0;2017
2512077;498.0;5239.0;2017
2512101;1334.0;62950.0;2017
2512200;334.0;16426.0;2017
2512309;1146.0;16586.0;2017
2512408;1063.0;4116.0;2017
2512507;3401.0;25641.0;2017
2512606;136.0;10170.0;2017
2512705;875.0;8974.0;2017
2512721;591.0;3826.0;2017
2512747;309.0;4796.0;2017
2512754;316.0;3643.0;2017
2512762;400.0;2532.0;2017
2512788;51.0;7652.0;2017
2512804;604.0;16662.0;2017
2512903;1123.0;36988.0;2017
2513000;338.0;7496.0;2017
2513109;1372.0;15271.0;2017
2513158;1048.0;13669.0;2017
2513208;497.0;14135.0;2017
2513307;446.0;10161.0;2017
2513356;403.0;20294.0;2017
2513406;383.0;24637.0;2017
2513505;696.0;20320.0;2017
2513604;703.0;14898.0;2017
2513653;176.0;2778.0;2017
2513703;612.0;49311.0;2017
2513802;339.0;18322.0;2017
2513851;396.0;11349.0;2017
2513901;261.0;15770.0;2017
2513927;264.0;11895.0;2017
2513943;332.0;9635.0;2017
2513968;283.0;10064.0;2017
2513984;292.0;5960.0;2017
2514008;487.0;53979.0;2017
2514107;587.0;47854.0;2017
2514206;796.0;14148.0;2017
2514305;545.0;10364.0;2017
2514404;458.0;52449.0;2017
2514453;481.0;4613.0;2017
2514503;1671.0;32668.0;2017
2514552;718.0;7591.0;2017
2514602;168.0;4976.0;2017
2514651;90.0;20742.0;2017
2514701;296.0;11723.0;2017
2514800;541.0;23759.0;2017
2514909;569.0;46005.0;2017
2515005;674.0;5748.0;2017
2515104;1376.0;3586.0;2017
2515203;347.0;32734.0;2017
2515302;1651.0;26338.0;2017
2515401;1155.0;15475.0;2017
2515500;951.0;45351.0;2017
2515609;299.0;2162.0;2017
2515708;430.0;4928.0;2017
2515807;888.0;4156.0;2017
2515906;579.0;5527.0;2017
2515930;338.0;2763.0;2017
2515971;1011.0;3279.0;2017
2516003;1645.0;13701.0;2017
2516102;960.0;41988.0;2017
2516151;353.0;8665.0;2017
2516201;1726.0;34656.0;2017
2516300;905.0;48581.0;2017
2516409;674.0;16002.0;2017
2516508;1033.0;55448.0;2017
2516607;1391.0;11889.0;2017
2516706;1272.0;9178.0;2017
2516755;260.0;4161.0;2017
2516805;620.0;9712.0;2017
2516904;696.0;14560.0;2017
2517001;886.0;8069.0;2017
2517100;227.0;12950.0;2017
2517209;528.0;8233.0;2017
2517407;266.0;9608.0;2017
2600054;408.0;1001.0;2017
2600104;1882.0;21475.0;2017
2600203;3460.0;96314.0;2017
2600302;1077.0;13376.0;2017
2600401;1234.0;22102.0;2017
2600500;3060.0;53198.0;2017
2600609;1247.0;11971.0;2017
2600708;804.0;17805.0;2017
2600807;2851.0;28600.0;2017
2600906;1839.0;20215.0;2017
2601003;708.0;7743.0;2017
2601052;57.0;179.0;2017
2601102;7375.0;90305.0;2017
2601201;737.0;16852.0;2017
2601300;375.0;6295.0;2017
2601409;676.0;12345.0;2017
2601508;894.0;5185.0;2017
2601607;1620.0;42628.0;2017
2601706;1502.0;14165.0;2017
2601805;1808.0;44305.0;2017
2601904;1750.0;17094.0;2017
2602001;3568.0;69467.0;2017
2602100;2710.0;40216.0;2017
2602209;3832.0;11434.0;2017
2602308;1679.0;16817.0;2017
2602407;1005.0;11252.0;2017
2602506;837.0;7875.0;2017
2602605;1442.0;25762.0;2017
2602704;419.0;4160.0;2017
2602803;5652.0;70107.0;2017
2602902;1873.0;19987.0;2017
2603009;1466.0;44234.0;2017
2603108;865.0;7453.0;2017
2603207;4463.0;21673.0;2017
2603306;1908.0;7740.0;2017
2603405;613.0;6145.0;2017
2603454;12.0;179.0;2017
2603504;322.0;2523.0;2017
2603603;230.0;3531.0;2017
2603702;2180.0;32488.0;2017
2603801;2706.0;22966.0;2017
2603900;2647.0;16983.0;2017
2603926;2098.0;43435.0;2017
2604007;398.0;6703.0;2017
2604106;1406.0;22470.0;2017
2604155;1903.0;6670.0;2017
2604205;892.0;5357.0;2017
2604304;637.0;8060.0;2017
2604403;321.0;4159.0;2017
2604502;1502.0;5302.0;2017
2604601;232.0;1996.0;2017
2604700;1291.0;23455.0;2017
2604809;341.0;6849.0;2017
2604908;2407.0;20752.0;2017
2605004;557.0;6792.0;2017
2605103;3789.0;90894.0;2017
2605152;3037.0;104655.0;2017
2605202;613.0;30905.0;2017
2605301;2597.0;66014.0;2017
2605400;771.0;5599.0;2017
2605459;14.0;20.0;2017
2605509;430.0;6436.0;2017
2605608;3373.0;44238.0;2017
2605707;2033.0;144542.0;2017
2605806;1336.0;11067.0;2017
2605905;571.0;19792.0;2017
2606002;3055.0;26210.0;2017
2606101;2347.0;13438.0;2017
2606200;1546.0;24385.0;2017
2606309;553.0;32403.0;2017
2606408;1897.0;15383.0;2017
2606507;1832.0;28285.0;2017
2606606;1741.0;40402.0;2017
2606705;1029.0;9675.0;2017
2606804;559.0;28671.0;2017
2606903;1598.0;42481.0;2017
2607000;2023.0;43366.0;2017
2607109;626.0;13143.0;2017
2607208;1489.0;36176.0;2017
2607307;1941.0;23881.0;2017
2607406;297.0;20118.0;2017
2607505;4232.0;66274.0;2017
2607604;95.0;448.0;2017
2607653;745.0;19005.0;2017
2607703;1468.0;24794.0;2017
2607752;101.0;46.0;2017
2607802;746.0;6049.0;2017
2607901;605.0;3972.0;2017
2607950;516.0;2837.0;2017
2608008;1094.0;28597.0;2017
2608057;853.0;13468.0;2017
2608107;2749.0;8669.0;2017
2608206;404.0;3310.0;2017
2608255;1780.0;8407.0;2017
2608305;1476.0;6782.0;2017
2608404;1425.0;7210.0;2017
2608453;659.0;5858.0;2017
2608503;709.0;3853.0;2017
2608602;1609.0;11655.0;2017
2608701;2262.0;14624.0;2017
2608750;1412.0;57091.0;2017
2608800;1531.0;8542.0;2017
2608909;1721.0;16235.0;2017
2609006;848.0;8223.0;2017
2609105;575.0;4750.0;2017
2609154;2877.0;21649.0;2017
2609204;355.0;8387.0;2017
2609303;988.0;23184.0;2017
2609402;795.0;8512.0;2017
2609501;389.0;10323.0;2017
2609600;84.0;175.0;2017
2609709;2229.0;7860.0;2017
2609808;1535.0;13100.0;2017
2609907;5143.0;87395.0;2017
2610004;540.0;18492.0;2017
2610103;737.0;10725.0;2017
2610202;2440.0;20342.0;2017
2610301;2031.0;13014.0;2017
2610400;1917.0;107283.0;2017
2610509;2273.0;15182.0;2017
2610608;898.0;14841.0;2017
2610707;165.0;704.0;2017
2610806;1834.0;50541.0;2017
2610905;2600.0;32927.0;2017
2611002;1579.0;21774.0;2017
2611101;7018.0;159953.0;2017
2611200;895.0;8761.0;2017
2611309;2108.0;13892.0;2017
2611408;617.0;7538.0;2017
2611507;1670.0;16111.0;2017
2611533;1356.0;12215.0;2017
2611606;242.0;837.0;2017
2611705;1419.0;14767.0;2017
2611804;312.0;19956.0;2017
2611903;881.0;19703.0;2017
2612000;1235.0;8386.0;2017
2612109;770.0;2804.0;2017
2612208;1988.0;51624.0;2017
2612307;1469.0;15681.0;2017
2612406;873.0;13573.0;2017
2612455;1937.0;68374.0;2017
2612471;1127.0;5725.0;2017
2612505;435.0;17546.0;2017
2612554;2030.0;51582.0;2017
2612604;4359.0;80323.0;2017
2612703;1740.0;3639.0;2017
2612802;813.0;8451.0;2017
2612901;557.0;9798.0;2017
2613008;4101.0;34210.0;2017
2613107;1684.0;12531.0;2017
2613206;2749.0;15307.0;2017
2613305;1141.0;6107.0;2017
2613404;326.0;4143.0;2017
2613503;2975.0;68341.0;2017
2613602;2765.0;41226.0;2017
2613701;727.0;13533.0;2017
2613800;478.0;5914.0;2017
2613909;4229.0;171938.0;2017
2614006;2223.0;81814.0;2017
2614105;3589.0;146121.0;2017
2614204;718.0;35143.0;2017
2614303;779.0;25750.0;2017
2614402;807.0;6234.0;2017
2614501;2442.0;10734.0;2017
2614600;1741.0;19956.0;2017
2614709;571.0;4781.0;2017
2614808;3061.0;25037.0;2017
2614857;571.0;5858.0;2017
2615003;1584.0;29574.0;2017
2615102;850.0;8776.0;2017
2615201;457.0;13717.0;2017
2615300;706.0;13626.0;2017
2615409;33.0;512.0;2017
2615508;242.0;9830.0;2017
2615607;1196.0;8561.0;2017
2615706;1687.0;9973.0;2017
2615805;2635.0;33960.0;2017
2615904;373.0;11120.0;2017
2616001;1134.0;20797.0;2017
2616100;1243.0;20805.0;2017
2616183;610.0;3039.0;2017
2616209;790.0;12201.0;2017
2616308;768.0;16908.0;2017
2616407;1834.0;20961.0;2017
2616506;119.0;3512.0;2017
2700102;2122.0;19445.0;2017
2700201;270.0;9686.0;2017
2700300;2930.0;13195.0;2017
2700409;440.0;26192.0;2017
2700508;15.0;19471.0;2017
2700607;15.0;1612.0;2017
2700706;735.0;21178.0;2017
2700805;232.0;2886.0;2017
2700904;498.0;10347.0;2017
2701001;210.0;18378.0;2017
2701100;543.0;7410.0;2017
2701209;774.0;18557.0;2017
2701308;163.0;10305.0;2017
2701357;124.0;3105.0;2017
2701407;337.0;21230.0;2017
2701506;1302.0;12283.0;2017
2701605;1692.0;38247.0;2017
2701704;252.0;16186.0;2017
2701803;616.0;6306.0;2017
2701902;420.0;22340.0;2017
2702009;1712.0;5408.0;2017
2702108;354.0;14625.0;2017
2702207;41.0;658.0;2017
2702306;700.0;52349.0;2017
2702355;2932.0;15316.0;2017
2702405;973.0;23194.0;2017
2702504;1156.0;8875.0;2017
2702553;2676.0;15691.0;2017
2702603;3275.0;11260.0;2017
2702702;263.0;7074.0;2017
2702801;558.0;23043.0;2017
2702900;4141.0;27773.0;2017
2703007;419.0;11739.0;2017
2703106;2946.0;19613.0;2017
2703205;1414.0;28389.0;2017
2703304;1745.0;25968.0;2017
2703403;538.0;14183.0;2017
2703502;444.0;16011.0;2017
2703601;158.0;4856.0;2017
2703700;401.0;7294.0;2017
